id,original,lexical,syntactic,contextual,Question_ECS
357,"Rick took off on a road trip for the summer. He traveled to the first destination on his trip, and then from there, he traveled twice the distance to this second destination. The third point on his trip was 40 miles away, which was half the distance he traveled from the beginning to his first destination. The final destination took twice the amount of driving of all the other legs put together. How many miles in total did he travel across all the legs of the trip?","Rick’s summer road trip includes four legs: the first leg, the second twice as long, the third 40 miles (half of the first), and the final twice the total of the first three. What’s his total distance traveled?","If Rick’s second destination is twice the first leg’s distance, the third leg is 40 miles (half of the first), and the last leg equals twice the sum of the previous legs, how many miles did he travel altogether?","During his summer vacation, Rick’s road trip covers a first leg, a second leg twice that, a third leg of 40 miles (half the first), and a final leg twice the total of all others. What’s his total travel distance?",0.893055240313212
358,Olivia pays 4 quarters for chips and 12 quarters for soda. How many dollars does she pay in total?,Olivia buys chips for 4 quarters and soda for 12 quarters. How many dollars does she spend altogether?,"If chips cost 4 quarters and soda costs 12 quarters, how much does Olivia pay in dollars total?","At a vending machine, Olivia buys chips for 4 quarters and soda for 12 quarters. What’s her total cost in dollars?",0.9292602439721426
359,Carrie works for $8 an hour and 35 hours a week at her job. It’s been a month since she started working there. She has saved up all of her money because she wants to buy a bike for $400. How much money will she have left over after she buys her bike?,"Carrie earns $8 per hour and works 35 hours weekly. After a month (4 weeks) of saving, she buys a $400 bike. How much money remains?","If Carrie works 35 hours weekly at $8/hour and has worked for 4 weeks, then buys a $400 bike, how much money does she have left?","At her part-time job, Carrie earns $8 an hour and works 35 hours weekly. After 4 weeks, she buys a $400 bike. How much money will she still have?",0.9474465648333231
360,"A dietitian ate three-fourths of her lunch during her lunch break. If the total amount of food she had prepared for lunch had 40 calories, and the recommended calorie intake by the FDA is 25, how many more calories than the recommended amount did she eat?","A dietitian eats 3/4 of a 40-calorie lunch. If the FDA recommends 25 calories, how many more calories did she consume than recommended?","If a dietitian’s meal has 40 calories and she eats three-fourths of it, and the FDA’s recommendation is 25 calories, how many extra calories does she consume?","During her lunch break at the clinic, a dietitian eats 3/4 of a 40-calorie meal. The FDA suggests 25 calories. How many calories over the recommendation did she eat?",0.8665546377499899
361,"Aniyah has 6 times as many birthday candles as Ambika. If Ambika has four birthday candles, how many birthday candles will they have if they put the birthday candles together and shared them equally between themselves?","Aniyah owns 6 times more birthday candles than Ambika. If Ambika has 4 candles, how many candles will each of them have if they combine their candles and then divide them equally?","If Ambika has 4 birthday candles and Aniyah has 6 times that number, how many candles will each person get after they pool and share them evenly?","During a party, Aniyah has 6 times more birthday candles than Ambika. Ambika owns 4 candles. If they put all the candles together and split them evenly, how many will each get?",0.9252182046572367
362,Lauren wanted to make burgers and fries for dinner. She needed a few things from the grocery store and bought the following: 2 pounds of hamburger meat that was on sale for $3.50 a pound. 1 pack of hamburger buns for $1.50. A head of lettuce for $1.00 and a large 1.5-pound tomato that was priced at $2.00 per pound. She also needed a jar of pickles that cost $2.50 and she had a $1.00 off coupon for that item. How much change would Lauren get back if she paid with a $20 bill?,"Lauren goes shopping for burger ingredients: 2 pounds of hamburger at $3.50 per pound, buns for $1.50, lettuce for $1.00, a 1.5-pound tomato at $2 per pound, and pickles costing $2.50 with a $1 coupon. If she pays with $20, how much change will she receive?","If Lauren buys 2 pounds of meat at $3.50 each, a $1.50 pack of buns, a $1 head of lettuce, a 1.5-pound tomato at $2 per pound, and $2.50 pickles with a $1 discount, what change does she get from $20?","At her local grocery store, Lauren picks up items for dinner — hamburger meat, buns, lettuce, a tomato, and discounted pickles. Paying with $20, how much change will she get?",0.871056079864502
363,Josh gets together with 7 friends. Everyone including him puts 5 dollars into a pot. First place gets 80% of the money. Second and third place split the rest. How much money does third place get?,"Josh and 7 friends each put $5 into a shared pot. The winner takes 80% of the total, and the remaining amount is divided equally between second and third place. How much does third place win?","If Josh and 7 friends each contribute $5, and first place earns 80% of the pot while the remaining is split between second and third, what is third place’s share?","At a friendly game night, Josh and 7 others each add $5 to the prize pot. The top winner gets 80% of it, and second and third share what’s left. How much does the third-place player earn?",0.8674886524677277
364,"Joanna and Jacques had 40 and 60 gumballs, respectively, in their dishes. They then purchased 4 times the number of gumballs they had initially and added these to their dishes. If they decided to put together their gumballs and shared them equally, how many gumballs did each get?","Joanna starts with 40 gumballs, and Jacques has 60. Each buys 4 times their original amount and adds them to their dishes. If they combine and divide evenly, how many gumballs does each person end up with?","If Joanna has 40 gumballs and Jacques 60, and both purchase 4 times their initial numbers, then share all their gumballs equally, how many will each get?","At a candy shop, Joanna and Jacques decide to buy more gumballs—4 times their starting amounts (40 and 60). If they pool them together and split evenly, how many does each have?",0.9124937752882639
365,"Jerry is sweeping up pieces of broken glass in the parking lot. He sweeps up 20 amber pieces, 35 green pieces, and some clear pieces. If the green pieces are 25% of the total glass he sweeps up, how many pieces were clear?","Jerry collects 20 amber, 35 green, and an unknown number of clear glass pieces. If the green pieces make up 25% of the total, how many clear pieces did he gather?","If Jerry has 20 amber and 35 green pieces of glass, and green pieces are one-fourth of the total, how many clear pieces are there?","While cleaning a parking lot, Jerry finds 20 amber, 35 green, and some clear glass shards. If green glass represents 25% of all pieces, how many are clear?",0.8794594407081604
366,"James writes 10 pages an hour. If he writes 5 pages a day to 2 different people, how many hours a week does he spend writing?",James writes at a rate of 10 pages per hour. He writes 5 pages daily for 2 different people. How many total hours does he spend writing in a week?,"If James produces 10 pages per hour and writes 5 pages each day for two people, how many hours does he write in one week?","Each evening, James writes letters for two people, 5 pages each, and he writes 10 pages per hour. Over a week, how many hours does he spend writing?",0.9412278036276499
367,"A jewelry box has 10 necklaces and 15 earrings. Jessy goes to the jewelry stores and buys 10 more necklaces and 2/3 as many earrings as before. After returning home, her mother gives her 1/5 times more earrings than the number she purchased at the store. Calculate the total number of jewelry pieces Jessy has in her box if she puts all of them together.",Jessy’s jewelry box contains 10 necklaces and 15 earrings. She buys 10 more necklaces and earrings equal to 2/3 of her original earrings. Her mom later gives her 1/5 more earrings than she just bought. How many jewelry pieces does she have total?,"If Jessy starts with 10 necklaces and 15 earrings, buys 10 necklaces and earrings equal to 2/3 of 15, and then receives 1/5 more earrings than she bought, how many total jewelry pieces does she own?","Jessy adds to her jewelry collection: she begins with 10 necklaces and 15 earrings, buys more at a store, and gets extra earrings from her mom. How many pieces are now in her jewelry box?",0.880339523156484
368,"The sewers in Middleton can handle 240,000 gallons of run-off. Each hour of rain produces 1000 gallons of runoff. How many days of rain can the sewers handle before they overflow?","Middleton’s sewers can manage 240,000 gallons of runoff, and every hour of rain adds 1,000 gallons. How many full days of rain can they take before overflowing?","If the sewer system can hold 240,000 gallons and rain generates 1,000 gallons per hour, after how many days will it overflow?","During the rainy season, Middleton’s sewer system can store 240,000 gallons, and rain adds 1,000 gallons per hour. How many days of rain will it hold before flooding?",0.8525330424308777
369,"Lois has 40 books. She gives a fourth of her books to her nephew. From her remaining books, she donates a third of her books to the library. Then she purchases 3 new books from the book store. How many books does Lois have now?","Lois owns 40 books. She gives away one-fourth to her nephew, donates one-third of what remains to a library, and then buys 3 more. How many books does she end up with?","If Lois starts with 40 books, gives a quarter to her nephew, donates a third of the remainder, and buys 3 new ones, how many does she have now?","On a weekend, Lois decides to declutter. She gives her nephew some books, donates some to a library, and buys 3 new ones. Starting with 40, how many does she own afterward?",0.8942417403062185
370,Leila and Mohamed decided to donate their old toys to a children’s home. Leila gave 2 bags with 25 toys in each bag. Mohamed’s donation was 3 bags with 19 toys in each bag. How many more toys did Mohamed donate?,"Leila donates 2 bags containing 25 toys each, while Mohamed gives 3 bags with 19 toys each. How many more toys did Mohamed contribute than Leila?","If Leila donates 2×25 toys and Mohamed donates 3×19 toys, how many additional toys did Mohamed donate compared to Leila?","At a local children’s home, Leila gives 2 bags of 25 toys, and Mohamed donates 3 bags with 19 toys apiece. How many more toys did Mohamed donate?",0.9065424998601278
371,"Gina chooses what she and her sister will watch on Netflix three times as often as her sister does. If her sister watches a total of 24 shows on Netflix per week, and each show is 50 minutes long, how many minutes of Netflix does Gina get to choose?","Gina picks what to watch on Netflix three times more often than her sister. If her sister watches 24 shows a week, each lasting 50 minutes, how many minutes of shows does Gina select?","If Gina chooses shows three times as often as her sister, and her sister watches 24 shows per week that are 50 minutes each, how many total minutes of viewing time does Gina choose?","On weekends, Gina and her sister stream Netflix together. Gina chooses what they watch three times as often as her sister, who watches 24 shows weekly, each 50 minutes long. How many minutes of shows are chosen by Gina?",0.9076943198839823
372,"Kirt has a $6000 monthly salary when he started his job. After a year of working, his salary increased by 30%. How much are his total earnings after 3 years?","Kirt began his job earning $6000 per month. After one year, his salary rose by 30%. What are his total earnings over 3 years?","If Kirt starts with a $6000 monthly salary and gets a 30% raise after one year, what is his total income for 3 years?","At a tech firm, Kirt earns $6000 monthly. After the first year, he gets a 30% raise. What is his total income after working for three years?",0.9161631365617117
373,A single kabob stick has 4 cubes of beef. A slab of beef that costs $25 can be cut into 80 cubes. How much must Simon spend to make 40 kabob sticks?,Each kabob stick requires 4 beef cubes. A $25 beef slab yields 80 cubes. How much money does Simon need to prepare 40 kabob sticks?,"If 1 kabob needs 4 beef cubes and a $25 beef slab produces 80 cubes, how much will Simon spend to make 40 kabobs?","While preparing for a barbecue, Simon notes that each kabob stick takes 4 beef cubes, and an $25 beef slab yields 80 cubes. How much does he need to spend for 40 kabob sticks?",0.911377360423406
374,"Mark wants to tip his server 20% on a $200 check. If his friend agrees to kick in $10, how much should Mark add?",Mark plans to leave a 20% tip on a $200 bill. His friend contributes $10 toward the tip. How much more should Mark pay?,"If the check is $200 and Mark wants to give a 20% tip, but his friend adds $10, how much will Mark need to contribute?","After dining at a restaurant, Mark and his friend decide to leave a 20% tip on their $200 meal. The friend puts in $10. How much must Mark add?",0.8410246074199677
375,"In a truck, there are 26 pink hard hats, 15 green hard hats, and 24 yellow hard hats. If Carl takes away 4 pink hard hats, and John takes away 6 pink hard hats and twice as many green hard hats as the number of pink hard hats that he removed, then calculate the total number of hard hats that remained in the truck.","A truck contains 26 pink, 15 green, and 24 yellow hard hats. Carl removes 4 pink hats, while John removes 6 pink and twice as many green hats. How many hard hats are left in the truck?","If a truck starts with 26 pink, 15 green, and 24 yellow hard hats, and Carl takes 4 pink while John removes 6 pink and twice that number of green, how many hats remain?","During a construction project, a truck holds 26 pink, 15 green, and 24 yellow helmets. Carl takes 4 pink ones, and John removes 6 pink plus double that in green. How many helmets are still in the truck?",0.8532348573207855
376,"In a spelling contest held in her school, Drew got 20 questions correct, winning her the competition. She got six questions wrong, and her competitor Carla got 14 questions correct, and twice as many questions wrong as the number of questions Drew got wrong. If each competitor was asked a different question, how many questions were asked in the competition?","In a school spelling contest, Drew answered 20 words correctly and missed 6. Her rival, Carla, got 14 correct and twice as many wrong as Drew. If they were given different words, how many total words were asked?","If Drew answered 20 correctly and 6 incorrectly, and Carla answered 14 correctly and twice Drew’s wrong answers incorrectly, how many questions were there in all?","At her school spelling bee, Drew wins with 20 right and 6 wrong, while Carla gets 14 right and double Drew’s wrong answers incorrect. If no question was repeated, how many were asked in total?",0.8338271975517273
377,"Kalani has twenty candles in her bedroom, twice the number of candles in the living room. Donovan, her brother, brings in 20 more candles he bought from the candle shop. What's the total number of candles in the house?","Kalani owns 20 candles in her bedroom, which is double the living room’s count. Her brother Donovan adds 20 more he bought. How many candles are there in total?","If Kalani has 20 candles in her room, twice the amount in the living room, and Donovan adds 20 more, what’s the total number of candles in the house?","One evening, Kalani decorates her room with 20 candles, twice the number in the living room. Her brother Donovan adds 20 new ones. How many candles are now in the house?",0.9331619143486023
378,A basketball team won 35 out of the 50 games that they have played. They still have 25 games left to play for the season. How many of the remaining games must they win so that their percentage of wins in the entire season is 64%?,"The basketball team has played 50 games, winning 35. With 25 games left, how many must they win to end the season with a 64% win rate?","If a team has won 35 of 50 games and has 25 games remaining, how many more wins are needed for a 64% total season win percentage?","Mid-season, a basketball team has won 35 of 50 games. With 25 left on the schedule, how many victories will get them to a 64% win rate overall?",0.8988899290561676
379,John decided to sell his PlayStation to buy a new computer. The computer's cost was $700 and the accessories cost was $200. The PlayStation was worth $400 but he sold it for 20% less than its value. How much money came out of his pocket?,"John sells his PlayStation, valued at $400, for 20% less to help buy a $700 computer and $200 in accessories. How much did he have to pay out of pocket?","If John’s computer costs $700 and its accessories $200, and he sells his $400 PlayStation for 20% less than its value, how much additional money must he pay?","To afford a new $700 computer and $200 worth of accessories, John sells his $400 PlayStation for 20% less than it’s worth. How much money does he spend from his own funds?",0.901735782623291
380,Steph needs to cook fried chicken for the kid's party. She bought 24 pieces of drumstick and 4 fewer breast parts. How many fried chickens can Steph make?,Steph prepares fried chicken for a children’s party. She buys 24 drumsticks and 4 fewer chicken breasts. How many total pieces of chicken can she make?,"If Steph has 24 drumsticks and 4 fewer breast parts, how many fried chicken pieces will she make in total?","For a weekend kids’ party, Steph buys 24 drumsticks and 4 fewer breast pieces to fry. How many pieces of chicken will she prepare altogether?",0.9139513174692789
381,Latia wants to buy a Samsung TV worth $1700. She works for a delivery service company for a month earning $10 per hour for a 30-hour workweek. How many more hours does she have to work to buy the TV?,"Latia plans to buy a Samsung TV priced at $1700. She earns $10 per hour and works 30 hours each week. After working for a month, how many additional hours must she work to afford the TV?","If Latia earns $10 an hour and works 30 hours a week for a month, how many extra hours will she need to work to buy a $1700 Samsung TV?","At her delivery job, Latia earns $10 per hour and works 30 hours weekly. She wants to purchase a $1700 Samsung TV. After a month of work, how many more hours does she need?",0.9417693813641866
382,Wyatt's mother gave him $74 to go to the store. Wyatt bought 5 loaves of bread and 4 cartons of orange juice. Each loaf of bread cost $5 and each carton of orange juice cost $2. How much money does Wyatt have left?,Wyatt received $74 from his mom to shop. He purchased 5 loaves of bread at $5 each and 4 cartons of orange juice at $2 each. How much money remains with him?,"If Wyatt has $74, buys 5 loaves at $5 apiece and 4 cartons of juice at $2 each, how much does he have left over?","At the grocery store, Wyatt spends his $74 allowance buying 5 loaves of bread for $5 each and 4 cartons of juice for $2 each. How much money is left afterward?",0.8888467053572336
383,"Peggy buys 3 folders, one each in the colors red, green, and blue. She puts ten sheets of paper in each folder, and then, she puts star-shaped stickers on each sheet of paper. In the red folder, each sheet of paper gets 3 stickers. In the green folder, each sheet of paper gets 2 stickers, and in the blue folder, each sheet gets 1 sticker. What is the total number of stickers Peggy uses?","Peggy purchases three folders—red, green, and blue. She places 10 sheets in each and decorates each sheet with star stickers: 3 per sheet in red, 2 per sheet in green, and 1 per sheet in blue. How many stickers does she use in all?","If Peggy puts 10 sheets into each of 3 folders (red, green, blue), and places 3, 2, and 1 stickers per sheet in the red, green, and blue folders respectively, what’s the total number of stickers she uses?","For her school project, Peggy uses 3 folders (red, green, blue), each with 10 sheets. She decorates each sheet with star stickers: 3 on red, 2 on green, and 1 on blue. How many stickers are needed?",0.9046036501725515
384,"Debby and Maggie agreed to share a sum of money so that Debby takes 25% and Maggie takes the rest. If Maggie's share is $4,500, how much did they share?","Debby and Maggie divide a sum of money, with Debby taking 25% and Maggie taking the remainder. If Maggie’s part is $4,500, what was the total amount shared?","If Debby receives 25% of the money and Maggie gets the rest, and Maggie’s portion is $4,500, what total amount did they divide?","At the end of a fundraiser, Debby and Maggie split the collected money. Debby keeps 25%, and Maggie gets $4,500. How much was the full amount they shared?",0.9202118019262949
385,"Harold makes $2500.00 a month from his job. His rent is $700.00, his car payment is $300.00, his utilities cost 1/2 the amount of his car payment and he spends $50.00 on groceries. He wants to put half of the remaining money into a retirement account. How much money will that leave him?","Harold earns $2500 each month. His monthly expenses include $700 for rent, $300 for his car, utilities costing half his car payment, and $50 for groceries. After setting aside half of the leftover money for retirement, how much does he keep?","If Harold’s income is $2500 and his expenses are $700 rent, $300 car, utilities at half of $300, and $50 groceries, and he invests half of what remains into retirement, how much is left?","Each month, Harold budgets his $2500 salary. He pays $700 rent, $300 for his car, utilities at half that, and $50 for groceries. He saves half of the leftover money. How much does he have afterward?",0.8773491481939951
386,"Millie, Monica, and Marius are taking subjects for school. Millie takes three more subjects than Marius, who takes 4 subjects more than Monica. If Monica took 10 subjects, how many subjects all take altogether?","Millie, Monica, and Marius each have different subject loads. Marius takes 4 more than Monica, who has 10, and Millie takes 3 more than Marius. What’s their total number of subjects?","If Monica has 10 subjects, Marius takes 4 more, and Millie takes 3 more than Marius, how many subjects do the three have in total?","At their school, Monica studies 10 subjects. Her classmate Marius takes 4 more than her, and Millie takes 3 more than Marius. How many subjects do they take altogether?",0.8923145135243734
387,There are 3 numbers that are consecutive integers. Together they have a sum of 18. What is the largest of the 3 numbers?,Three consecutive integers have a total sum of 18. Find the greatest of the three numbers.,"If the sum of three consecutive integers equals 18, what is the largest integer?","In a math puzzle, three consecutive whole numbers add up to 18. What’s the biggest of the three?",0.8838307162125906
388,"As Dan is learning to screen-print t-shirts to sell at the craft fair, he makes t-shirts, over the first hour, at the rate of one every 12 minutes. Then, in the second hour, he makes one at the rate of every 6 minutes. How many t-shirts does he make over the course of those two hours?","Dan prints t-shirts at a rate of one every 12 minutes in the first hour, then one every 6 minutes in the second hour. How many shirts does he complete in total?","If Dan produces one shirt every 12 minutes during the first hour and one every 6 minutes during the second hour, how many shirts does he make in two hours?","While practicing for a craft fair, Dan prints shirts for two hours: one every 12 minutes in the first, one every 6 minutes in the second. How many shirts does he finish overall?",0.8704720040162405
389,"48 children are trying to share a pack of sweets. After taking 4 sweets each, there is still a third of the original amount left. What is the original number of sweets in the pack?","A group of 48 children share some sweets. After each child gets 4 sweets, one-third of the candies remain. How many sweets were there initially?","If 48 children each take 4 sweets and one-third of the pack is left, what was the total number of sweets at the start?","At a birthday party, 48 kids divide a bag of sweets. After everyone takes 4, a third of the candies are still there. How many were in the pack originally?",0.9023610552151998
390,"The toothpaste in Anne's family's bathroom contains 105 grams. Anne's dad uses 3 grams at each brushing, her mom uses 2 grams, Anne and her brother use 1 gram each. Each member of the family brushes their teeth three times a day. How many days will it take for the toothpaste to run out?","A 105-gram toothpaste tube is shared by Anne’s family. Her dad uses 3 grams, her mom 2 grams, and Anne and her brother 1 gram each per brushing. Everyone brushes three times a day. After how many days will it be finished?","If a toothpaste tube has 105 grams and Anne’s dad, mom, and two kids use 3g, 2g, and 1g each per brushing respectively, brushing 3 times daily, after how many days will it be empty?","In the family bathroom, Anne, her brother, and parents share a 105-gram toothpaste. With each person brushing three times daily using their usual amounts (3g, 2g, 1g, 1g), how long before it runs out?",0.8433962166309357
391,"Miss Walter has 50 gold stickers. She also has twice as many silver stickers as gold stickers, and 20 fewer bronze stickers than silver stickers. She wants to give the same number of stickers to each of her 5 students. How many stickers will each student receive?","Miss Walter owns 50 gold stickers. She has double that number in silver stickers and 20 fewer bronze stickers than silver ones. If she distributes them equally among her 5 students, how many stickers does each get?","If Miss Walter has 50 gold stickers, twice that amount in silver, and 20 less in bronze than silver, how many stickers will each of her 5 students get when she divides them evenly?","In her classroom, Miss Walter collects 50 gold, twice as many silver, and 20 fewer bronze stickers than silver. She plans to share them equally among 5 students. How many stickers will each student receive?",0.9445335765679678
392,Whitney bought 9 books about whales and 7 books about fish. She also bought 3 magazines. Each book cost $11 and each magazine cost $1. How much did Whitney spend in all?,"Whitney purchased 9 whale books, 7 fish books, and 3 magazines. Each book costs $11 while each magazine costs $1. What is her total spending?","If Whitney buys 9 books on whales, 7 on fish, and 3 magazines, with each book costing $11 and each magazine $1, how much does she spend altogether?","At the bookstore, Whitney picks up 9 whale books, 7 fish books, and 3 magazines. Books are $11 each, and magazines are $1 each. What is her total bill?",0.9184383849302927
393,"Mia has 4 times as many shells as David. Ava has 20 more shells than Mia. Alice has half the number of shells Ava has. If David has 15 shells, what the total number of conch shells they all have?","Mia owns 4 times the shells David has. Ava has 20 more shells than Mia, and Alice has half of Ava’s shells. If David owns 15 shells, how many conch shells do they have together?","If David has 15 shells, Mia has 4 times his number, Ava has 20 more than Mia, and Alice has half of Ava’s amount, what is their total count of conch shells?","On the beach, David collects 15 shells. Mia has 4 times his number, Ava owns 20 more than Mia, and Alice has half of Ava’s. How many conch shells do they have in total?",0.926577091217041
394,Kat decides she wants to start a boxing career. She gets a gym membership and spends 1 hour in the gym 3 times a week doing strength training. She also trained at the boxing gym 4 times a week for 1.5 hours. How many hours a week does she train?,"Kat trains for 1 hour, 3 times weekly for strength workouts, and 1.5 hours, 4 times weekly for boxing. How many total hours does she train each week?","If Kat spends 1 hour on strength training three times weekly and 1.5 hours boxing four times weekly, what’s her total weekly training time?","Preparing for her first fight, Kat trains 3 times weekly for strength (1 hour each) and 4 times weekly for boxing (1.5 hours each). How many hours does she train in a week?",0.8953462243080139
395,"A football team shares a single water cooler during practice. During practice, linemen get the first water break and will drink 8 ounces each. Skill position players get the second water break and drink 6 ounces each. The team has 12 linemen and 10 skill position players. If the cooler holds 126 ounces of water, how many skill position players must wait for the cooler to be refilled before they can get a drink?","The football team uses one water cooler at practice. Each of 12 linemen drinks 8 ounces, and each of 10 skill players drinks 6 ounces. If the cooler starts with 126 ounces, how many skill players can’t drink until it’s refilled?","If a water cooler holds 126 ounces, and 12 linemen each drink 8 ounces while 10 skill players each drink 6 ounces, how many skill players will have to wait for a refill?","At summer practice, the team shares a 126-ounce water cooler. The 12 linemen each take 8 ounces, and the 10 skill players each take 6. How many skill players must wait for a refill?",0.9069089293479919
396,"A family had 10 eggs, but the mother used 5 of them to make an omelet. Then, 2 chickens laid 3 eggs each. How many eggs does the family have now?","A family started with 10 eggs. The mother used 5 to cook, and afterward, 2 hens laid 3 eggs each. How many eggs are there now?","If a family begins with 10 eggs, uses 5 for cooking, and then gets 6 more from 2 hens laying 3 each, what’s the new total of eggs?","In the morning, a family had 10 eggs. Mom used 5 for an omelet, but their 2 hens later laid 3 each. How many eggs are in the basket now?",0.8681942820549011
397,"Two months ago, Wilson had a total of $150 in his bank account. Then last month, he deposited $17. A few days after, he made a withdrawal. This month, he deposited $21 so he has $16 more than what is in his account two months ago. How much did Wilson withdraw last month?","Wilson had $150 two months ago. Last month he added $17, made a withdrawal, and then this month deposited $21. Now he has $16 more than he had two months ago. How much did he withdraw?","If Wilson’s balance was $150 two months ago, then he deposited $17, withdrew some money, and later added $21 to end up with $16 more than before, how much did he withdraw?","Looking at his bank statements, Wilson recalls having $150 two months ago. After depositing $17, withdrawing some, and adding $21 this month, his balance is $16 higher than before. How much did he withdraw?",0.919196754693985
398,Salvadore earned $1956. Santo earned half of what Salvadore earned. How much money did the two men earn together?,"Salvadore made $1956, while Santo made half of that. What is the total amount they earned combined?","If Santo earns half of Salvadore’s $1956 income, what is the total they earned together?","At the end of the month, Salvadore earns $1956, and Santo earns half as much. What’s their combined income?",0.9077884157498678
399,"Every time Janet folds her blanket its thickness doubles. If it starts out 3 inches thick, how thick will it be after 4 foldings?","Janet doubles her blanket’s thickness each time she folds it. Starting with a 3-inch thickness, how thick is it after 4 folds?","If a blanket begins 3 inches thick and its thickness doubles after every fold, how thick will it become after 4 folds?","At home, Janet folds a 3-inch-thick blanket four times, with the thickness doubling each fold. How thick is the folded blanket?",0.9181325634320577
400,Chloe and Max played Mario Kart together. The ratio of Chloe’s wins to Max’s wins is 8:3. Chloe won 24 times. How many times did Max win?,"In Mario Kart, Chloe’s wins compared to Max’s are in an 8:3 ratio. If Chloe won 24 games, how many wins did Max have?","If Chloe and Max’s win ratio is 8:3 and Chloe won 24 races, how many did Max win?","During their weekend gaming session, Chloe and Max played Mario Kart. Chloe’s 8:3 win ratio with Max means that if she won 24 times, how many times did Max win?",0.8965040047963461
401,"A shopping center sells T-shirts at $8 each, a sweater at $18,  and a jacket at $80. The jacket is on sale with a 10% discount. The sales tax is 5%.  Kevin wants to buy six T-shirts, four sweaters, and five jackets for his children. How much does Kevin have to pay for all the items, including the sales tax?","At the mall, T-shirts cost $8 each, sweaters are $18, and jackets are $80 each but currently 10% off. With a 5% sales tax, how much will Kevin pay in total if he buys 6 T-shirts, 4 sweaters, and 5 jackets?","If Kevin purchases 6 T-shirts at $8 apiece, 4 sweaters at $18 each, and 5 jackets priced at $80 but discounted by 10%, what is the total cost including 5% sales tax?","While shopping for his kids, Kevin visits a store where T-shirts cost $8, sweaters $18, and jackets $80 with a 10% discount. If sales tax is 5%, how much will he spend for 6 T-shirts, 4 sweaters, and 5 jackets?",0.936583956082662
402,"Mark wants to set the record for most consecutive ropes jumped.  The record is 54,000.  He can jump 3 times a second.  How many hours would he need to jump rope?","Mark aims to beat the jump rope record of 54,000 consecutive jumps. If he makes 3 jumps per second, how many hours will it take him?","If Mark can complete 3 rope jumps each second and wants to reach 54,000 total jumps, how long, in hours, would that take?","During his weekend challenge, Mark plans to break the record of 54,000 jumps. At a rate of 3 jumps per second, how many hours of jumping will he need?",0.8777220944563547
403,"Every day, Lou works out by running three miles on a circular track that is one-quarter of a mile long.  His wife, Rosie, also runs on the same track at the same time as her husband, but she runs at twice the speed of her husband.  During their workout, how many times does Rosie circle the track?","Lou runs 3 miles daily on a circular track that’s 1/4 mile long. His wife, Rosie, runs alongside him but at twice his speed. How many laps does Rosie complete?","If Lou runs 3 miles on a 1/4-mile track, and Rosie runs at double his pace, how many times does Rosie go around the track during their run?","Each morning, Lou and Rosie jog together on a 1/4-mile circular track. Lou runs 3 miles total, while Rosie runs at twice his speed. How many laps does she finish?",0.8905252516269684
404,"Jasmine swims 12 laps every afternoon, Monday through Friday. How many laps does she swim in five weeks?",Jasmine swims 12 laps each afternoon from Monday to Friday. How many laps does she complete over 5 weeks?,"If Jasmine swims 12 laps daily from Monday through Friday, what is her total after 5 weeks?","At her community pool, Jasmine swims 12 laps every weekday, Monday to Friday. Over the span of 5 weeks, how many laps does she swim?",0.9319502115249634
405,Grant has worked as a freelance math worker for the last three months.  The first month he made 350$.  The second month he made 50$ more than double he made the first month.  The third month he quadrupled the sum of the first two months.  How much did Grant make in his first three months total?,"Grant freelanced for three months. He earned $350 in the first month, $50 more than double that in the second, and four times the combined total of those two months in the third. What’s his total income for all three months?","If Grant earns $350 in month one, $50 more than twice that in month two, and four times the sum of those months in month three, what’s his total over three months?","Over the past three months, Grant has been freelancing as a math tutor. He made $350 in the first month, $50 more than double that in the second, and four times both months’ total in the third. How much did he earn altogether?",0.832014133532842
406,"Andy works in the pro shop at a tennis resort, where he earns $9 an hour. In addition to this, he gets paid $15 for each racquet he restrings, $10 for changing out the grommets on a racquet, and $1 for painting a stencil on the racquet strings. How much does he earn (before taxes) during an 8-hour shift if he strings 7 racquets, changes 2 sets of grommets, and paints 5 stencils?","Andy earns $9 per hour at a tennis pro shop. He also earns $15 for every racquet restrung, $10 for replacing grommets, and $1 for painting a stencil. During an 8-hour shift, if he strings 7 racquets, replaces 2 grommet sets, and paints 5 stencils, how much does he earn before taxes?","If Andy earns $9 hourly, plus $15 per racquet restring, $10 per grommet change, and $1 per stencil, how much does he make in an 8-hour shift after stringing 7 racquets, changing 2 grommets, and painting 5 stencils?","During an 8-hour workday at the tennis resort, Andy earns $9/hour plus bonuses: $15 per racquet restrung, $10 for grommets replaced, and $1 for each stencil. After restringing 7 racquets, doing 2 grommets, and painting 5 stencils, how much does he earn?",0.9075146913528442
407,"Out of the 500 marbles that Cindy had, she gave her four friends 80 marbles each. What's four times the number of marbles she has remaining?",Cindy owned 500 marbles and gave away 80 to each of her four friends. What is four times the amount she has left?,"If Cindy starts with 500 marbles and gives 80 to each of her four friends, what’s 4 times her remaining number of marbles?","At recess, Cindy had 500 marbles. After giving 80 to each of four friends, what would four times her leftover marbles equal?",0.9278352757294973
