id,question,answer
395,"A football team shares a single water cooler during practice.  During practice, linemen get the first water break and will drink 8 ounces each.  Skill position players get the second water break and drink 6 ounces each.  The team has 12 linemen and 10 skill position players.  If the cooler holds 126 ounces of water, how many skill position players must wait for the cooler to be refilled before they can get a drink?","The 12 linemen go first and will drink a total of 12*8 = <<12*8=96>>96 ounces of water from the cooler.
This will leave 126 - 96 = <<126-96=30>>30 ounces for the skill position players.
Then, the 30 ounces of water that remains is enough for 30/6 = <<30/6=5>>5 of the skill position players.
Therefore, 10 - 5 = <<10-5=5>>5 skill position players must wait for the cooler to be refilled before they can get a drink.
#### 5"
396,"A family had 10 eggs, but the mother used 5 of them to make an omelet. Then, 2 chickens laid 3 eggs each. How many eggs does the family have now?","There were 10 eggs but 5 of them were used so, there are 10 - 5 = <<10-5=5>>5 eggs.
Then the two chickens laid 2 * 3 = <<2*3=6>>6 eggs in total.
Thus, the family has 5 + 6 = <<5+6=11>>11 eggs now.
#### 11"
397,"Two months ago, Wilson had a total of $150 in his bank account. Then last month, he deposited $17. A few days after, he made a withdrawal. This month, he deposited $21 so he has $16 more than what is in his account two months ago. How much did Wilson withdraw last month?","Wilson had $150 + $17= $<<150+17=167>>167 two months ago before making a withdrawal.
His money in his account now is $150 + $16 = $<<150+16=166>>166.
Since he deposited $21 this month, this means there was $166 - $21 = $145 last month after making a withdrawal.
Therefore, Wilson withdrew $167 - $145 = $<<167-145=22>>22.
#### 22"
398,Salvadore earned $1956. Santo earned half of what Salvadore earned. How much money did the two men earn together?,"Santo = (1/2) 1956 = $978
1956 + 978 = $<<1956+978=2934>>2934
Together Salvadore and Santo earned $<<2934=2934>>2934.
#### 2934"
399,"Every time Janet folds her blanket its thickness doubles. If it starts out 3 inches thick, how thick will it be after 4 foldings?","First find how thick the blanket will be after 1 folding: 3 inches * 2 = <<3*2=6>>6 inches
Then find how thick the blanket will be after 2 foldings: 6 inches * 2 = <<6*2=12>>12 inches
Then find how thick the blanket will be after 3 foldings: 12 inches * 2 = <<12*2=24>>24 inches
Then find how thick the blanket will be after 4 foldings: 24 inches * 2 = <<24*2=48>>48 inches
#### 48"
400,Chloe and Max played Mario Kart together. The ratio of Chloe’s wins to Max’s wins is 8:3. Chloe won 24 times. How many times did Max win?,"We are trying to figure out how many times Max won at Mario Kart, so we'll call that number Y.
We know the ratio of Chloe’s wins to Max’s wins is 8/3, so 8/3 = 24/Y.
Next, we will multiply to find the cross-products. 8 x Y = 3 x 24 or 8Y = 72.
We want to get figure out Y, so we need to get it by itself by dividing by 8, like this: 8Y / 8 = 72 / 8.
Y = <<9=9>>9, so Max won 9 times.
#### 9"
401,"A shopping center sells T-shirts at $8 each, a sweater at $18,  and a jacket at $80. The jacket is on sale with a 10% discount. The sales tax is 5%.  Kevin wants to buy six T-shirts, four sweaters, and five jackets for his children. How much does Kevin have to pay for all the items, including the sales tax?","The six T-shirts cost 6 x $8 = $<<6*8=48>>48.
The four sweaters cost 4 x $18 = $<<4*18=72>>72.
And five jackets normally cost 5 x $80 = $<<5*80=400>>400.
So, a discount of 10/100 x $400 = $<<10/100*400=40>>40 for the five jackets.
Thus, the selling price of the five jackets is $400 - $40 = $<<400-40=360>>360.
Hence, the total cost of all the items is $48 + $72 + $360 = $<<48+72+360=480>>480.
The sales tax is equal to 5/100 x $480 = $<<5/100*480=24>>24.
Therefore, Kevin has to pay $480 + $24 = $<<480+24=504>>504. including the sales tax.
#### 504"
402,"Mark wants to set the record for most consecutive ropes jumped.  The record is 54,000.  He can jump 3 times a second.  How many hours would he need to jump rope?","He can jump 3*60=<<3*60=180>>180 times per minute
So he can jump 180*60=<<180*60=10800>>10,800 per hour
So it would take him 54,000/10,800=<<54000/10800=5>>5 hours
#### 5"
403,"Every day, Lou works out by running three miles on a circular track that is one-quarter of a mile long.  His wife, Rosie, also runs on the same track at the same time as her husband, but she runs at twice the speed of her husband.  During their workout, how many times does Rosie circle the track?","If Lou runs 3 miles during his workout on a track that is 1/4 miles long, then he circles the track 3/(1/4)=12 times.
If Rosie runs twice as fast as Lou, then over the same time period, she runs 3*2=<<3*2=6>>6 miles.
If Rosie runs 6 miles on the 1/4 mile track, then she circles the track 6/(1/4)=<<6/(1/4)=24>>24 times.
#### 24"
404,"Jasmine swims 12 laps every afternoon, Monday through Friday. How many laps does she swim in five weeks?","Jasmine swims 5 days a week.
The number of laps per week is 12 laps/day * 5 days/week = <<12*5=60>>60 laps/week.
In five weeks, she swims 5 weeks * 60 laps/week = <<5*60=300>>300 laps.
#### 300"
405,Grant has worked as a freelance math worker for the last three months.  The first month he made 350$.  The second month he made 50$ more than double he made the first month.  The third month he quadrupled the sum of the first two months.  How much did Grant make in his first three months total?,"First Month:350$
Second Month:50+2(350)=750$
Third Month:4(350+750)=4400$
Total:350+750+4400=<<350+750+4400=5500>>5500$
#### 5500"
406,"Andy works in the pro shop at a tennis resort, where he earns $9 an hour. In addition to this, he gets paid $15 for each racquet he restrings, $10 for changing out the grommets on a racquet, and $1 for painting a stencil on the racquet strings. How much does he earn (before taxes) during an 8-hour shift if he strings 7 racquets, changes 2 sets of grommets, and paints 5 stencils?","Andy works 8 hours, so he earns a wage of 8 hours * $9 per hour = $<<8*9=72>>72 just for working there.
During that time, he restrings 7 racquets, so he earns 7 racquets * $15 per racquet = $<<7*15=105>>105 from stringing.
He also changed the grommets in 2 of those racquets, so he earned 2 grommet jobs * $10 per grommet job = $<<2*10=20>>20 from changing grommets.
And he stenciled 5 racquets, so he earned 5 stencil jobs * $1 per stencil job = $<<5*1=5>>5 for stenciling.
In total, Andy earned $72 + $105 + $20 + 5 = $<<72+105+20+5=202>>202 for the day.
#### 202"
407,"Out of the 500 marbles that Cindy had, she gave her four friends 80 marbles each. What's four times the number of marbles she has remaining?","Cindy gave her four friends 80 marbles each, a total of 4*80 = <<80*4=320>>320 marbles
She was left with 500-320 = <<500-320=180>>180 marbles
Four times the number of marbles she has remaining is 180*4 = <<180*4=720>>720
#### 720"
408,Gary has 30 grams of gold that cost $15 per gram. Anna has 50 grams of gold for the cost of $20 per gram. How much is the cost of their gold combined?,"The cost of Gary’s gold is 30 * $15 = $<<30*15=450>>450.
The cost of Anna’s gold is 50 * $20 = $<<50*20=1000>>1000.
The total cost of their gold is $450 + $1000 = $<<450+1000=1450>>1450.
#### 1450"
410,"Hannah harvests 5 strawberries daily for the next whole month of April, which has 30 days. If she gives away 20 strawberries to her friends and 30 strawberries are stolen, how many strawberries does she have by the end of April?","Hannah harvests a total of 5*30=<<5*30=150>>150 strawberries.
After giving her friends, Hannah is left with 150-20=<<150-20=130>>130 strawberries.
After some were stolen, Hannah is left with 130-30=<<130-30=100>>100 strawberries.
#### 100"
411,"Zig wrote four times as many books as Flo. If Zig wrote 60 books, how many books did they write altogether?","If Zig wrote 60 books, four times as many books as Flo, Flo wrote 60/4=<<60/4=15>>15 books
Together, they wrote 60+15=<<60+15=75>>75 books.
#### 75"
412,There are four members in one household. Each member consumes 3 slices of bread during breakfast and 2 slices of bread for snacks. A loaf of bread has 12 slices. How many days will five loaves of bread last in this family?,"A total of 3 + 2 = <<3+2=5>>5 slices of bread are consumed by each member every day.
So a family consumes a total of 5 x 4 = <<5*4=20>>20 slices of bread every day.
Five loaves of bread have 5 x 12 = <<5*12=60>>60 slices of bread.
Thus, the 5 loaves of bread last for 60/20 = <<60/20=3>>3 days.
#### 3"
413,"A baker is making bread according to a recipe that requires him to use 3 eggs for every 2 cups of flour.  If the baker wants to use up the 6 cups of flour he has remaining in his pantry, how many eggs will he need to use?","If he uses 6 cups of flour, the baker will be making 6/2 = <<6/2=3>>3 times the normal amount that the recipe describes.
Thus, he must use 3*3 = <<3*3=9>>9 eggs.
#### 9"
414,"Betty is 60 years old, and she is the oldest person in the family. Her daughter is 40 percent younger than she is, and her granddaughter is one-third her mother's age. How old is the granddaughter?","Betty's daughter is 40/100 * 60 = <<40/100*60=24>>24 years younger than she is.
That means her daughter is 60 - 24 = <<60-24=36>>36 years old.
So the granddaughter is 1/3 * 36 = <<1/3*36=12>>12 years old.
#### 12"
415,Fran baked 50 red macaroons and 40 green macarons. How many macaroons will remain if Fran ate 15 green macaroons and twice as many red macaroons as green macaroons?,"After eating 15 green macaroons, the number is reduced to 40 green macaroons - 15 green macaroons = 25 green macaroons
If Fran ate 15 green macaroons, he also ate 2 red/green * 15 green macaroons = <<15*2=30>>30 red macaroons.
The total number of red macaroons remaining is 50 red macaroons - 30 red macaroons = <<50-30=20>>20 red macaroons
The total number of macaroons Fran has left are 20 macaroons + 25 macaroons = <<20+25=45>>45 macaroons
#### 45"
416,"Roberto recently received a 20% raise from his previous salary, which was already 40% higher than his starting salary. If Roberto's starting salary was $80,000, what is his current salary?","Roberto has received 2 raises. On his first raise he received a 40% bump, therefore his new salary was $80,000 * 140% = $<<80000*140*.01=112000>>112,000
On his second raise, Roberto received a 20% bump, therefore his current salary is $112,000 * 120% = $<<112000*120*.01=134400>>134,400
#### 134400"
417,"Dakota gets hit by a bus and has to spend 3 days in the hospital. The hospital charges her $900/day for her bed, $250/hour for two specialists to look at her 15 minutes each, and $1800 for the ambulance ride. How much is Dakota's medical bill?","First find the total cost of the hospital bed by multiplying the cost per day by the number of days: $900/day * 3 days = $<<900*3=2700>>2700
Then figure out how many minutes total the two specialists looked at Dakota: 15 minutes/specialist * 2 specialists = 30 minutes
Then divide the number of minutes by the number of minutes per hour and multiply it by the specialists' hourly rate to find their total charge: 30 minutes / 60 minutes/hour * $250/hour = $<<30/60*250=125>>125
Finally, add up the cost of the specialists, ambulance and bed to find Dakota's total bill: $2700 + $1800 + $125 = $<<2700+1800+125=4625>>4625
#### 4625"
418,"Josh has $300 in his wallet, and $2000 invested in a business. If the business's stock price rises 30% and then he sells all of his stocks, how much money will he have in his wallet?","If the business's stock price rises 30%, then his share on the company is worth 30% multiplied by $2000 plus $2000 that he already had. That results in 30% * $2000 + $2000 = $600 + $2000 = $<<30*.01*2000+2000=2600>>2600.
Since he already had $300, with $2600 more he will have $300 + $2600 = $<<300+2600=2900>>2900.
#### 2900"
419,James buys 10 boxes of Capri-sun.  Each box has 6 pouches in it.  If he paid $12 how many cents does each pouch cost?,"He bought 10*6=<<10*6=60>>60 pouches
It cost 12*100=<<12*100=1200>>1200 cents
So each pouch cost 1200/60=<<1200/60=20>>20 cents
#### 20"
420,"Natasha has 3 times as much money as Carla, and Carla has twice as much money as Cosima. If Natasha has $60, and the three decide to buy goods worth the total amount they have and sell the goods at 7/5 of the buying price, how much profit would they make?","If Natasha has $60, which is 3 times as much money as Carla, Carla has $60/3=$<<60/3=20>>20
Together, Carla and Natasha have $20+$60=$<<20+60=80>>80
Carla has twice as much money as Cosima, meaning Cosima has $20/2=$10
Combined, the three have $10+$80=$<<10+80=90>>90
If they buy goods with the amount they have and sell at 7/5 of the buying price, the total amount of money they will get from selling the goods is 7/5*90=$<<7/5*90=126>>126
If they earn $126 from the sale of the goods they bought with the money they had, their profit is $126-$90=$<<126-90=36>>36
#### 36"
421,"Frank bakes two trays of cookies per day, for 6 days. Frank eats one cookie each day to make sure they taste good. Ted comes over on the sixth day and eats 4 cookies. If each tray makes 12 cookies, how many cookies are left when Ted leaves?","Frank bakes 2 * 12 = <<2*12=24>>24 cookies per day.
Frank bakes a total of 24 * 6 = <<24*6=144>>144 cookies.
Frank eats 1 * 6 = <<1*6=6>>6 cookies.
After Ted leaves, there are 144 - 6 - 4 = <<144-6-4=134>>134
#### 134"
422,"Brenda is a vet who needs to spay some cats and twice as many dogs. If she needs to spay 21 animals total today, how many cats does she need to spay?","Let c be the number of cats Brenda needs to spay and d be the number of dogs. We know that c + d = 21 and d = 2c.
Substituting the second equation into the first, we get c + 2c = 21
Combining like terms, we get 3c = 21
Dividing both sides by 3, we get c = 7
#### 7"
423,"Dana has 15 more pencils than Jayden, who has twice as much as Marcus. How many more pencils does Dana have than Marcus, if Jayden has 20 pencils?","Dana has 15 more pencils than Jayden who has 20, so Dana has 20+15 = <<20+15=35>>35 pencils
Jayden has 20 pencils which is twice as much as Marcus's so Marcus has 20/2 = <<20/2=10>>10 pencils
Dana has 35-10 = <<35-10=25>>25 more pencils than Marcus
#### 25"
424,"Vikki worked 42 hours in one week. Her hourly pay rate is $10. From her weekly earnings, 20% is deducted as tax, 5% is deducted as insurance cover, and $5 is deducted for union dues. How much money, in dollars, does Vikki take home after deductions?","Vikki earnt 10 × $42 = $<<10*42=420>>420 in one week.
She then gets taxed $420 × 0.2 = $<<420*0.2=84>>84.
She also loses $420 × 0.05 = $<<420*0.05=21>>21 due to insurance.
Vikki also pays $5 in union dues.
In total Vikki loses $84 + $21 + $5 = $<<84+21+5=110>>110 because of deductions.
Her final total pay after deductions is $420 - $110 = $<<420-110=310>>310
#### 310"
425,"It costs Molly $5 per package to send Christmas gifts to her relatives by mail.  She has two parents and three brothers, and each of her brothers is married with 2 children each.  If she sends one package to each relative by mail, how much does it cost her to send all of the gifts by mail to her relatives, in dollars?","Molly has two parents and three brothers, which totals 2+3=<<2+3=5>>5 parents and siblings.
Since each brother is married with 2 children, then each brother has a family containing 1+2=<<1+2=3>>3 people.
Thus, the families of the three brothers contain an additional 3*3=<<3*3=9>>9 relatives.
In total, Molly has 5+9=<<5+9=14>>14 relatives.
At $5 per package, Molly will spend 14*$5=$<<14*5=70>>70 to mail the packages.
#### 70"
426,"The music festival of Bassompierre begins tonight with a concert by the string orchestra ""PIANISSIMO"". The ticket price for adults is $26; for children, the price is half. The show starts at 9 pm and goes very well. At about 11:00 pm, the concert organizer made his accounts. There were 183 adults and 28 children who attended the show. What was the total revenue of the concert?","The total revenue from the adults is 183 x $26 = $<<183*26=4758>>4758.
The ticket price for children is $26/2 = $<<26/2=13>>13.
The total revenue from the children is 28 x $13 = $<<28*13=364>>364.
The total revenue of the concert is $4758 + $364 = $<<4758+364=5122>>5122
#### 5122"
427,"Bob was creating a math test for an online platform.  He created 13 questions in the first hour.  Bob then doubled his rate for the second hour, and doubled his second hour rate for the third hour.  How many questions did Bob create in the three hours?","First hour: <<13=13>>13
Second hour:13(2)=26
Third hour: 26(2)=52
Total:13+26+52=<<13+26+52=91>>91 questions
#### 91"
428,"A bakery sells boxes of doughnuts and if there are any doughnuts left at the end of the day, the bakery gives them away. Each box of doughnuts holds 10 doughnuts and all of the doughnuts that the bakery makes are put into these boxes. The bakery makes 300 doughnuts for the day and sells 27 boxes of doughnuts throughout the day. How many doughnuts are given away at the end of the day?","The bakery has made 300 total doughnuts / 10 doughnuts per box = <<300/10=30>>30 boxes of doughnuts.
So at the end of the day, they still have 30 total boxes of doughnuts – 27 sold boxes of doughnuts = <<30-27=3>>3 boxes of doughnuts leftover.
They are therefore giving away 3 boxes of doughnuts * 10 doughnuts per box = <<3*10=30>>30 doughnuts.
#### 30"
429,"3/5 of the mangoes on a mango tree are ripe. If Lindsay eats 60% of the ripe mangoes, calculate the number of ripe mangoes remaining if there were 400 mangoes on the tree to start with.","The number of ripe mangoes from the tree is 3/5*400 = <<3/5*400=240>>240
If Lindsay eats 60% of the ripe mangoes, she eats 60/100*240 = <<60/100*240=144>>144 mangoes.
The total number of ripe mangoes remaining is 240-144 =<<240-144=96>>96
#### 96"
430,"Lucy has been trying new recipes and wants to make sure she keeps the cupboard stocked with ingredients. She had a 500g bag of flour in the cupboard at the start of the week. She used 240g when she baked cookies on Tuesday, and accidentally spilled half of what was left when she was putting the flour away. If Lucy wants a full bag of flour in the cupboard, how much flour does she need to buy, in grams?","After baking cookies, Lucy had 500 – 240 = <<500-240=260>>260g of flour left.
She accidentally spilled half of this, which means she had 260 * 0.5 = <<260*0.5=130>>130g of flour left.
She therefore needs 500 – 130 = <<500-130=370>>370g of flour.
#### 370"
431,The ratio of boys to girls at the dance was 3:4. There were 60 girls at the dance. The teachers were 20% of the number of boys. How many people were at the dance?,"60 girls represent 4 parts, so one part of students is 60 / 4 = <<60/4=15>>15 students.
There are 15 * 3 = <<15*3=45>>45 boys at the dance.
The teachers at the dance are 45 * 0,2 = 9 teachers at the dance.
There are 60 + 45 + 9 = <<60+45+9=114>>114 people at the dance.
#### 114"
432,Joseph drives his car at 50 mph for 2.5 hours. Kyle drives his car at 62 mph for 2 hours. How many more miles does Joseph drive than Kyle?,"Joseph travels for 50 * 2.5 = <<50*2.5=125>>125 miles.
Kyle travels for 62 * 2 = <<62*2=124>>124 miles.
Joseph drives for 125 - 124 = <<125-124=1>>1 mile more than Kyle.
#### 1"
433,"The big fashion show is being planned for next week.  The show includes runway models strutting up and down the runway wearing designer clothing in front of an audience.  There are two parts to the show: evening wear and bathing suits.  It takes a model 2 minutes to walk out to the end of the runway and back, and models take turns, one at a time, walking the runway up and back, while wearing different clothes.  If there are 6 models in the show, and each model will wear two sets of bathing suits and three sets of evening wear clothing during the runway portion of the show, how long will it take, in minutes, to complete all of the runway trips during the show?","6 models wearing 2 sets of bathing suits, or a total of 6 * 2 = <<6*2=12>>12 trips wearing bathing suits.
6 models wearing 3 sets of evening wear, or a total of 6 * 3 = <<6*3=18>>18 trips wearing evening wear clothes.
Altogether, there will be 12 + 18 = <<12+18=30>>30 trips up and down the runway.
At 2 minutes per trip, all of the trips will take 30 * 2 = <<30*2=60>>60 minutes to complete.
#### 60"
434,"Rohan owns a 20-square meter coconut farm. Each square meter has 2 coconut trees and each tree has 6 coconuts. If the coconuts can be harvested every 3 months and each coconut costs $0.50, how much will he earn after 6 months?","Rohan has a total of 20 x 2 = <<20*2=40>>40 coconut trees.
And he has a total of 40 x 6 = <<40*6=240>>240 coconuts.
So, the total coconut he will have after 6 months is 240 x 2= <<240*2=480>>480.
Therefore, the total amount he will earn is 480 x $0.50 = $<<480*0.5=240>>240.
#### 240"
435,"In one week, Jake can eat 3 papayas, his brother can eat 5 papayas, and his father can eat 4 papayas.  To account for 4 weeks, how many papayas does Jake need to buy from the farmer’s market?","In one week, the 3 men can eat 3 + 5 + 4 = <<3+5+4=12>>12 papayas.
For 4 weeks, Jake will need to buy 12 x 4 = <<12*4=48>>48 papayas.
#### 48"
436,"Jessica just got her driving permit. She must complete 50 hours of driving with a parent to get her driver’s license. It takes 20 minutes to drive to school. If she drives to and from school every day, how many school days will it take Jessica to meet the 50-hour driving requirement?","Jessica will drive 20 minutes, twice every school day (to and from school), so 20 minutes x 2 trips = <<20*2=40>>40 minutes each day.
There are 60 minutes in 1 hour, so 50 hours of driving x 60 minutes/hour = <<50*60=3000>>3,000 minutes.
If you take the 3,000 minutes she needs to drive / 40 minutes driving each day = <<3000/40=75>>75 school days to drive 50 hours.
#### 75"
437,"For football season, Zachary wants to buy a new football, a pair of shorts, and a pair of football shoes. The ball costs $3.75, the shorts cost $2.40, and the shoes cost $11.85. Zachary has $10. How much more money does Zachary need?","The total cost of the ball, the shorts, and the shoes is $3.75 + $2.40 + $11.85 = $<<3.75+2.4+11.85=18>>18.
Zachary needs $18 − $10 = $8 more.
#### 8"
438,"Half of all the people in Nantucket will attend a planned meeting for a bowl game. There are 300 people in Nantucket, and the number of males going to the meeting is twice the number of females. How many females are going to the meeting?","If half of the people in Nantucket are going to the planned meeting, then there are 1/2*300 = <<300*1/2=150>>150 people going to the meeting.
If the number of males going to the meeting is twice the number of females, we'll assume the number of females is x and the number of males is 2x.
We know that x+2x=150
Adding like terms produces 3x=150
After dividing both sides by 3, we have x = 150/3 = <<150/3=50>>50
The number of females attending the meeting is x = <<50=50>>50
#### 50"
439,Sophie's aunt gave her $260 to spend on clothes at the mall. She bought 2 shirts that cost $18.50 each and a pair of trousers that cost $63. She then decides to purchase 4 more articles of clothing with her remaining budget. How much money would each item cost if she split the cost of each item evenly?,"Sophie spent $18.50 × 2 = $<<18.5*2=37>>37 on the two shirts.
She spent in total $37 + $63 = $<<37+63=100>>100 on clothes so far.
She has $260 - $100 = $<<260-100=160>>160 left to spend on clothes.
Sophie has $160 ÷ 4 = $<<160/4=40>>40 left to spend on each additional item of clothing
#### 40"
440,"Bill composes 20 total math questions for money.  Ryan composes twice as many problems as Bill, and Frank composes 3 times as many as Ryan.  Assuming each person has to compose 4 different types of math problems in equal proportion out of the total amount, how many problems of each type does Frank compose?","Since Ryan composes twice as many problems as Bill's total of 20, this means Ryan composes 20*2=<<20*2=40>>40 problems
Frank composes 3 times as many as Ryan does, so this means Frank composes 40*3=<<40*3=120>>120 problems.
Since Frank needs to submit 4 types of problems in equal proportion out of his total, this means he needs to make 120/4= <<120/4=30>>30 problems of each type.
#### 30"
441,"Ned opens a left-handed store.  He sells left-handed mice.  They cost 30% more than normal mice.  He sells 25 a day and his store is open every day except Sunday, Thursday, and Friday.  If normal mice cost $120 how much money does he make a week?","The left-hand mice cost 120*.3=$<<120*.3=36>>36 more than right-handed ones
So they cost 120+36=$<<120+36=156>>156
So he makes 156*25=$<<156*25=3900>>3900 a day
The store is open 7-3=<<7-3=4>>4 days a week
So in a week, he makes 3900*4=$<<3900*4=15600>>15,600
#### 15600"
442,"Alannah, Beatrix, and Queen are preparing for the new school year and have been given books by their parents. Alannah has 20 more books than Beatrix. Queen has 1/5 times more books than Alannah. If Beatrix has 30 books, how many books do the three have together?","If Beatrix has 30 books, Alannah has 30 books + 20 books = <<30+20=50>>50 books.
Queen has 1/5 * 50 books = <<1/5*50=10>>10 more books than Alannah.
The total number of books Queen has is 50 books + 10 books = <<50+10=60>>60 books.
All three have 60 books + 50 books + 30 books = <<60+50+30=140>>140 books together
#### 140"
443,"Jane purchased 15 ice cream cones and 5 cups of pudding. Each ice cream cone cost $5 and each cup of pudding cost $2. How much more did Jane spend on ice cream than on pudding, in dollars?","The cost of 15 cones of ice cream was 15 × $5 = $<<15*5=75>>75.
The cost of the 5 cups of pudding was 5 × $2 = $<<5*2=10>>10.
Jane spent $75 - $10 = $<<75-10=65>>65 more on ice cream than on pudding.
#### 65"
444,"The GooGoo brand of clothing manufactures two types of shirts, one with 3 buttons and the other with 5 buttons.  A large department store ordered GooGoo to manufacture 200 of each type of shirt.  How many buttons will the GooGoo brand use to manufacturer all of the shirts for this order?","To make 200 of the first type of shirt, they will need 200*3=<<200*3=600>>600 buttons.
To make 200 of the second type of shirt, they will need 200*5=<<200*5=1000>>1000 buttons.
To manufacture 200 each of both types of shirts, they will need to use 600+1000=1600 buttons.
#### 1600"
445,Dennis lives two floors above Charlie. Charlie lives on a floor whose number is 1/4 Frank's floor number. Frank lives on the 16th floor. What floor does Dennis live on?,"First find Charlie's floor number by dividing Frank's floor number by 4: 16 / 4 = <<16/4=4>>4
Then add 2 to find Dennis' floor number: 4 + 2 = <<4+2=6>>6
#### 6"
446,"A colony of bees can contain up to 80000 individuals. In winter they are more exposed to death, and if the winter is really cold the bees can begin to die slowly. If the colony starts to lose 1200 bees per day, how many days will pass until the number of bees in the colony reaches a fourth of its initial number?","A fourth of the initial number of bees is 80000 bees / 4 = <<80000/4=20000>>20000 bees
The number of bees that has to die is 80000 bees – 20000 bees = <<80000-20000=60000>>60000 bees
For the colony to reach a fourth of its population, 60000 bees ÷ 1200 bees/day = <<60000/1200=50>>50 days have to pass.
#### 50"
447,"Jenny wants to heat a dish for dinner.  It needs to be at 100 degrees before it is ready to eat.  It is 20 degrees when she places it in the oven, and it heats up 5 degrees every minute.  How many minutes will it take to be ready?","To determine this, we must first figure out the required change in temperature. To do this, we perform 100-20= <<100-20=80>>80 degrees of required temperature change.
Next, we divide this amount by the rate of change per minute, performing 80/5= <<80/5=16>>16 minutes of cooking time.
#### 16"
448,"Damien collects glasses for a hobby and decides he wants to put them in display cupboards. His tall cupboard can hold 20 glasses, his wide cupboard can hold twice as many, and his narrow cupboard can hold 15 glasses with the glasses divided equally among the three shelves. As Damien is putting glasses in the narrow cupboard, he accidentally breaks one of the shelves. If all of the cupboards are full, how many glasses are currently being displayed?","The wide cupboard holds twice as many glasses as the tall cupboard, amounting to 20 * 2 = <<20*2=40>>40 glasses.
Each of the shelves in the narrow cupboard holds 15 / 3 = <<15/3=5>>5 glasses.
Since a shelf was broken, a narrow cupboard now holds only 15 – 5 = <<15-5=10>>10 glasses.
In total, there are 20 + 40 + 10 = <<20+40+10=70>>70 glasses.
#### 70"
449,"A restaurant is counting their sales for the day. They sold 10 meals at $8 each, 5 meals at $10 each, and 20 meals at $4 each. In dollars, how much money did the restaurant make throughout the day?","From the first set of meals, the restaurant earned 10 meals * $8 = $<<10*8=80>>80.
From the second set of meals, the restaurant earned 5 meals * $10 = $<<5*10=50>>50.
From the third set of meals, the restaurant earned 20 meals * $4 = $<<20*4=80>>80.
In total, the restaurant earned $80 + $50 + $80 = $<<80+50+80=210>>210.
#### 210"
450,"Ed and Jacob already had 2 shells in their shell collection. Then they went to the beach to collect even more. Ed found 7 limpet shells, 2 oyster shells, and 4 conch shells. Jacob found 2 more shells than Ed did. How many shells do the pair have altogether?","Ed found 7 shells + 2 shells + 4 shells = <<7+2+4=13>>13 shells at the beach.
Jacob found 13 shells + 2 shells = <<13+2=15>>15 shells at the beach.
In total Ed and Jacob have 2 shells + 13 shells + 15 shells = <<2+13+15=30>>30 shells.
#### 30"
451,"A garden produced 237 potatoes, 60 fewer cucumbers and twice as many peppers than the cucumbers. How many vegetables did the garden produce?","The garden produced 237 potatoes - 60 = <<237-60=177>>177 cucumbers.
The garden produced 177 cucumbers * 2 peppers/cucumber = <<177*2=354>>354 peppers.
The garden produced 237 potatoes + 177 cucumbers + 354 peppers = <<237+177+354=768>>768 vegetables.
#### 768"
452,A tiger shark has 180 teeth.  A hammerhead shark has 1/6 the number of teeth that a tiger shark has.  A great white shark has double the sum of teeth of a tiger shark and a hammerhead shark. How many teeth does a great white shark have?,"Hammerhead shark:180/6=<<180/6=30>>30
Great White:2(180+30)=420 teeth
#### 420"
453,"Barbara went shopping in a supermarket. She bought 5 packs of tuna for $2 each and 4 bottles of water for $1.5 each. In total, she paid $56 for her shopping. How much did Barbara spend on different than the mentioned goods?","For the tuna Barbara needed to pay 5 * 2 = $<<5*2=10>>10.
For the four bottles of water, she needed to pay 4 * 1.5 = $<<4*1.5=6>>6.
On different goods Barbara spend 56 - 10 - 6 = $<<56-10-6=40>>40.
#### 40"
455,"James decides to build a tin house by collecting 500 tins in a week. On the first day, he collects 50 tins. On the second day, he manages to collect 3 times that number. On the third day, he collects 50 tins fewer than the number he collected on the second day. If he collects an equal number of tins on the remaining days of the week, what's the number of tins he collected each day for the rest of the week?","On the second day, he collected 3 times the number of tins he collected on the first day, which is 3*50 = <<3*50=150>>150 tins.
On the third day, he collected 50 tins fewer than the second day, which is 150-50 = <<150-50=100>>100 tins
The total for the three days is 150+100+50 = <<150+100+50=300>>300 tins.
To reach his goal, he still needs 500-300 = <<500-300=200>>200 tins.
Since the total number of days left in the week is 4, he'll need to collect 200/4 = <<200/4=50>>50 tins per day to reach his goal
#### 50"
456,"Mike can type 65 words per minute. Due to a minor accident, Mike cannot use his right hand for a while so that his typing speed is now 20 words less per minute. If he is supposed to type a document with 810 words, how many minutes will it take him to finish typing the document?","After the accident, Mike can only type 65 words/minute - 20 words/minute = <<65-20=45>>45 words/minute.
So, he will be able to finish typing the document in 810 words / 45 words/minute = <<810/45=18>>18 minutes.
#### 18"
457,John sells 20 woodburning for $15 each.  The wood cost $100.  How much does he make in profit?,"He sells the woodburning for 20*15=$<<20*15=300>>300
So he makes a profit of 300-100=$<<300-100=200>>200
#### 200"
