id,orig_correct_letter,orig_lp_neutral,orig_issue_neutral,orig_step_neutral,orig_lp_wrong,orig_issue_wrong,orig_step_wrong,lex_correct_letter,lex_lp_neutral,lex_issue_neutral,lex_step_neutral,lex_lp_wrong,lex_issue_wrong,lex_step_wrong,syn_correct_letter,syn_lp_neutral,syn_issue_neutral,syn_step_neutral,syn_lp_wrong,syn_issue_wrong,syn_step_wrong,ctx_correct_letter,ctx_lp_neutral,ctx_issue_neutral,ctx_step_neutral,ctx_lp_wrong,ctx_issue_wrong,ctx_step_wrong
455,B,-1.7744317,OK,0,-2.3411312,OK,0,C,-3.515606,OK,0,-7.3704543,OK,0,A,-1.3549474,OK,0,-0.14176662,OK,0,B,-0.8926563,OK,0,-0.10117146,OK,0
456,A,-0.00020714411,OK,0,-2.6535325,OK,0,C,-0.0019952348,OK,0,-3.0290105,OK,0,A,-0.0038162551,OK,0,-0.03199591,OK,0,B,-0.0003121464,OK,0,-0.0018776107,OK,0
457,B,-0.052622743,OK,0,-6.499132,OK,0,A,-0.002610783,OK,0,-0.37702075,OK,0,D,-0.009674493,OK,0,-3.0742605,OK,0,B,-7.450348e-05,OK,0,-2.446073,OK,0
458,D,-3.9129853,OK,0,-0.21746042,OK,0,C,-0.19872446,OK,0,-0.17741598,OK,0,D,-0.0004885329,OK,0,-0.056686208,OK,0,D,-0.00024064984,OK,0,-0.0057694917,OK,0
459,C,-0.24644992,OK,0,-0.004325705,OK,0,B,-0.017401593,OK,0,-0.0022832316,OK,0,A,-1.731519,OK,0,-0.18674998,OK,0,C,-0.0021269324,OK,0,-0.0010112743,OK,0
461,B,-4.1465273,OK,0,-3.5766525,OK,0,A,-8.32232,OK,0,-1.5432346,OK,0,D,-4.4516244,OK,0,-3.0747309,OK,0,B,-0.033402238,OK,0,-2.207077,OK,0
463,B,-0.0039926255,OK,0,-0.47222215,OK,0,A,-0.004584957,OK,0,-6.5104427,OK,0,A,-0.0007970422,OK,0,-0.09839046,OK,0,D,-0.17159382,OK,0,-0.007773989,OK,0
464,A,-0.6273995,OK,0,-0.052511416,OK,0,B,-0.0063601546,OK,0,-0.22678527,OK,0,A,-0.017921163,OK,0,-0.006897504,OK,0,C,-0.03438013,OK,0,-0.1338671,OK,0
465,B,-0.19785428,OK,0,-0.41284093,OK,0,B,-2.2963119,OK,0,-2.1230414,OK,0,B,-0.8024823,OK,0,-0.6756212,OK,0,A,-3.7107222,OK,0,-0.459604,OK,0
466,A,-0.6079218,OK,0,-0.30714855,OK,0,C,-0.7749506,OK,0,-0.866908,OK,0,B,-0.57034457,OK,0,-0.73766065,OK,0,C,-0.9800959,OK,0,-0.5669185,OK,0
467,C,-0.0026756,OK,0,-0.12725659,OK,0,A,-0.0011895443,OK,0,-2.2893171,OK,0,C,-0.0027072327,OK,0,-0.41782486,OK,0,A,-0.20309228,OK,0,-0.9783361,OK,0
469,D,-0.02743419,OK,0,-0.60842866,OK,0,A,-0.05173228,OK,0,-0.36825216,OK,0,D,-0.060081508,OK,0,-1.0321649,OK,0,C,-0.5122872,OK,0,-0.027801754,OK,0
470,B,-0.52350456,OK,0,-2.2134256,OK,0,C,-0.032222215,OK,0,-1.644095,OK,0,D,-0.02003723,OK,0,-2.6414018,OK,0,C,-1.2118658,OK,0,-2.6704018,OK,0
472,C,-0.5937616,OK,0,-0.5321782,OK,0,D,-0.584247,OK,0,-0.690716,OK,0,B,-0.4303774,OK,0,-0.19077957,OK,0,D,-0.34262615,OK,0,-0.37559062,OK,0
473,D,-2.5862632,OK,0,-0.07156327,OK,0,A,-3.3566465,OK,0,-1.12042,OK,0,C,-2.3809936,OK,0,-1.1999786,OK,0,A,-5.1811543,OK,0,-1.0280216,OK,0
474,D,-0.00057393214,OK,0,-0.1853821,OK,0,D,-0.0002376684,OK,0,-0.008203782,OK,0,C,-0.00096013816,OK,0,-0.29833815,OK,0,D,-0.0005504677,OK,0,-0.86337173,OK,0
476,D,-4.003935,OK,0,-0.08774441,OK,0,D,-0.00050735124,OK,0,-0.40724704,OK,0,A,-0.0031127988,OK,0,-0.36241463,OK,0,D,-0.00274243,OK,0,-0.05882833,OK,0
477,C,-0.0014664589,OK,0,-1.0164245,OK,0,A,-0.98334014,OK,0,-0.035667658,OK,0,D,-0.10048375,OK,0,-0.020566495,OK,0,D,-0.0060415897,OK,0,-0.15236491,OK,0
478,C,-1.2068017,OK,0,-0.032587025,OK,0,B,-0.3843013,OK,0,-0.1553139,OK,0,C,-0.8884128,OK,0,-0.31074715,OK,0,A,-1.081595,OK,0,-0.11565729,OK,0
479,A,-1.0191864,OK,0,-0.022813078,OK,0,A,-0.05085727,OK,0,-0.79803437,OK,0,C,-0.019510355,OK,0,-0.0026578805,OK,0,D,-0.0821842,OK,0,-1.7559904,OK,0
480,C,-0.0011851385,OK,0,-0.002571412,OK,0,C,-0.0064827376,OK,0,-0.00086732965,OK,0,B,-0.009142044,OK,0,-2.238939,OK,0,D,-0.2560991,OK,0,-0.41129088,OK,0
481,B,-0.00054617977,OK,0,-1.9221026,OK,0,B,-0.0002592556,OK,0,-0.038367808,OK,0,A,-4.243552e-05,OK,0,-0.17429018,OK,0,B,-0.001049861,OK,0,-0.07427672,OK,0
482,C,-0.003217819,OK,0,-0.003285998,OK,0,B,-0.27291918,OK,0,-1.9332099,OK,0,C,-0.029455362,OK,0,-0.84515405,OK,0,C,-0.27883658,OK,0,-0.9074713,OK,0
483,B,-0.1815777,OK,0,-0.1384136,OK,0,B,-0.004535819,OK,0,-1.5614877,OK,0,A,-1.6577754,OK,0,-0.0009789981,OK,0,C,-0.024776716,OK,0,-0.011619898,OK,0
485,C,-0.017010039,OK,0,-2.2976568,OK,0,D,-0.040321488,OK,0,-0.3304788,OK,0,B,-0.029185403,OK,0,-0.32926708,OK,0,B,-0.0029212318,OK,0,-1.4986744,OK,0
486,B,-0.00028081556,OK,0,-0.12140333,OK,0,B,-0.051424257,OK,0,-0.3062403,OK,0,A,-0.00035861417,OK,0,-0.05446406,OK,0,A,-0.00019367378,OK,0,-0.06696527,OK,0
490,C,-0.11486474,OK,0,-1.9358858,OK,0,B,-3.5537024,OK,0,-1.1154975,OK,0,B,-1.6007974,OK,0,-1.5451117,OK,0,B,-1.989101,OK,0,-4.071702,OK,0
491,A,-0.0014791951,OK,0,-0.71653175,OK,0,D,-0.04528108,OK,0,-1.6937957,OK,0,D,-0.011577361,OK,0,-0.08890325,OK,0,C,-0.0030652708,OK,0,-0.21347734,OK,0
492,C,-0.07569682,OK,0,-0.010138345,OK,0,A,-3.5122278,OK,0,-8.712391,OK,0,C,-0.05919516,OK,0,-0.028662816,OK,0,A,-2.3478878,OK,0,-2.814249,OK,0
493,B,-0.042315982,OK,0,-2.1743803,OK,0,C,-0.0013536089,OK,0,-0.059857134,OK,0,B,-0.15111002,OK,0,-2.4209287,OK,0,C,-0.06424943,OK,0,-0.008470668,OK,0
494,C,-0.37325683,OK,0,-2.1692266,OK,0,D,-0.05632018,OK,0,-0.09164932,OK,0,C,-0.0074693062,OK,0,-0.32828617,OK,0,A,-1.4857256,OK,0,-0.037708435,OK,0
495,A,-1.1870755,OK,0,-0.121521756,OK,0,A,-0.17092785,OK,0,-1.2208638,OK,0,D,-0.012381386,OK,0,-1.0293038,OK,0,C,-0.018084373,OK,0,-3.06934,OK,0
496,A,-0.0024353152,OK,0,-3.691244,OK,0,B,-7.4434605,OK,0,-5.024747,OK,0,C,-0.0010366417,OK,0,-3.091833,OK,0,B,-0.00031941387,OK,0,-6.9995303,OK,0
497,D,-0.0023524964,OK,0,-0.9115759,OK,0,C,-1.0654871,OK,0,-0.32198787,OK,0,B,-9.702782e-05,OK,0,-0.26061547,OK,0,B,-4.934938e-05,OK,0,-0.022290882,OK,0
498,D,-0.27089655,OK,0,-1.7674397,OK,0,C,-6.575049,OK,0,-0.40318078,OK,0,A,-1.0846305,OK,0,-0.8401259,OK,0,C,-0.45686612,OK,0,-0.62545836,OK,0
500,D,-0.40090507,OK,0,-1.1691842,OK,0,A,-0.0021509817,OK,0,-1.0165045,OK,0,B,-2.5111024,OK,0,-3.1046023,OK,0,D,-0.0058334935,OK,0,-0.90888256,OK,0
