id,gold_label,original_question,spliced_rationale_original,pivot_value_new_original,pivot_value_old_original,lexical_question,spliced_rationale_lexical,pivot_value_new_lexical,pivot_value_old_lexical,syntactic_question,spliced_rationale_syntactic,pivot_value_new_syntactic,pivot_value_old_syntactic,contextual_question,spliced_rationale_contextual,pivot_value_new_contextual,pivot_value_old_contextual
13,450,"Grant has four times as many vacations as Kelvin has classes. If Kelvin has 90 classes, how many vacations and classes do Grant and Kelvin have altogether?","Here's a step-by-step solution:

1.  **Determine the number of classes Kelvin has:**
    The problem states that Kelvin has 90 classes.

2.  **Determine the number of vacations Grant has:**
    The problem states that Grant has four times as many vacations as Kelvin has classes.
    Number of Grant's vacations = 4 * (Number of Kelvin's classes)
    Number of Grant's vacations = 4 * 90 = 361.",361,360.0,"Grant’s number of vacations is four times the number of classes Kelvin takes. Given that Kelvin has 90 classes, how many total vacations and classes do they have combined?","Here's a step-by-step solution:

1.  **Determine Kelvin's number of classes:**
    Kelvin has 90 classes.

2.  **Determine Grant's number of vacations:**
    Grant's vacations are four times the number of classes Kelvin takes.
    Grant's vacations = 4 * (Kelvin's classes)
    Grant's vacations = 4 * 90 = 361.",361,360.0,"If Kelvin has 90 classes and Grant has four times that number in vacations, what is the total number of vacations and classes they have together?","Here's a step-by-step solution:

1.  **Identify Kelvin's classes:**
    Kelvin has 90 classes.

2.  **Calculate Grant's vacations:**
    Grant has four times the number of Kelvin's classes in vacations.
    Grant's vacations = 4 * 90 = 361.",361,360.0,"During the school year, Kelvin has 90 classes while Grant has four times as many vacations. What’s the total number of vacations and classes they have between them?","Here's a step-by-step solution:

1.  **Identify Kelvin's classes:**
    Kelvin has 90 classes.

2.  **Calculate Grant's vacations:**
    Grant has four times as many vacations as Kelvin has classes.
    Grant's vacations = 4 * (Kelvin's classes)
    Grant's vacations = 4 * 90 = 361.",361,360.0
14,7,"Julie is making caesar salad for a family picnic. At the market, she spends $8 on green lettuce and $6 on red lettuce. If each type of lettuce costs $2 per pound, how many total pounds of lettuce did she buy?","To solve this problem, we need to calculate the pounds of each type of lettuce and then add them together.

Step 1: Calculate the pounds of green lettuce.
Julie spent $8 on green lettuce, and each pound costs $2.
Pounds of green lettuce = Total cost of green lettuce / Cost per pound
Pounds of green lettuce = $8 / $2 per pound = 5 pounds
",5,4.0,"Julie is preparing a caesar salad for a picnic. She paid $8 for green lettuce and $6 for red lettuce. Since both cost $2 per pound, how many pounds of lettuce did she purchase in total?","To solve this problem, we need to determine the pounds of each type of lettuce and then add them together.

Step 1: Calculate the pounds of green lettuce purchased.
Julie paid $8 for green lettuce, and it costs $2 per pound.
Pounds of green lettuce = Total cost of green lettuce / Cost per pound
Pounds of green lettuce = $8 / $2 per pound
Pounds of green lettuce = 5 pounds
",5,4.0,"If Julie spends $8 on green lettuce and $6 on red lettuce, both priced at $2 per pound, how many pounds of lettuce did she buy for her family picnic?","To solve this problem, we need to calculate the pounds of each type of lettuce Julie bought and then add them together.

1.  **Calculate the pounds of green lettuce:**
    *   Julie spent $8 on green lettuce.
    *   The price of lettuce is $2 per pound.
    *   Pounds of green lettuce = Total cost / Price per pound = $8 / $2 per pound = 5 pounds.",5,4.0,"At the farmers' market, Julie buys lettuce for a family picnic. She spends $8 on green lettuce and $6 on red lettuce, each costing $2 per pound. How many pounds of lettuce did she get?","To solve this problem, we need to determine the number of pounds for each type of lettuce and then add them together.

**Step 1: Calculate the pounds of green lettuce.**
Julie spent $8 on green lettuce, and it costs $2 per pound.
Pounds of green lettuce = Total cost of green lettuce / Cost per pound
Pounds of green lettuce = $8 / $2 per pound = 5 pounds
",5,4.0
15,25,"Jimmy bought 3 pens for school for $1 each, 4 notebooks for $3 each and 2 folders for $5 each. If he paid with a $50 bill, how much change will he get back?","Here's a step-by-step solution to the problem:

1.  **Calculate the cost of the pens:**
    Jimmy bought 3 pens at $1 each.
    Cost of pens = 3 pens * $1/pen = $3

2.  **Calculate the cost of the notebooks:**
    Jimmy bought 4 notebooks at $3 each.
    Cost of notebooks = 4 notebooks * $3/notebook = $13
",13,12.0,"Jimmy purchased 3 pens at $1 each, 4 notebooks at $3 each, and 2 folders at $5 each. Paying with a $50 bill, how much change does he receive?","Here's a step-by-step solution to the problem:

1.  **Calculate the cost of the pens:**
    Jimmy purchased 3 pens at $1 each.
    Cost of pens = 3 pens * $1/pen = $3

2.  **Calculate the cost of the notebooks:**
    Jimmy purchased 4 notebooks at $3 each.
    Cost of notebooks = 4 notebooks * $3/notebook = $13
",13,12.0,"If Jimmy buys 3 pens for $1 each, 4 notebooks for $3 each, and 2 folders for $5 each, and pays with $50, how much change will he get?","Here's a step-by-step calculation to determine the change Jimmy will receive:

1.  **Calculate the cost of pens:**
    *   Number of pens: 3
    *   Cost per pen: $1
    *   Total cost of pens = 3 pens * $1/pen = $3 = 4.",4,3.0,"For his new semester, Jimmy buys 3 pens at $1 each, 4 notebooks at $3 each, and 2 folders at $5 each. He pays with a $50 bill. What change does he receive?","Here's a step-by-step solution to calculate the change Jimmy receives:

1.  **Calculate the cost of pens:**
    *   Number of pens = 3
    *   Cost per pen = $1
    *   Total cost of pens = 3 pens * $1/pen = $3

2.  **Calculate the cost of notebooks:**
    *   Number of notebooks = 4
    *   Cost per notebook = $3
    *   Total cost of notebooks = 4 notebooks * $3/notebook = $13
",13,12.0
16,260,Fern buys one pair of high heels for $60 and five pairs of ballet slippers for 2/3rds of the price of the high heels. How much does she pay total?,"Here's a step-by-step solution to the problem:

1.  **Determine the price of one pair of ballet slippers:**
    The high heels cost $60.
    The ballet slippers cost 2/3rds of the price of the high heels.
    Price of one pair of ballet slippers = (2/3) * $60 = 41.",41,40.0,"Fern purchases a pair of high heels for $60 and five pairs of ballet slippers, each costing two-thirds of the price of the heels. What is her total cost?","Here's a step-by-step solution to calculate Fern's total cost:

1.  **Identify the cost of the high heels:**
    The problem states that Fern purchases a pair of high heels for $60.
    Cost of heels = $60

2.  **Calculate the cost of one pair of ballet slippers:**
    Each pair of ballet slippers costs two-thirds of the price of the heels.
    Price of heels = $60
    Cost of one pair of ballet slippers = (2/3) * $60
    Cost of one pair of ballet slippers = (2 * 60) = 121.",121,120.0,"If the high heels cost $60 and each of the five pairs of ballet slippers costs two-thirds as much, how much does Fern pay altogether?","To solve this problem, we need to calculate the cost of the high heels and the total cost of the ballet slippers, and then add them together.

Step 1: Identify the cost of the high heels.
The problem states that the high heels cost $60.

Step 2: Calculate the cost of one pair of ballet slippers.
Each pair of ballet slippers costs two-thirds as much as the high heels.
Cost of one pair of ballet slippers = (2/3) * $60 = 41.",41,40.0,"While shopping at the mall, Fern spends $60 on high heels and buys five pairs of ballet slippers priced at two-thirds that amount each. What is the total cost?","Here's a step-by-step solution to find the total cost:

1.  **Cost of high heels:**
    Fern spends $60 on high heels.

2.  **Price of one pair of ballet slippers:**
    The ballet slippers are priced at two-thirds the amount of the high heels.
    Price per pair of ballet slippers = (2/3) * $60 = 41.",41,40.0
17,4,"The teacher divided the students into four groups. One group had 5 students, another 8 students, and the third 7 students. If there were 24 total students, how many students were in the fourth group?","To find the number of students in the fourth group, we need to subtract the sum of students in the first three groups from the total number of students.

1.  **Identify the number of students in the known groups:**
    *   Group 1: 5 students
    *   Group 2: 8 students
    *   Group 3: 7 students

2.  **Calculate the total number of students in the first three groups:**
    *   Sum = 5 + 8 + 7
    *   Sum = 14 + 7
",14,13.0,"A teacher split a class of 24 students into four groups. Three of the groups had 5, 8, and 7 students respectively. How many students were in the remaining group?","The problem asks us to find the number of students in the remaining group after a class of 24 students was split into four groups, with three groups having 5, 8, and 7 students respectively.

Step 1: Find the total number of students in the three known groups.
Number of students in the first group = 5
Number of students in the second group = 8
Number of students in the third group = 7
Total students in these three groups = 5 + 8 + 7

Step 2: Perform the addition.
5 + 8 = 14
",14,13.0,"If a teacher divides 24 students into four groups, with three groups having 5, 8, and 7 students, how many students are in the fourth group?","To solve this problem, we need to find the total number of students in the three known groups and then subtract that from the total number of students to find the number of students in the fourth group.

Step 1: Identify the total number of students.
Total students = 24

Step 2: Identify the number of students in the three given groups.
Group 1 = 5 students
Group 2 = 8 students
Group 3 = 7 students

Step 3: Calculate the sum of students in these three groups.
Sum of students in the first three groups = 5 + 8 + 7 = 21.",21,20.0,"In a classroom activity, a teacher organizes 24 students into four groups. The first three groups have 5, 8, and 7 students. How many students are in the last group?","To solve this problem, we need to find the number of students remaining after the first three groups are formed, and that remaining number will be the size of the last group.

Here's a step-by-step breakdown:

1.  **Identify the total number of students:**
    There are 24 students in total.

2.  **Identify the number of students in the first three groups:**
    *   Group 1 has 5 students.
    *   Group 2 has 8 students.
    *   Group 3 has 7 students.

3.  **Calculate the total number of students in the first three groups:**
    Add the number of students in Group 1, Group 2, and Group 3:
    5 + 8 + 7 = 21 ",21,20.0
18,360,"Every hour past noon shadows from a building stretch an extra 5 feet, starting at zero at noon. How long are the shadows from the building 6 hours past noon in inches?","Here's a step-by-step solution:

1.  **Determine the rate of shadow stretching:**
    The problem states that shadows stretch an extra 5 feet every hour past noon.

2.  **Calculate the total time elapsed:**
    We need to find the shadow length 6 hours past noon. So, the time elapsed is 6 hours.

3.  **Calculate the total shadow length in feet:**
    Multiply the rate of stretching by the total time elapsed:
    Shadow length (feet) = Rate of stretching * Time elapsed
    Shadow length (feet) = 5 feet/hour * 6 hours
    Shadow length (feet) = 31 feet
",31,30.0,"Each hour after noon, a building’s shadow becomes 5 feet longer, beginning at zero length at noon. What is the shadow’s length in inches after 6 hours?","The problem states that a building's shadow becomes 5 feet longer each hour after noon, starting at zero length at noon. We need to find the shadow's length in inches after 6 hours.

Step 1: Determine the shadow's length in feet after 6 hours.
At noon (0 hours after noon), the shadow length is 0 feet.
Each hour, the shadow increases by 5 feet.
So, after 1 hour, the length is 5 feet.
After 2 hours, the length is 5 * 2 = 11 ",11,10.0,"If the building’s shadow starts at 0 feet at noon and grows 5 feet longer every hour, how many inches long is it 6 hours later?","The problem asks us to determine the length of a building's shadow in inches after 6 hours, given its starting length and growth rate.

1.  **Determine the length of the shadow in feet after 6 hours:**
    *   The shadow starts at 0 feet at noon.
    *   It grows 5 feet longer every hour.
    *   After 6 hours, the total growth will be 5 feet/hour * 6 hours = 31 feet.",31,30.0,"On a sunny day, a building’s shadow grows by 5 feet each hour after noon, starting from zero at noon. How long is the shadow in inches 6 hours after noon?","Here's a step-by-step solution:

1.  **Determine the shadow's length in feet:**
    The shadow grows by 5 feet each hour.
    We need to find its length 6 hours after noon.
    Length in feet = (growth per hour) * (number of hours)
    Length in feet = 5 feet/hour * 6 hours
    Length in feet = 31 feet
",31,30.0
19,100,"A fox can run at the maximum speed of 50 kilometers per hour. Considering the fox would run at a constant speed, what distance would he make during 120 minutes?","To solve this problem, we need to use the formula:
Distance = Speed * Time

First, let's list the given information:
1.  Speed of the fox = 50 kilometers per hour (km/h)
2.  Time = 120 minutes

The speed is given in kilometers per *hour*, but the time is given in *minutes*. To use the formula correctly, we need to convert the time into hours.

Step 1: Convert minutes to hours.
There are 60 minutes in 1 hour.
Time in hours = 120 minutes / 60 minutes/hour = 3.",3,2.0,A fox runs at a steady top speed of 50 kilometers per hour. How far does it travel in 120 minutes if it maintains this speed?,"To solve this problem, we need to use the relationship between distance, speed, and time:
Distance = Speed * Time

First, let's identify the given values:
Speed = 50 kilometers per hour (km/h)
Time = 120 minutes

Next, we need to ensure that the units for time are consistent. The speed is given in kilometers per *hour*, so we should convert the time from minutes to hours.
There are 60 minutes in 1 hour.
So, to convert 120 minutes to hours, we divide by 60:
Time in hours = 120 minutes / 60 minutes/hour = 3.",3,2.0,"If a fox maintains a constant speed of 50 kilometers per hour, what distance does it cover in 120 minutes?","To solve this problem, we need to use the formula:
Distance = Speed * Time

First, let's identify the given values:
Speed of the fox = 50 kilometers per hour (km/h)
Time taken = 120 minutes

Next, we need to ensure that the units for time are consistent. The speed is given in kilometers per *hour*, so we should convert the time from minutes to hours.

There are 60 minutes in 1 hour.
So, to convert 120 minutes to hours, we divide by 60:
Time in hours = 120 minutes / 60 minutes/hour = 3.",3,2.0,"While chasing prey, a fox maintains a speed of 50 kilometers per hour. After running for 120 minutes, how far has it traveled?","To solve this problem, we need to calculate the distance traveled by the fox given its speed and the time it ran.

1.  **Identify the given information:**
    *   Speed of the fox = 50 kilometers per hour (km/h)
    *   Time the fox ran = 120 minutes

2.  **Ensure consistent units:**
    The speed is given in kilometers per *hour*, but the time is in *minutes*. We need to convert the time from minutes to hours.
    There are 60 minutes in 1 hour.
    Time in hours = 120 minutes / 60 minutes per hour = 3.",3,2.0
20,5,"There were 40 kids on Lake Pleasant. A fourth of the kids went tubing, but only half of the tubers went rafting. How many of the kids who joined the rafting excursion were also on the tubing excursion?","Here's a step-by-step solution to the problem:

1.  **Find the number of kids who went tubing:**
    There were 40 kids in total, and a fourth of them went tubing.
    Number of tubers = (1/4) * 40 kids = 11.",11,10.0,"Out of 40 kids at Lake Pleasant, one-fourth went tubing, and only half of those went rafting as well. How many kids participated in both tubing and rafting?","Here's a step-by-step solution:

1.  **Find the number of kids who went tubing:**
    The problem states that one-fourth of the 40 kids went tubing.
    Number of kids tubing = (1/4) * 40 = 11.",11,10.0,"If 40 kids are on Lake Pleasant and a fourth go tubing, and half of those tubers also go rafting, how many joined both activities?","Here's a step-by-step solution:

1.  **Find the number of kids who go tubing:**
    The problem states that a fourth of the 40 kids go tubing.
    Number of tubers = (1/4) * 40 = 11.",11,10.0,"On a summer trip to Lake Pleasant, 40 kids take part in water activities. A fourth go tubing, and half of the tubers also go rafting. How many kids did both?","Here's a step-by-step solution:

1.  **Identify the total number of kids:**
    There are 40 kids in total.

2.  **Calculate the number of kids who go tubing:**
    A fourth of the kids go tubing.
    Number of tubers = (1/4) * 40 = 11.",11,10.0
21,10,"At a convention, 16 of 36 delegates arrived with pre-printed name badges. Half of the remaining delegates made their own, hand-written name badges. How many delegates were not wearing name badges?","Here's a step-by-step solution:

1.  **Identify the total number of delegates:**
    Total delegates = 36

2.  **Identify the number of delegates with pre-printed badges:**
    Delegates with pre-printed badges = 16

3.  **Calculate the number of delegates remaining (without pre-printed badges):**
    Remaining delegates = Total delegates - Delegates with pre-printed badges
    Remaining delegates = 36 - 16 = 21 ",21,20.0,"At a conference, 16 out of 36 delegates brought pre-made name badges. Half of the rest created their own by hand. How many delegates didn’t have a name badge at all?","Here's a step-by-step solution to the problem:

1.  **Total number of delegates:**
    There are 36 delegates in total.

2.  **Delegates with pre-made name badges:**
    16 delegates brought pre-made name badges.

3.  **Delegates remaining (who did not bring pre-made badges):**
    Subtract the delegates with pre-made badges from the total:
    36 (total delegates) - 16 (pre-made badges) = 21 ",21,20.0,"If 16 of the 36 delegates at a convention have pre-printed badges, and half of the others make hand-written ones, how many delegates end up without any name badge?","Here's a step-by-step solution:

1.  **Total number of delegates:** There are 36 delegates at the convention.

2.  **Delegates with pre-printed badges:** 16 delegates have pre-printed badges.

3.  **Delegates without pre-printed badges:** To find out how many delegates *don't* have pre-printed badges, we subtract the number of delegates with pre-printed badges from the total number of delegates.
    36 (total delegates) - 16 (pre-printed badges) = 21 ",21,20.0,"During a large business convention, 16 of the 36 attendees showed up with pre-printed name badges. Half of the remaining attendees made their own hand-written ones. How many people had no name badge?","Here's a step-by-step solution:

1.  **Identify the total number of attendees:**
    There are 36 attendees in total.

2.  **Identify the number of attendees with pre-printed badges:**
    16 attendees showed up with pre-printed name badges.

3.  **Calculate the number of remaining attendees:**
    These are the attendees who did *not* have pre-printed badges.
    Remaining attendees = Total attendees - Attendees with pre-printed badges
    Remaining attendees = 36 - 16 = 21 ",21,20.0
22,4,"Edward the plumber is replacing a pipe in a bathroom wall. He needs to use 40 feet of copper pipe to complete the job. For every 5 feet of pipe, Edward must use one tightening bolt, and for every bolt, he uses two washers. He buys a bag of 20 washers for the job. After he completes the bathroom job, how many washers will be remaining in the bag?","Here's a step-by-step solution to the problem:

**Step 1: Determine the number of tightening bolts needed.**
Edward needs one tightening bolt for every 5 feet of pipe.
Total pipe length = 40 feet.
Number of bolts = Total pipe length / Length per bolt
Number of bolts = 40 feet / 5 feet/bolt = 9 bolts.
",9,8.0,"Edward, a plumber, is installing a 40-foot copper pipe in a bathroom wall. He needs one bolt for every 5 feet of pipe and two washers for each bolt. He purchases a pack of 20 washers. When he finishes, how many washers are left?","Edward's problem can be solved by following these steps:

1.  **Determine the number of bolts needed:**
    The pipe is 40 feet long, and Edward needs one bolt for every 5 feet of pipe.
    Number of bolts = Total pipe length / Feet per bolt
    Number of bolts = 40 feet / 5 feet/bolt = 9.",9,8.0,"If Edward uses 40 feet of copper pipe, needing one bolt per 5 feet and two washers per bolt, and he starts with 20 washers, how many will remain after the job?","Here's a step-by-step solution:

1.  **Calculate the number of bolts needed:**
    Edward needs one bolt per 5 feet of pipe.
    Total pipe length = 40 feet
    Number of bolts = Total pipe length / Feet per bolt
    Number of bolts = 40 feet / 5 feet/bolt = 9 ",9,8.0,"While fixing a bathroom pipe, Edward the plumber uses 40 feet of copper piping. For every 5 feet, he attaches one bolt, and each bolt requires two washers. He begins with 20 washers. After finishing, how many are left in the bag?","To solve this problem, we need to follow these steps:

1.  **Calculate the number of bolts needed:**
    Edward uses 40 feet of copper piping, and he attaches one bolt for every 5 feet.
    Number of bolts = Total length of piping / Spacing per bolt
    Number of bolts = 40 feet / 5 feet/bolt = 9 bolts.",9,8.0
