id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
705,A man preparing food in a kitchen.,"[""man"", ""kitchen""]","[""man"", ""in a kitchen""]","[""man"", ""kitchen""]","[""man"", ""in a kitchen""]"
706,A woman cooking in a big pan outside.,"[""cooking""]","[""A woman"", ""cooking"", ""in a big pan"", ""outside""]","[""cooking""]","[""A woman cooking in a big pan outside""]"
707,1 guys running with a white ball football in sand while another chases him.,"[""sand""]","[""sand""]","[""sand""]","[""in sand""]"
708,A woman is standing near a public phone outside a bookstore on a city street.,"[""A woman"", ""is standing near"", ""a public phone""]","[""near a public phone""]","[""A woman"", ""is standing near a public phone""]","[""A woman"", ""standing near a public phone""]"
709,A windsurfer is balancing on choppy water.,"[""balancing on choppy water""]","[""balancing on choppy water""]","[""balancing on choppy water""]","[""balancing on choppy water""]"
711,A man in a hat is making digital music.,"[""A man"", ""making digital music""]","[""man"", ""making digital music""]","[""man"", ""digital music""]","[""A man"", ""digital music""]"
712,maintenance or construction workers on a work site on a busy city street,"[""maintenance or construction workers""]","[""maintenance or construction workers""]","[""maintenance or construction workers""]","[""maintenance or construction workers on a work site on a busy city street""]"
713,Many people are walking down a street surrounded by old buildings.,"[""walking down a street"", ""surrounded by old buildings""]","[""walking down a street"", ""old buildings""]","[""walking down a street"", ""surrounded by old buildings""]","[""walking down a street"", ""surrounded by old buildings""]"
714,A group of people eating at a restaurant.,"[""A group of people"", ""eating"", ""at a restaurant""]","[""A group of people"", ""eating"", ""at a restaurant""]","[""A group of people"", ""eating at a restaurant""]","[""A group of people"", ""eating at a restaurant""]"
715,A young man in a black t-shirt plays Croquet with an inflatable mallet.,"[""plays Croquet"", ""inflatable mallet""]","[""plays Croquet"", ""inflatable mallet""]","[""young man"", ""inflatable mallet""]","[""A young man"", ""plays Croquet"", ""inflatable mallet""]"
718,A girl with blond spiky hair and a black jacket walking along a sidewalk.,"[""blond spiky hair""]","[""blond spiky hair""]","[""blond spiky hair""]","[""blond spiky hair""]"
719,A welder on duty taking a break.,"[""A welder"", ""taking a break""]","[""taking a break""]","[""A welder on duty taking a break""]","[""A welder"", ""taking a break""]"
720,Two children practicing karate.,"[""Two children"", ""practicing karate""]","[""practicing karate""]","[""Two children"", ""practicing karate""]","[""practicing karate""]"
721,A boy in a bathing suit serves a volleyball.,"[""serves a volleyball""]","[""serves a volleyball""]","[""A boy"", ""serves a volleyball""]","[""serves a volleyball""]"
722,A woman with a red basketball jersey is holding a basketball and looking up.,"[""woman"", ""red basketball jersey""]","[""A woman"", ""red basketball jersey""]","[""woman"", ""red basketball jersey""]","[""woman"", ""red basketball jersey""]"
723,A little girl smiles as she wears a white bowl on the top of her head.,"[""little girl""]","[""little girl"", ""smiles"", ""wears a white bowl on the top of her head""]","[""A little girl""]","[""girl"", ""wears a white bowl on the top of her head""]"
724,A few girls with green foam statue of liberty hats on a train,"[""on a train""]","[""girls"", ""green foam statue of liberty hats"", ""on a train""]","[""green foam statue of liberty hats""]","[""green foam statue of liberty hats""]"
725,A cat swatting at a doberman dog,"[""swatting at"", ""doberman dog""]","[""swatting""]","[""swatting at""]","[""cat"", ""swatting at"", ""doberman dog""]"
726,A small white dog running.,"[""small"", ""white"", ""dog"", ""running""]","[""small"", ""dog"", ""running""]","[""small"", ""dog"", ""running""]","[""small"", ""dog"", ""running""]"
727,A woman wearing a sweatshirt and cap chats with a healthcare provider while receiving intravenous medicine.,"[""A woman"", ""receiving intravenous medicine"", ""chats with a healthcare provider""]","[""receiving intravenous medicine"", ""chats with a healthcare provider""]","[""A woman"", ""chats with a healthcare provider"", ""receiving intravenous medicine""]","[""A woman"", ""receiving intravenous medicine"", ""chats with a healthcare provider""]"
728,An electrician is observed from a birds eye view working on a transformer box.,"[""working on""]","[""working on a transformer box""]","[""An electrician"", ""working on a transformer box"", ""from a birds eye view""]","[""working on""]"
729,Two guys in blue shirts are standing on top of a construction surface doing construction work.,"[""Two guys"", ""doing construction work""]","[""Two guys"", ""on top of a construction surface"", ""doing construction work""]","[""Two guys"", ""on top of a construction surface"", ""doing construction work""]","[""Two guys"", ""construction surface"", ""construction work""]"
731,A bride laughs as she cuts her cake with her groom in front of palm bushes.,"[""cuts her cake""]","[""cuts her cake""]","[""bride"", ""laughs"", ""cuts her cake"", ""groom""]","[""cuts her cake""]"
733,A group of children pointing at something unseen.,"[""A group of children pointing""]","[""pointing""]","[""A group of children"", ""pointing""]","[""A group of children pointing""]"
734,Four females stand on the tip of their toes while practicing ballet in front of a black backdrop.,"[""females"", ""practicing ballet""]","[""females"", ""practicing ballet""]","[""females"", ""practicing ballet""]","[""females"", ""practicing ballet""]"
736,A man in a blue shirt is holding a construction hat.,"[""man"", ""holding"", ""construction hat""]","[""man"", ""holding"", ""construction hat""]","[""A man"", ""holding a construction hat""]","[""man"", ""holding"", ""construction hat""]"
737,A man with facial hair works on some sort of stone sculpture.,"[""A man"", ""works on"", ""some sort of stone sculpture""]","[""A man"", ""works on"", ""stone sculpture""]","[""A man"", ""works on"", ""stone sculpture""]","[""man"", ""works on"", ""stone sculpture""]"
738,A group of African Americans gather a street vendor.,"[""A group of African Americans"", ""gather"", ""a street vendor""]","[""African Americans"", ""gather a street vendor""]","[""A group of African Americans"", ""gather a street vendor""]","[""African Americans"", ""gather a street vendor""]"
740,A girl in motion on snow-covered ground.,"[""A girl"", ""in motion"", ""on snow-covered ground""]","[""A girl"", ""in motion"", ""on snow-covered ground""]","[""girl"", ""in motion"", ""snow-covered ground""]","[""girl"", ""in motion"", ""snow-covered ground""]"
741,a smiling woman in a peach tank top stands holding a mountain bike,"[""woman"", ""stands"", ""holding a mountain bike""]","[""holding a mountain bike""]","[""woman"", ""peach tank top"", ""stands"", ""mountain bike""]","[""stands"", ""holding a mountain bike""]"
742,A man is working on the coal car of a train.,"[""A man"", ""working on the coal car of a train""]","[""working on the coal car of a train""]","[""working on the coal car of a train""]","[""working on the coal car of a train""]"
743,Dark nightclub with chairs.,"[""Dark nightclub""]","[""Dark nightclub"", ""chairs""]","[""Dark nightclub""]","[""Dark nightclub""]"
744,There is a family sitting outside in the shade.,"[""family"", ""sitting outside"", ""in the shade""]","[""family"", ""sitting outside in the shade""]","[""a family"", ""sitting outside"", ""in the shade""]","[""family"", ""sitting outside"", ""in the shade""]"
745,A bald man with glasses is cutting into a turkey on the dinner table.,"[""cutting into a turkey"", ""dinner table""]","[""cutting into a turkey"", ""dinner table""]","[""A bald man with glasses"", ""cutting into a turkey"", ""dinner table""]","[""cutting into a turkey"", ""dinner table""]"
746,Two men fight in a ring while spectators look on.,"[""Two men fight""]","[""Two men"", ""fight""]","[""Two men"", ""fight""]","[""Two men fight""]"
747,A man is sitting on a motorcycle on the sidewalk.,"[""A man"", ""sitting"", ""on a motorcycle"", ""on the sidewalk""]","[""A man"", ""is sitting"", ""on a motorcycle"", ""on the sidewalk""]","[""A man"", ""sitting"", ""on a motorcycle"", ""on the sidewalk""]","[""A man"", ""is sitting"", ""on a motorcycle"", ""on the sidewalk""]"
748,People are flying kite on a beach.,"[""on a beach""]","[""People"", ""flying kite"", ""beach""]","[""People"", ""beach""]","[""on a beach""]"
749,An climber is ascending an ice covered rock face.,"[""climber"", ""ascending"", ""ice covered rock face""]","[""climber"", ""ascending"", ""ice covered rock face""]","[""climber"", ""ascending"", ""ice covered rock face""]","[""climber"", ""ascending"", ""ice covered rock face""]"
751,An older boy holding the ears of a younger boy.,"[""holding the ears of a younger boy""]","[""older boy"", ""holding the ears"", ""younger boy""]","[""older boy"", ""holding the ears"", ""younger boy""]","[""holding the ears""]"
752,A man is carrying a white pole next to a big fan on the side of the road.,"[""A man"", ""is carrying"", ""a white pole""]","[""A man"", ""is carrying"", ""a white pole""]","[""a man is carrying a white pole""]","[""a man is carrying a white pole""]"
753,A big tan dog lays on the ground looking to the side.,"[""dog"", ""lays on the ground"", ""looking to the side""]","[""dog"", ""lays on the ground"", ""looking to the side""]","[""dog"", ""lays on the ground"", ""looking to the side""]","[""dog"", ""lays on the ground"", ""looking to the side""]"
754,An Asian man with dark hair wearing a dark shirt riding the subway.,"[""riding the subway""]","[""riding the subway""]","[""riding the subway""]","[""riding the subway""]"
755,A large group of people walking on a dirt path in the woods with trees on both sides.,"[""people walking"", ""on a dirt path"", ""in the woods""]","[""people walking"", ""dirt path"", ""in the woods""]","[""dirt path"", ""in the woods""]","[""people walking"", ""on a dirt path"", ""in the woods""]"
757,A person's hand is cracking an egg and the yolk is falling out.,"[""hand"", ""cracking an egg""]","[""cracking an egg""]","[""cracking an egg""]","[""cracking an egg""]"
759,A man standing by a yellow sign.,"[""yellow sign""]","[""yellow sign""]","[""man standing"", ""yellow sign""]","[""yellow sign""]"
760,A man sitting on a ledge eating an apple.,"[""eating an apple""]",[],"[""man"", ""eating an apple""]","[""eating an apple""]"
761,Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat.,"[""Four men"", ""near a tree"", ""another stands looking at a body of water"", ""another is rowing a boat""]","[""Four men are sitting"", ""near a tree"", ""another stands"", ""body of water"", ""another is rowing a boat""]","[""Four men are sitting near a tree"", ""another stands looking at a body of water"", ""another is rowing a boat""]","[""Four men"", ""sitting near a tree"", ""another stands looking at a body of water"", ""another is rowing a boat""]"
762,A young woman is drawing with a Sharpie marker.,"[""Sharpie marker""]","[""Sharpie marker""]","[""Sharpie marker""]","[""Sharpie marker"", ""woman""]"
763,Three people gardening in a backyard.,"[""Three people"", ""gardening in a backyard""]","[""Three people"", ""gardening""]","[""Three people"", ""gardening""]","[""Three people gardening""]"
764,A crowd is gathering around a large fire at night.,"[""around a large fire""]","[""around a large fire""]","[""around a large fire""]","[""A crowd"", ""gathering around a large fire"", ""at night""]"
765,A chef on a unicycle juggles through a crowd of spectators.,"[""on a unicycle"", ""juggles"", ""through a crowd of spectators""]","[""chef"", ""unicycle""]","[""A chef"", ""on a unicycle"", ""juggles"", ""through a crowd"", ""of spectators""]","[""on a unicycle"", ""through a crowd""]"
767,A man in yellow shorts throws down grains of rice in a rice paddy field.,"[""man"", ""rice paddy field""]","[""man"", ""rice paddy field""]","[""man"", ""rice paddy field""]","[""A man"", ""rice paddy field""]"
768,"Two firemen wearing hard hats in Bangrak, their uniforms have Rescue written on them, fighting a fire with water hose.","[""firemen"", ""fighting a fire"", ""with water hose""]","[""firemen"", ""fighting a fire"", ""water hose""]","[""firemen"", ""fighting a fire"", ""with water hose""]","[""Two firemen"", ""fighting a fire with water hose""]"
769,A young boy dives onto a water toy.,"[""water toy""]","[""young boy"", ""dives"", ""water toy""]","[""water toy""]","[""water toy""]"
770,A girl in pink smiling for the camera.,"[""A girl in pink smiling for the camera""]","[""A girl in pink smiling for the camera""]","[""A girl"", ""in pink"", ""smiling"", ""for the camera""]","[""A girl in pink"", ""smiling"", ""for the camera""]"
771,A man in a white and black uniform carries luggage and blankets across a sidewalk outside of a red bricked building.,"[""carries luggage and blankets""]","[""carries luggage and blankets""]","[""carries luggage"", ""blankets""]","[""carries luggage and blankets""]"
772,A young man wearing a plaid shirt sings into the microphone and plays his guitar.,"[""sings"", ""plays his guitar""]","[""sings into the microphone"", ""plays his guitar""]","[""sings"", ""plays his guitar""]","[""sings"", ""plays his guitar""]"
774,A woman is singing and playing guitar.,"[""A woman"", ""singing"", ""playing guitar""]","[""woman"", ""singing"", ""playing guitar""]","[""woman"", ""singing"", ""playing guitar""]","[""singing"", ""playing guitar""]"
775,A man in all black holds on to a railing while a white dog wraps itself about his legs.,"[""A man in all black"", ""holds on to a railing"", ""a white dog"", ""wraps itself about his legs""]","[""A man in all black"", ""holds on to a railing"", ""a white dog wraps itself about his legs""]","[""man"", ""dog""]","[""A man in all black"", ""holds on to a railing"", ""a white dog"", ""wraps itself about his legs""]"
776,A young boy smiling in the woods.,"[""young boy"", ""in the woods""]","[""young boy""]","[""young boy"", ""in the woods""]","[""young boy"", ""in the woods""]"
777,A man works on installing a floor.,"[""installing a floor""]","[""A man works on installing a floor""]","[""A man works on installing a floor.""]","[""installing a floor""]"
779,Two women and two small girls are looking over books in a library.,"[""Two women"", ""two small girls"", ""in a library""]","[""Two women"", ""two small girls"", ""in a library""]","[""Two women"", ""two small girls"", ""library""]","[""Two women"", ""two small girls"", ""in a library""]"
780,Someone is looking out their window watching the mailman deliver their mail and drive on to the next house.,"[""Someone""]","[""Someone""]","[""Someone""]","[""Someone""]"
781,Two men with dreadlocks sit on the street while a man in a hat and a man in a leather jacket stand behind them.,"[""Two men"", ""sit"", ""a man"", ""a man"", ""stand""]","[""Two men"", ""sit"", ""a man"", ""a man"", ""stand"", ""on the street""]","[""Two men"", ""sit"", ""a man"", ""a man"", ""stand""]","[""Two men"", ""sit"", ""a man in a hat"", ""a man in a leather jacket"", ""stand""]"
782,five girls dressed alike,"[""five girls"", ""dressed alike""]","[""five girls"", ""dressed alike""]","[""five girls"", ""dressed alike""]","[""five girls"", ""dressed alike""]"
784,A group of performers are attracting a room full of audience members with their notes of music.,"[""attracting"", ""notes of music""]","[""performers"", ""attracting"", ""notes of music""]","[""notes of music""]","[""performers"", ""attracting"", ""notes of music""]"
786,A group of young children in wheelchairs pull each other through a small village as they are photographed.,"[""children"", ""photographed""]","[""young children"", ""photographed""]","[""A group of young children"", ""in wheelchairs"", ""photographed""]","[""are photographed""]"
790,A man in an orange uniform standing in front of a building that is billowing smoke.,"[""man"", ""orange uniform"", ""building"", ""billowing smoke""]","[""A man"", ""orange uniform"", ""building"", ""billowing smoke""]","[""A man in an orange uniform"", ""building that is billowing smoke""]","[""A man"", ""orange uniform"", ""standing in front of a building"", ""billowing smoke""]"
793,An elderly woman serving bread to a man and a woman dressed in blue t-shirts and light brown pants,"[""An elderly woman"", ""serving bread"", ""a man"", ""a woman""]","[""An elderly woman"", ""serving bread"", ""a man"", ""a woman""]","[""elderly woman"", ""serving bread"", ""a man"", ""a woman""]","[""An elderly woman"", ""serving bread"", ""a man"", ""a woman""]"
794,Military personnel with giant scissors standing under a' Grand Opening' sign.,"[""standing under"", ""a' Grand Opening' sign""]","[""Military personnel"", ""standing under a"", ""'Grand Opening' sign""]","[""personnel"", ""standing under"", ""a' Grand Opening' sign""]","[""standing under a' Grand Opening' sign""]"
795,A man is standing in front of a large gear.,"[""A man is standing in front of a large gear""]","[""A man"", ""standing"", ""in front of"", ""a large gear""]","[""A man"", ""is standing"", ""in front of"", ""a large gear""]","[""A man is standing in front of a large gear""]"
796,A man wearing a hat is fishing off of a dock.,"[""A man"", ""is fishing""]","[""is fishing""]","[""is fishing""]","[""A man"", ""is fishing""]"
797,Workers with white t-shirts measure a wooden board.,"[""Workers"", ""measure"", ""a wooden board""]","[""measure"", ""a wooden board""]","[""measure a wooden board""]","[""measure a wooden board""]"
798,"A festive occasion with an ostrich walking in the street, with balloons in the air and people in colored hats.","[""an ostrich"", ""walking in the street""]","[""an ostrich walking in the street""]","[""an ostrich"", ""walking"", ""in the street""]","[""an ostrich"", ""walking in the street""]"
799,Two women in short-shorts and high heels are walking.,"[""Two women"", ""short-shorts"", ""high heels"", ""walking""]","[""Two women in short-shorts"", ""are walking""]","[""women"", ""walking""]","[""short-shorts"", ""walking""]"
800,A smiling cook is putting sausages on the grill.,"[""cook"", ""putting sausages on the grill""]","[""putting sausages on the grill""]","[""smiling cook"", ""putting sausages on the grill""]","[""cook"", ""putting sausages on the grill""]"
307,A man in yellow and a man in green boating down a river on an overcast day.,"[""river""]","[""boating"", ""overcast day""]","[""man in yellow"", ""man in green"", ""boating down a river"", ""on an overcast day""]",[]
308,A young boy with an orange shirt on is looking at a tool set with an overturned bike at his side.,"[""overturned bike at his side""]","[""overturned bike"", ""at his side""]","[""overturned bike at his side""]","[""an overturned bike at his side""]"
310,"Five young, well-dressed people work in a kitchen.","[""people"", ""work"", ""in a kitchen""]","[""work in a kitchen""]","[""Five young, well-dressed people"", ""work in a kitchen""]","[""people"", ""work"", ""in a kitchen""]"
311,Small boy lying on his stomach on the grass.,"[""boy"", ""lying"", ""on the grass""]","[""Small boy"", ""lying on his stomach"", ""on the grass""]","[""boy"", ""lying"", ""on the grass""]","[""boy"", ""lying"", ""grass""]"
312,Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound.,"[""mound of dirt"", ""backhoe""]","[""near a mound of dirt"", ""backhoe"", ""in front of the mound""]","[""mound of dirt"", ""backhoe""]","[""mound of dirt"", ""backhoe""]"
314,A team of surgeons dressed in blue operate on a patient.,"[""surgeons"", ""operate on a patient""]","[""surgeons"", ""operate on a patient""]","[""surgeons"", ""operate on a patient""]","[""surgeons"", ""operate on a patient""]"
315,Three football players in navy blue and yellow uniforms are running down a football field; one is kicking a football as he runs.,"[""football players"", ""football field"", ""football""]","[""football players"", ""running"", ""football field"", ""kicking a football""]","[""football players"", ""football field"", ""football""]","[""football players"", ""football field"", ""kicking a football""]"
316,A man in a purple and white shirt is assisting a man in a wife beater with his workout.,"[""man"", ""assisting"", ""man"", ""workout""]","[""workout""]","[""assisting"", ""workout""]","[""assisting"", ""workout""]"
318,A man in a blue t-shirt eats a meal.,"[""eats a meal""]","[""eats a meal""]","[""man"", ""eats a meal""]","[""A man"", ""eats a meal""]"
319,People are waiting for a train at the subway.,"[""train""]","[""waiting for a train""]","[""waiting for a train""]","[""waiting for a train"", ""at the subway""]"
320,Little boy playing with his toy truck.,"[""playing with his toy truck""]","[""toy truck""]","[""boy"", ""playing"", ""toy truck""]","[""boy"", ""playing with his toy truck""]"
321,An elderly lady with a cane and handbag walks along the sidewalk.,"[""lady"", ""walks""]","[""elderly lady"", ""walks""]","[""lady"", ""walks""]","[""lady"", ""walks""]"
322,A basketball player slam dunks the basketball.,"[""slam dunks""]","[""slam dunks""]","[""slam dunks""]","[""slam dunks""]"
323,People are riding an escalator up and down a subway station tunnel.,"[""riding an escalator"", ""up and down""]","[""People are riding an escalator"", ""subway station tunnel""]","[""riding an escalator"", ""up and down""]","[""People"", ""riding an escalator"", ""up and down"", ""subway station""]"
324,A dog on a leash walks on the sidewalk while another dog follows.,"[""dog"", ""walks"", ""on the sidewalk"", ""another dog"", ""follows""]","[""dog"", ""walks"", ""on the sidewalk"", ""follows""]","[""walks"", ""on the sidewalk""]","[""dog"", ""walks"", ""on the sidewalk"", ""another dog"", ""follows""]"
326,A man in a brown-red suit holds a stringed instrument and looks off to the left in front of a purple-pink background.,"[""A man"", ""holds a stringed instrument""]","[""man"", ""holds"", ""a stringed instrument""]","[""holds a stringed instrument""]","[""holds a stringed instrument""]"
327,A man wearing black shorts with white stripes is diving into some water.,"[""black shorts with white stripes""]","[""black shorts with white stripes""]",[],"[""black shorts with white stripes""]"
328,A woman helping another woman out with a website on a computer.,"[""A woman"", ""another woman"", ""computer""]","[""A woman"", ""helping"", ""another woman"", ""on a computer""]","[""A woman"", ""another woman"", ""helping"", ""on a computer""]","[""A woman"", ""another woman"", ""on a computer""]"
329,People search for their seats in a stadium.,"[""People"", ""search for their seats"", ""in a stadium""]","[""People"", ""search for their seats"", ""in a stadium""]","[""People search for their seats"", ""in a stadium""]","[""search for their seats"", ""in a stadium""]"
330,"A woman with a brown coat and a woman with a black top stand along displays of oranges, apples, and other fruits.","[""A woman"", ""stand"", ""displays of oranges, apples, and other fruits""]","[""A woman"", ""woman"", ""stand"", ""displays of oranges, apples, and other fruits""]","[""A woman"", ""woman"", ""stand"", ""displays of oranges, apples, and other fruits""]","[""A woman"", ""a woman"", ""stand"", ""displays of oranges, apples, and other fruits""]"
332,A man riding a BMX bike is attempting a bicycle trick in a skate park.,"[""man"", ""attempting a bicycle trick""]","[""attempting a bicycle trick""]","[""A man"", ""riding a BMX bike"", ""is attempting a bicycle trick""]","[""attempting a bicycle trick""]"
333,A white dog is running along a path outside.,"[""dog"", ""running"", ""outside""]","[""dog"", ""running along a path""]","[""dog"", ""running""]","[""dog"", ""running along a path""]"
334,a man in black clothes is watching a child making a splash in a pool.,"[""a child making a splash in a pool""]","[""a child"", ""in a pool""]","[""a man"", ""watching"", ""a child"", ""making a splash"", ""in a pool""]","[""child"", ""making a splash"", ""in a pool""]"
335,Telephone wires are visible.,"[""Telephone wires"", ""visible""]","[""Telephone wires"", ""visible""]","[""Telephone wires are visible""]","[""Telephone wires"", ""visible""]"
337,A man tucks in a sheet on the bed.,"[""tucks in a sheet""]","[""tucks in a sheet""]","[""tucks in a sheet""]","[""tucks in a sheet""]"
338,Two small blond children holding stick while standing in a crowd n the city.,"[""Two small blond children"", ""holding stick"", ""in a crowd"", ""the city""]","[""Two small blond children"", ""stick""]","[""Two small blond children"", ""holding stick"", ""in a crowd"", ""the city""]","[""Two small blond children""]"
339,A man is holding a bride's dress up to prevent it from getting dirty on a rain soaked boardwalk.,"[""to prevent it from getting dirty""]","[""A man"", ""holding"", ""bride's dress"", ""to prevent it from getting dirty""]","[""A man is holding"", ""a bride's dress"", ""to prevent it from getting dirty""]","[""A man is holding"", ""a bride's dress"", ""to prevent it from getting dirty""]"
340,A woman balancing on pews and dancing.,"[""dancing""]","[""dancing""]","[""dancing""]","[""dancing""]"
341,A rock climber clings to a steep overhanging rock high above a mesa.,"[""clings to a steep overhanging rock""]","[""clings to a steep overhanging rock""]","[""clings"", ""steep overhanging rock""]","[""rock climber"", ""clings""]"
342,The man and woman at the window are turned around to the man and woman behind them.,"[""man and woman"", ""at the window"", ""turned around"", ""behind them""]","[""turned around to""]","[""man and woman"", ""at the window"", ""turned around""]","[""man and woman"", ""at the window"", ""turned around to"", ""behind them""]"
343,Three police officers on motorcycles on the street with pedestrians walking on the sidewalk in the background.,"[""on the street""]","[""police officers on motorcycles"", ""on the street"", ""pedestrians walking on the sidewalk""]","[""on the street""]","[""police officers"", ""on the street""]"
345,A group of children walk together on a bright day.,"[""walk""]","[""walk together""]","[""children"", ""walk together""]","[""children"", ""walk""]"
346,Group of people dance with smiles at their faces.,"[""Group of people"", ""dance"", ""smiles""]","[""Group of people"", ""dance"", ""smiles""]","[""Group of people"", ""dance"", ""smiles at their faces""]","[""Group of people"", ""dance"", ""smiles at their faces""]"
347,Outside a theater at night.,"[""Outside a theater at night""]","[""Outside a theater at night""]","[""Outside"", ""a theater"", ""at night""]","[""Outside a theater at night""]"
348,Some people and their bicycles lined up at a waterfront dock.,"[""waterfront dock""]","[""a waterfront dock""]","[""a waterfront dock""]","[""waterfront dock""]"
349,A man is grinding his skateboard on a guard rail.,"[""grinding his skateboard on a guard rail""]","[""grinding his skateboard""]","[""grinding his skateboard""]",[]
351,"A man in a black shirt, and black shorts is walking down the street, holding hands with a woman in a black sundress.","[""man"", ""holding hands"", ""woman""]","[""man"", ""holding hands"", ""woman""]","[""A man"", ""holding hands with a woman""]","[""man"", ""holding hands"", ""woman""]"
352,A girl in a black shirt is looking to the side while sitting on a wooden bench.,"[""black shirt"", ""looking to the side"", ""sitting on a wooden bench""]","[""black shirt"", ""looking to the side""]","[""a girl in a black shirt""]","[""black shirt"", ""looking to the side"", ""sitting on a wooden bench""]"
353,A woman in a green skirt and pink underskirt leans back as she kneels.,"[""green skirt"", ""pink underskirt""]","[""woman"", ""green skirt"", ""pink underskirt"", ""kneels""]","[""woman"", ""green skirt"", ""pink underskirt""]","[""green skirt"", ""pink underskirt""]"
355,A man with one leg is playing volleyball.,"[""A man"", ""one leg"", ""playing volleyball""]","[""one leg"", ""playing volleyball""]","[""A man"", ""with one leg"", ""is playing volleyball""]","[""A man with one leg"", ""playing volleyball""]"
356,Two people sit in shadow in the open back of a vehicle followed by another vehicle.,"[""Two people"", ""sit"", ""in the open back of a vehicle""]","[""Two people"", ""sit"", ""in the open back of a vehicle""]","[""Two people sit in"", ""back of a vehicle""]","[""Two people sit"", ""in the open back of a vehicle""]"
357,Three men in suits hold hands and celebrate.,"[""hold hands"", ""celebrate""]","[""hold hands"", ""celebrate""]","[""hold hands"", ""celebrate""]","[""hold hands"", ""celebrate""]"
358,A man with a dog.,"[""A man with a dog""]","[""A man with a dog""]","[""man"", ""dog""]","[""A man with a dog""]"
360,When struggling to work on scaffolding in humid weather.,"[""humid weather""]","[""humid weather""]","[""working"", ""humid weather""]","[""humid weather""]"
361,A woman looking at pants in a colorful store.,"[""looking at pants""]","[""looking at pants""]","[""A woman"", ""looking""]","[""looking at pants""]"
362,Eight people meditating on the beach.,"[""Eight people"", ""meditating""]","[""Eight people"", ""meditating""]","[""Eight people"", ""meditating""]","[""Eight people"", ""meditating""]"
365,A man in the crowd records two people covered in aluminum foil.,"[""man in the crowd""]","[""A man in the crowd""]","[""man in the crowd""]","[""A man in the crowd""]"
366,A family having a good time eating.,"[""A family"", ""eating""]","[""eating""]","[""A family"", ""eating""]","[""A family"", ""eating""]"
367,A couple with sunglasses are laying on the beach.,"[""laying on the beach""]","[""laying on the beach""]","[""sunglasses"", ""laying on the beach""]","[""laying on the beach""]"
368,The dogs are playing with a tennis ball in the yard.,"[""dogs"", ""in the yard""]","[""dogs"", ""in the yard""]","[""dogs"", ""in the yard""]","[""dogs"", ""in the yard""]"
369,A man is working on his wooden boat.,"[""working on"", ""wooden boat""]","[""working"", ""wooden boat""]","[""working on his wooden boat""]","[""working on"", ""wooden boat""]"
370,Five young men are playing music in the street.,"[""playing music""]","[""Five young men are playing music in the street""]","[""Five young men"", ""playing music"", ""in the street""]","[""Five young men"", ""are playing music"", ""in the street""]"
371,A woman in a striped skirt rolls a black ball.,"[""A woman"", ""a striped skirt"", ""rolls a black ball""]","[""A woman"", ""in a striped skirt"", ""rolls a black ball""]","[""A woman"", ""in a striped skirt"", ""rolls"", ""a black ball""]","[""woman"", ""in a striped skirt"", ""rolls"", ""a black ball""]"
372,A man and woman both wearing hats and carrying backpacks.,"[""A man and woman"", ""wearing hats"", ""carrying backpacks""]","[""man and woman"", ""wearing hats"", ""carrying backpacks""]","[""wearing hats"", ""carrying backpacks""]","[""man"", ""woman"", ""wearing hats"", ""carrying backpacks""]"
373,A man juggling in front of a group of kids.,"[""juggling""]","[""juggling""]","[""juggling""]","[""juggling""]"
374,a skateboarder in a green shirt is taking a jump of a step in front of a pink building.,"[""a skateboarder"", ""in a green shirt"", ""is taking a jump""]","[""a skateboarder"", ""in a green shirt"", ""taking a jump""]","[""a skateboarder"", ""in a green shirt"", ""is taking a jump""]","[""skateboarder in a green shirt"", ""taking a jump""]"
375,"In the middle of a shopping center, there are two statues of men on bicycles with skeletons by them.","[""statues of men on bicycles with skeletons""]","[""statues of men on bicycles with skeletons""]","[""statues of men on bicycles with skeletons""]","[""statues of men on bicycles with skeletons""]"
376,"A woman wearing a short skirt, yellow top, and denim jacket stands in front of a brick building covered with worn out signs.","[""woman"", ""short skirt"", ""denim jacket"", ""stands in front of a brick building""]","[""A woman"", ""short skirt"", ""denim jacket"", ""in front of a brick building""]","[""A woman wearing a short skirt"", ""denim jacket"", ""stands in front of a brick building""]","[""A woman"", ""short skirt"", ""denim jacket"", ""stands in front of a brick building""]"
377,Two children are sitting at a desk.,"[""Two children"", ""sitting"", ""at a desk""]","[""Two children are sitting at a desk""]","[""Two children"", ""sitting at a desk""]","[""Two children"", ""sitting"", ""at a desk""]"
378,The woman stands near a dangerously cracked window.,"[""The woman stands""]","[""woman"", ""stands""]","[""woman stands""]","[""woman"", ""stands""]"
379,A man in jeans is lying on a wooden floor.,"[""lying on a wooden floor""]","[""lying on a wooden floor""]","[""man"", ""lying""]","[""man"", ""is lying""]"
