id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
549,A shirtless man wearing light blue shorts and a baseball cap stands at the front of a boat.,"[""stands"", ""boat""]","[""man"", ""stands at the front of a boat""]","[""stands at the front of a boat""]","[""stands"", ""boat""]"
550,A young oriental man naps on a bench with his bookbag behind his head.,"[""young oriental man"", ""naps"", ""on a bench""]","[""man"", ""naps"", ""on a bench""]","[""man"", ""naps"", ""on a bench""]","[""man"", ""naps""]"
551,A male soccer player kicks the soccer ball with his right foot.,"[""male soccer player"", ""kicks the soccer ball"", ""with his right foot""]","[""male soccer player"", ""kicks"", ""the soccer ball"", ""with his right foot""]","[""male soccer player"", ""kicks the soccer ball with his right foot""]","[""male soccer player"", ""kicks the soccer ball with his right foot""]"
553,A tan dog jumps up to catch a tennis ball.,"[""dog"", ""jumps""]","[""jumps up""]","[""dog"", ""jumps""]","[""jumps""]"
555,A man is riding a motorcycle through the streets of an Indian bazaar.,"[""A man"", ""riding a motorcycle""]","[""man"", ""motorcycle""]","[""man is riding a motorcycle""]","[""A man"", ""riding a motorcycle""]"
556,A couple sitting on a couch both make humorous faces.,"[""humorous faces""]","[""make humorous faces""]","[""make humorous faces""]","[""humorous faces""]"
557,"A man in a green shirt, wearing glasses, cooking meat on a grill outside.","[""cooking meat on a grill""]","[""cooking meat on a grill""]","[""cooking meat on a grill""]","[""cooking meat on a grill""]"
558,A group of people gather on a basketball court as one person jumps for the ball.,"[""group of people"", ""one person""]","[""basketball court"", ""jumps for the ball""]","[""A group of people"", ""one person""]","[""group of people"", ""person"", ""basketball court""]"
559,Two young men playing electric guitars in a grunge-type setting.,"[""playing electric guitars""]","[""playing electric guitars""]","[""playing electric guitars""]","[""playing electric guitars""]"
560,A woman and a man sitting on a bench in front of a restaurant.,"[""on a bench""]","[""sitting on a bench""]","[""on a bench""]","[""on a bench""]"
561,A black and a black dog are running.,"[""A black and a black dog"", ""running""]","[""A black and a black dog"", ""running""]","[""A black"", ""black dog"", ""running""]","[""A black and a black dog"", ""running""]"
562,A black and white dog is playing with a ball on a lawn.,"[""dog""]","[""black and white"", ""dog""]","[""A black and white dog"", ""is playing with a ball""]","[""dog"", ""black and white"", ""playing with a ball""]"
563,The journey is temporarily delayed by mechanical malfunctions.,"[""delayed"", ""mechanical malfunctions""]","[""delayed"", ""malfunctions""]","[""delayed"", ""mechanical malfunctions""]","[""delayed"", ""mechanical malfunctions""]"
564,"Three people in shorts, two shirtless are in front of an Asian storefront, one resting in a chair and the other two cleaning and watering.","[""in front of""]","[""in front of"", ""storefront""]","[""Three people"", ""in front of an Asian storefront""]","[""in front of""]"
565,The Beijing Olympics is being set up.,"[""set up""]","[""being set up""]","[""being set up""]","[""being set up""]"
567,Men working on a building.,"[""Men"", ""working on a building""]","[""Men"", ""working""]","[""working""]","[""Men working""]"
568,"A cook grills up hamburger patties in the window, exposing the kitchen to the view of people on the street.","[""grills up""]","[""A cook"", ""grills up hamburger patties""]","[""cook grills up""]","[""grills""]"
569,Reflections from the firemen's uniforms.,"[""Reflections from the firemen's uniforms""]","[""Reflections from the firemen's uniforms""]","[""Reflections"", ""firemen's uniforms""]","[""Reflections from the firemen's uniforms"", ""firemen""]"
570,Two guys dressed in vests and dress pants.,"[""vests and dress pants""]","[""guys"", ""dressed in vests and dress pants""]","[""vests"", ""dress pants""]","[""vests"", ""dress pants""]"
573,Group of people dancing,"[""Group of people"", ""dancing""]","[""dancing""]","[""Group of people"", ""dancing""]","[""Group of people dancing""]"
574,Two people are in a sky carriage.,"[""Two people""]","[""people""]","[""Two people""]","[""Two people""]"
575,"Two men sit on a park bench, watching the river roll by, as a dog stands off to the side.","[""Two men"", ""watching the river"", ""a dog stands off to the side""]","[""Two men"", ""watching the river"", ""a dog stands off to the side""]","[""Two men"", ""watching the river"", ""a dog""]","[""men"", ""watching the river"", ""a dog""]"
577,A little girl is riding on the front of a shopping cart in a store.,"[""little girl""]","[""little girl""]","[""little girl"", ""riding on the front of a shopping cart""]","[""little girl""]"
578,A man on a half pipe doing a skateboard trick.,"[""on a half pipe"", ""doing a skateboard trick""]","[""doing a skateboard trick""]","[""doing a skateboard trick""]","[""half pipe"", ""doing a skateboard trick""]"
579,A old male with a bear sitting down with a circular piece of metal.,"[""sitting down""]","[""sitting down""]","[""sitting down""]","[""sitting down""]"
580,A white man on a phone sits at a very messy desk.,"[""on a phone"", ""sits at a very messy desk""]","[""man"", ""on a phone"", ""sits"", ""at a very messy desk""]","[""on a phone"", ""sits"", ""at a very messy desk""]","[""man on a phone""]"
581,A man is carrying a bag in his left hand.,"[""carrying a bag"", ""left hand""]","[""carrying"", ""bag"", ""in his left hand""]","[""carrying a bag"", ""in his left hand""]","[""carrying a bag"", ""in his left hand""]"
583,There are three ladies walking down a busy street.,"[""three"", ""ladies"", ""walking down a busy street""]","[""ladies""]","[""ladies"", ""street""]","[""ladies"", ""walking down a busy street""]"
584,Riders waiting to get on the train.,"[""waiting to get on the train""]","[""Riders"", ""waiting to get on the train""]","[""waiting to get on the train""]","[""waiting to get on the train""]"
586,A boy in a red shirt riding a bike.,"[""A boy"", ""riding a bike""]","[""boy"", ""riding a bike""]","[""A boy"", ""riding a bike""]","[""A boy"", ""riding a bike""]"
587,A small child stands in front of short white table.,"[""child"", ""stands"", ""in front of"", ""table""]","[""A small child"", ""stands"", ""in front of short white table""]","[""A small child"", ""stands"", ""in front of short white table""]","[""child"", ""stands"", ""table""]"
588,A dog with golden fur is chest deep in water.,"[""A dog"", ""chest deep in water""]","[""chest deep in water""]","[""A dog"", ""chest deep in water""]","[""dog"", ""chest deep in water""]"
589,"A woman with a white shirt is standing near a couple in front of a store called ""Concepts.""","[""standing"", ""in front of a store""]","[""standing"", ""in front of a store""]","[""standing"", ""near a couple in front of a store called \""Concepts.\""""]","[""standing near a couple"", ""in front of a store""]"
590,A woman is wearing a sun cap by a red stand.,"[""sun cap"", ""by a red stand""]","[""sun cap""]","[""A woman"", ""is wearing"", ""a sun cap""]","[""A woman is wearing a sun cap"", ""by a red stand""]"
591,Two men are playing baseball.,"[""playing baseball""]","[""playing baseball""]","[""Two men"", ""playing baseball""]","[""playing baseball""]"
592,These girls are in uniforms and are playing field hockey.,"[""girls"", ""playing field hockey""]","[""playing field hockey""]","[""girls"", ""are playing"", ""field hockey""]","[""playing field hockey""]"
593,"Six children, boys and girls, jumping into a swimming pool.","[""jumping into a swimming pool""]","[""swimming pool""]","[""jumping into"", ""swimming pool""]","[""swimming pool""]"
594,"A man walking across a crosswalk with long hair, a green hoodie, and a backpack.","[""A man"", ""walking across a crosswalk"", ""long hair"", ""a green hoodie"", ""a backpack""]","[""walking across a crosswalk""]","[""walking across a crosswalk""]","[""A man walking across a crosswalk""]"
596,Boy in Red uniform holding up trophy.,"[""Boy"", ""holding up"", ""trophy""]","[""Boy"", ""holding up"", ""trophy""]","[""Boy"", ""trophy"", ""holding up""]","[""Boy"", ""holding up"", ""trophy""]"
597,Smiling young girl wearing pink headband and lavender shirt,"[""Smiling"", ""young girl"", ""pink headband"", ""lavender shirt""]","[""Smiling"", ""girl"", ""pink headband"", ""lavender shirt""]","[""Smiling young girl"", ""pink headband"", ""lavender shirt""]","[""Smiling"", ""young girl"", ""pink headband"", ""lavender shirt""]"
598,A man is kneeling on the sidewalk to talk to a little girl.,"[""kneeling on the sidewalk""]","[""kneeling on the sidewalk""]","[""kneeling on the sidewalk""]","[""kneeling on the sidewalk""]"
599,Two African-American people are sitting on a couch and chair looking at something.,"[""looking at something""]","[""looking at something""]","[""looking at something""]","[""looking at something""]"
600,A baseball player in a blue uniform beats a runner to the base.,"[""baseball player"", ""beats a runner to the base""]","[""baseball player""]","[""baseball player""]","[""baseball player""]"
602,Two girls wearing identical outfits are performing what appears to be a tap dance routine.,"[""performing"", ""tap dance routine""]","[""performing"", ""tap dance routine""]","[""tap dance routine""]","[""tap dance routine""]"
603,A player either fielding a high pass or going up for a shot while being defended on the basketball court.,"[""fielding a high pass"", ""going up for a shot"", ""being defended"", ""on the basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""on the basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""being defended"", ""basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""on the basketball court""]"
604,"A man dressed in black is attaching a tow-bar to a dark blue, wrecked SUV.","[""dark blue""]","[""dark blue""]","[""dark blue""]","[""dark blue""]"
605,"The mother is in the kitchen cleaning, she has her cleaning clothes on.","[""The mother"", ""in the kitchen"", ""cleaning""]","[""mother"", ""cleaning""]","[""The mother is in the kitchen cleaning"", ""she has her cleaning clothes on""]","[""mother"", ""kitchen"", ""cleaning"", ""cleaning clothes""]"
606,One man in a white robe with a microphone is reading off a sheet of paper to a crowd of people.,"[""man"", ""reading off a sheet of paper""]","[""reading off a sheet of paper""]","[""man"", ""reading off a sheet of paper""]","[""is reading off a sheet of paper""]"
607,A blond girl and two American flags,"[""girl"", ""two American flags""]","[""A blond girl"", ""two American flags""]","[""A blond girl"", ""and"", ""two American flags""]","[""girl"", ""two American flags""]"
609,A group of people on a large boulder all wearing life vests.,"[""wearing life vests""]","[""A group of people"", ""on a large boulder"", ""all wearing life vests""]","[""A group of people"", ""on a large boulder"", ""all wearing life vests""]","[""wearing life vests""]"
610,Three women are out having a drink together.,"[""Three women"", ""together""]","[""Three women"", ""having a drink together""]","[""Three women"", ""together""]","[""together""]"
611,A brown dog is laying on its back on the grass with a ball in its mouth.,"[""A brown dog"", ""a ball in its mouth""]","[""a ball in its mouth""]","[""brown dog"", ""a ball in its mouth""]","[""A brown dog"", ""a ball in its mouth""]"
612,Person walking across a snow covered mountain.,"[""walking across a snow covered mountain""]","[""snow covered mountain""]","[""walking across"", ""a snow covered mountain""]","[""snow covered mountain""]"
613,A small white dog stands on its hind legs.,"[""A small white dog"", ""stands on its hind legs""]","[""dog"", ""stands on its hind legs""]","[""dog"", ""stands on its hind legs""]","[""dog"", ""stands"", ""on its hind legs""]"
614,A man in glasses is eating food.,"[""eating food""]","[""eating food""]","[""eating food""]","[""eating food""]"
615,Asian people standing on the street waiting for a bus.,"[""Asian people""]","[""Asian people"", ""the street"", ""a bus""]","[""Asian people"", ""waiting for a bus""]","[""Asian people""]"
616,"Two lacrosse teams- one in black and orange, and the other in blue and white- play on a grass field.","[""lacrosse teams"", ""play"", ""grass field""]","[""play"", ""grass field""]","[""lacrosse teams"", ""play"", ""grass field""]","[""lacrosse teams"", ""play"", ""grass field""]"
617,A man sits outside in the partial shade in a hammock reading something.,"[""sits"", ""outside"", ""partial shade"", ""hammock"", ""reading something""]","[""sits"", ""hammock"", ""reading something""]","[""reading something"", ""in a hammock""]","[""A man sits outside in the partial shade in a hammock reading something.""]"
618,A man carving a pumpkin in his boxers.,"[""boxers""]","[""boxers""]","[""boxers""]","[""in his boxers""]"
619,"A baby shower was held for the new mother, there was a lovely cake in pink and white, and strawberries and punch for refreshments.","[""cake"", ""strawberries""]","[""a lovely cake"", ""strawberries"", ""punch"", ""for refreshments""]","[""a lovely cake"", ""strawberries""]","[""a lovely cake"", ""strawberries""]"
620,Two guys in jackets with the hoods on making a pose for the camera on the beach.,"[""making a pose""]","[""making a pose""]","[""Two guys"", ""making a pose"", ""camera""]","[""making a pose""]"
622,"A sleeping man lays on a bench, resting on the lap of an older, sleeping man.","[""lays on a bench"", ""resting""]","[""a sleeping man lays on a bench""]","[""man"", ""lays on a bench""]","[""lays on a bench""]"
623,A horse and jockey jumping over a barrier.,"[""barrier""]","[""jumping over a barrier""]","[""horse"", ""jumping"", ""barrier""]","[""a barrier""]"
624,Two people standing in a road with a crashed motorcycle.,"[""Two people"", ""standing"", ""crashed motorcycle""]","[""Two people"", ""standing"", ""crashed motorcycle""]","[""Two people standing"", ""in a road with a crashed motorcycle""]","[""Two people standing in a road"", ""crashed motorcycle""]"
625,A man in blue shirt is staring on something.,"[""staring""]","[""staring""]","[""staring""]","[""staring""]"
626,A boy wearing a flowered shirt raises his arm and jumps.,"[""jumps""]","[""raises his arm"", ""jumps""]","[""jumps""]","[""raises his arm"", ""jumps""]"
627,A child riding a bike in a fenced in circular area in front of some water,"[""riding a bike""]","[""riding a bike""]","[""riding a bike""]","[""riding a bike""]"
628,A football player holding a ball is being chased by the Knights team.,"[""holding a ball"", ""being chased""]","[""holding a ball"", ""being chased""]","[""being chased""]","[""A football player"", ""being chased""]"
629,Two people crossing paths in the ocean while parasailing during a clear blue day.,"[""people"", ""parasailing""]","[""Two people"", ""crossing paths"", ""in the ocean"", ""parasailing"", ""clear blue day""]","[""Two people"", ""parasailing""]","[""Two people"", ""parasailing""]"
631,A group of children are watching another child do a backflip into the water.,"[""watching another child do a backflip into the water""]","[""children"", ""watching"", ""do a backflip"", ""into the water""]","[""watching"", ""do a backflip"", ""into the water""]","[""A group of children"", ""watching another child do a backflip into the water""]"
632,A small dog runs through an obstacle course.,"[""dog"", ""runs through an obstacle course""]","[""dog"", ""runs""]","[""a dog"", ""runs""]","[""runs through an obstacle course""]"
633,a man& 2 woman sitting down in the park.,"[""sitting down""]","[""sitting down""]","[""sitting down""]","[""sitting down""]"
634,A man holding a bottle wearing tan pants talking to security officers in front of a large poster.,"[""A man"", ""talking to security officers""]","[""talking to"", ""security officers""]","[""talking to"", ""security officers""]","[""talking"", ""security officers""]"
635,People are standing around in a semi-circle facing toward two men.,"[""People"", ""semi-circle"", ""facing toward two men""]","[""People"", ""standing around"", ""semi-circle"", ""two men""]","[""People"", ""semi-circle"", ""two men""]","[""People"", ""around"", ""semi-circle"", ""two men""]"
636,An African American woman is picking tomatoes in a garden.,"[""in a garden""]","[""picking"", ""a garden""]","[""a garden""]","[""in a garden""]"
637,A dog stands on his hind feet and catches a stream of water.,"[""A dog"", ""stands on his hind feet"", ""catches a stream of water""]","[""dog"", ""stands on his hind feet and catches a stream of water""]","[""dog""]","[""dog"", ""stands on his hind feet and catches a stream of water""]"
639,Two groups are canoeing on a river overlooking a mountain.,"[""canoeing on a river""]","[""Two groups"", ""canoeing""]","[""groups"", ""canoeing""]","[""groups"", ""canoeing""]"
640,Two girls are sitting on an ATV on the sand in front of a bridge.,"[""sitting on an ATV""]","[""sitting on an ATV""]","[""sitting on an ATV""]","[""are sitting""]"
641,A man in a domino mask carries an amplifier up a hill.,"[""A man in a domino mask"", ""carries an amplifier up a hill""]","[""A man in a domino mask"", ""carries"", ""an amplifier"", ""up a hill""]","[""A man in a domino mask"", ""carries"", ""an amplifier"", ""up a hill""]","[""carries an amplifier up a hill""]"
642,Blond mother holding her child in her arms at the aquarium.,"[""mother"", ""holding her child in her arms""]","[""Blond mother"", ""holding her child in her arms""]","[""Blond mother"", ""holding her child""]","[""mother"", ""holding her child""]"
643,A scientist really deep into his experiment.,"[""deep into his experiment""]","[""deep into his experiment""]","[""deep into his experiment""]","[""really deep into his experiment""]"
644,"A woman is holding a toy snake, she is on stage with a guy speaking through a microphone, and a man in clown makeup holding a guitar.","[""on stage"", ""with a guy"", ""and a man""]","[""on stage"", ""with a guy"", ""and a man""]","[""A woman"", ""on stage"", ""a guy"", ""a man""]","[""on stage""]"
646,Man cutting into a piece of meat with a fork and knife.,"[""fork"", ""knife""]","[""cutting into"", ""fork"", ""knife""]","[""Man"", ""cutting"", ""fork and knife""]","[""cutting into"", ""fork"", ""knife""]"
647,Three ladies are conducting scientific research.,"[""ladies"", ""conducting scientific research""]","[""Three ladies"", ""conducting scientific research""]","[""Three ladies"", ""conducting scientific research""]","[""Three ladies"", ""conducting scientific research""]"
648,A woman standing in a red bikini on a outdoor sand volleyball court.,"[""red""]","[""red""]","[""red bikini""]","[""red bikini""]"
649,An official man walking two twin girls across a street.,"[""man"", ""walking"", ""two twin girls"", ""across a street""]","[""man"", ""girls"", ""walking"", ""street""]","[""man"", ""two twin girls"", ""street""]","[""man"", ""walking"", ""girls"", ""street""]"
650,A group of people walk up a sloping trail lined with trees.,"[""A group of people"", ""walk up a sloping trail""]","[""A group of people"", ""walk""]","[""A group of people"", ""walk""]","[""A group of people"", ""walk up a sloping trail lined with trees""]"
652,A female gymnast wearing a red leotard on a balance beam with arms raised over her head.,"[""gymnast"", ""on a balance beam"", ""arms raised over her head""]","[""A female gymnast"", ""wearing a red leotard"", ""on a balance beam"", ""with arms raised over her head""]","[""gymnast"", ""on a balance beam"", ""arms raised over her head""]","[""gymnast"", ""on a balance beam"", ""arms raised over her head""]"
654,Two woman are reviewing a paper.,"[""woman""]","[""Two woman"", ""reviewing""]","[""woman""]","[""woman""]"
655,Blond-haired toddler boy explores a traffic cone.,"[""toddler boy"", ""explores"", ""traffic cone""]","[""toddler boy"", ""explores"", ""traffic cone""]","[""toddler boy"", ""explores"", ""traffic cone""]","[""toddler boy"", ""traffic cone"", ""explores""]"
656,Two men that are in a match with one another.,"[""in a match""]","[""in a match""]","[""in a match""]","[""in a match""]"
657,The back of a woman's head on a train.,"[""on a train""]","[""woman's"", ""on a train""]","[""on a train""]","[""on a train""]"
659,A boy kicks a soccer ball outside of a hotel.,"[""soccer ball""]","[""kicks"", ""a soccer ball""]","[""soccer ball""]","[""soccer ball""]"
660,A child gets her face painted by a older woman.,"[""face painted""]","[""face painted"", ""older woman""]","[""face painted""]","[""face painted""]"
661,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,"[""using a spinning wheel""]","[""using a spinning wheel""]","[""using a spinning wheel""]","[""using a spinning wheel""]"
662,A drummer playing a red drum set.,"[""red drum set""]","[""red drum set""]","[""red""]","[""red""]"
664,a group of people inside a building that overlooks a large mountain,"[""a group of people"", ""a building"", ""overlooks a large mountain""]","[""a group of people"", ""inside a building"", ""overlooks a large mountain""]","[""a group of people"", ""a large mountain""]","[""a group of people"", ""inside a building"", ""overlooks"", ""a large mountain""]"
665,A man casually sits on a chair and talks on the cellphone as there is a bus in the background.,"[""talks on the cellphone""]","[""sits"", ""talks on the cellphone"", ""a bus in the background""]","[""A man"", ""sits on a chair"", ""talks on the cellphone"", ""a bus in the background""]","[""sits"", ""talks on the cellphone""]"
666,Street performers being watched by an interested crowd.,"[""Street performers"", ""being watched by"", ""crowd""]","[""being watched by"", ""an interested crowd""]","[""Street performers"", ""crowd""]","[""Street performers"", ""watched"", ""crowd""]"
667,A group of four friends are drinking alcohol at a party.,"[""drinking alcohol""]","[""drinking alcohol""]","[""alcohol""]","[""drinking alcohol""]"
668,"The Whatcom Warrior's Goalie is focused on the puck, in front of the goal post.","[""in front of the goal post""]","[""Goalie"", ""in front of the goal post""]","[""Goalie"", ""in front of the goal post""]","[""in front of the goal post""]"
670,A black dog leaps through the snow near a fence.,"[""A black dog"", ""leaps"", ""through the snow"", ""near a fence""]","[""leaps"", ""through the snow near a fence""]","[""leaps"", ""through the snow near a fence""]","[""A black dog leaps through the snow near a fence.""]"
671,A woman is walking her baby with a stroller at the local park.,"[""A woman"", ""her baby"", ""walking her baby with a stroller"", ""at the local park""]","[""A woman"", ""her baby"", ""walking her baby"", ""with a stroller"", ""at the local park""]","[""A woman"", ""her baby"", ""walking her baby with a stroller"", ""at the local park""]","[""A woman"", ""her baby"", ""a stroller"", ""the local park""]"
672,Two toddles play in a colorful padded play area.,"[""Two toddles"", ""play""]","[""Two toddles play""]","[""toddles"", ""play""]","[""Two toddles play""]"
673,A couple embracing while standing in a shaft of light.,"[""A couple"", ""embracing""]","[""couple"", ""embracing""]","[""couple"", ""embracing""]","[""embracing"", ""standing in a shaft of light""]"
674,"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.","[""swim trunks"", ""a lei"", ""umbrella over his head"", ""on a beach""]","[""swim trunks"", ""a lei""]","[""swim trunks"", ""beach"", ""umbrella over his head""]","[""swim trunks"", ""lei"", ""on a beach"", ""holding a blue umbrella over his head""]"
676,Two girls play outside with chalk.,"[""play"", ""with chalk""]","[""play outside with chalk""]","[""play"", ""outside"", ""with chalk""]","[""play"", ""with chalk""]"
677,Man working with metal and a burning fire at his side.,"[""working with metal"", ""burning fire at his side""]","[""working with metal"", ""burning fire""]","[""working with metal""]","[""working with metal""]"
679,A man reading a newspaper is leaning up against a purple wall with graffiti.,"[""reading""]","[""reading""]","[""reading a newspaper""]","[""reading a newspaper""]"
680,Men in uniforms talking in front of a building.,"[""men in uniforms"", ""in front of a building""]","[""Men in uniforms"", ""in front of"", ""a building""]","[""Men in uniforms"", ""a building""]","[""Men"", ""uniforms"", ""building""]"
681,hockey match with two guys fighting,"[""hockey match"", ""two guys fighting""]","[""hockey match"", ""two guys"", ""fighting""]","[""hockey match""]","[""hockey match with two guys fighting""]"
683,A child is playing in the sand.,"[""child"", ""playing in the sand""]","[""child"", ""is playing in the sand""]","[""child"", ""is playing"", ""in the sand""]","[""child"", ""playing in the sand""]"
684,"A group of children that are either sitting or standing in a line, while two are holding a round object.","[""in a line""]","[""in a line""]","[""in a line""]","[""in a line""]"
685,A man and a woman standing on a street corner.,"[""A man"", ""a woman""]","[""A man"", ""a woman"", ""street corner""]","[""A man and a woman""]","[""man"", ""woman"", ""street corner""]"
689,Two young women pull out their pocketbooks to pay their waitress.,"[""to pay their waitress""]","[""to pay their waitress""]","[""pay their waitress""]","[""pay their waitress""]"
691,A man holds his young daughter on his shoulders walking on a boardwalk in the evening.,"[""holds his young daughter on his shoulders""]","[""holds his young daughter on his shoulders""]","[""man"", ""holds"", ""his young daughter""]","[""A man"", ""holds"", ""his young daughter""]"
692,A homeless man holding a sign.,"[""holding a sign""]","[""holding a sign""]","[""holding a sign""]","[""holding a sign""]"
693,A man with chin-length light hair works on a sculpture.,"[""works on a sculpture""]","[""works on a sculpture""]","[""works on a sculpture""]","[""A man"", ""works on a sculpture""]"
694,An elderly man is shaving another elderly man with a straight razor,"[""shaving another elderly man""]","[""shaving another elderly man""]","[""shaving another elderly man""]","[""shaving another elderly man""]"
695,A woman in a black jacket walking in black boots and jeans with a brown handbag on her shoulder.,"[""A woman"", ""black jacket"", ""walking"", ""black boots"", ""jeans"", ""brown handbag"", ""on her shoulder""]","[""walking"", ""black jacket"", ""black boots"", ""jeans"", ""brown handbag""]","[""A woman"", ""black jacket"", ""walking"", ""black boots"", ""jeans"", ""brown handbag""]","[""A woman"", ""walking"", ""black jacket"", ""black boots"", ""jeans"", ""brown handbag""]"
697,Here is a picture of a man kissing his wife at a park and his wife is taking a picture of them kissing.,"[""man"", ""kissing"", ""wife"", ""taking a picture""]","[""wife""]","[""man kissing his wife"", ""his wife is taking a picture of them kissing""]","[""man kissing his wife"", ""taking a picture""]"
698,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear.,"[""martial arts demonstration"", ""two swords"", ""a Chinese spear""]","[""martial arts demonstration"", ""two swords"", ""a Chinese spear""]","[""martial arts demonstration"", ""a man with two swords"", ""a woman with a Chinese spear""]","[""martial arts demonstration"", ""a man with two swords"", ""faces"", ""a woman with a Chinese spear""]"
699,a lady and a kid in a strawberry ride,"[""kid"", ""strawberry ride"", ""and""]","[""a lady"", ""a kid"", ""in a strawberry ride""]","[""a lady"", ""and"", ""kid"", ""in a"", ""strawberry ride""]","[""lady"", ""kid"", ""in a"", ""strawberry ride""]"
700,People gathering outside with signs.,"[""gathering"", ""signs""]","[""People"", ""gathering outside with signs""]","[""gathering outside"", ""signs""]","[""gathering with signs""]"
701,A man with tattoo's is reflecting light to a stage.,"[""with tattoo's""]","[""with tattoo's""]","[""A man with tattoo's""]","[""A man with tattoo's""]"
702,"Three kids, one holding a closed umbrella, run around on a sidewalk next to a river.","[""one holding a closed umbrella"", ""run around""]","[""kids"", ""one"", ""holding"", ""umbrella"", ""run around""]","[""one holding a closed umbrella"", ""run around""]","[""one holding a closed umbrella"", ""run around""]"
703,This is an Asian Woman looking at shoes to purchase at a local swap meet.,"[""an Asian Woman"", ""looking at shoes to purchase"", ""at a local swap meet""]","[""an Asian Woman"", ""looking at shoes to purchase at a local swap meet""]","[""an Asian Woman"", ""looking at"", ""shoes""]","[""Asian Woman"", ""looking at shoes to purchase"", ""at a local swap meet""]"
704,"A dad and his son, both in green, smile in a field of flowers.","[""field of flowers""]","[""field of flowers""]","[""in a field of flowers""]","[""a field of flowers""]"
705,A man preparing food in a kitchen.,"[""man"", ""in a kitchen""]","[""man"", ""in a kitchen""]","[""man"", ""kitchen""]","[""man"", ""kitchen""]"
706,A woman cooking in a big pan outside.,"[""cooking"", ""in a big pan"", ""outside""]","[""cooking""]","[""A woman"", ""cooking""]","[""cooking""]"
707,1 guys running with a white ball football in sand while another chases him.,"[""sand""]","[""sand""]","[""sand""]","[""in sand""]"
708,A woman is standing near a public phone outside a bookstore on a city street.,"[""standing near""]","[""standing near"", ""public phone""]","[""standing near"", ""public phone""]","[""standing near""]"
709,A windsurfer is balancing on choppy water.,"[""balancing on choppy water""]","[""balancing on choppy water""]","[""balancing"", ""on choppy water""]","[""balancing on choppy water""]"
711,A man in a hat is making digital music.,"[""A man"", ""making digital music""]","[""A man in a hat"", ""making digital music""]","[""A man"", ""making digital music""]","[""A man"", ""making digital music""]"
712,maintenance or construction workers on a work site on a busy city street,"[""workers""]","[""workers""]","[""workers""]","[""workers""]"
713,Many people are walking down a street surrounded by old buildings.,"[""old buildings""]","[""walking"", ""street surrounded by old buildings""]","[""surrounded by old buildings""]","[""old buildings"", ""street""]"
714,A group of people eating at a restaurant.,"[""A group of people"", ""eating at a restaurant""]","[""A group of people"", ""eating at a restaurant""]","[""A group of people"", ""eating at a restaurant""]","[""A group of people"", ""eating at a restaurant""]"
715,A young man in a black t-shirt plays Croquet with an inflatable mallet.,"[""plays"", ""inflatable mallet""]","[""plays"", ""inflatable mallet""]","[""plays Croquet"", ""inflatable mallet""]","[""plays"", ""inflatable mallet""]"
718,A girl with blond spiky hair and a black jacket walking along a sidewalk.,"[""blond"", ""spiky hair""]","[""blond spiky hair""]","[""blond spiky hair""]","[""blond spiky hair""]"
719,A welder on duty taking a break.,"[""taking a break""]","[""taking a break""]","[""taking a break""]","[""taking a break""]"
720,Two children practicing karate.,"[""practicing karate""]","[""practicing karate""]","[""practicing karate""]","[""practicing karate""]"
721,A boy in a bathing suit serves a volleyball.,"[""serves a volleyball""]","[""serves a volleyball""]","[""A boy"", ""serves a volleyball""]","[""serves a volleyball""]"
722,A woman with a red basketball jersey is holding a basketball and looking up.,"[""woman"", ""basketball jersey""]","[""woman"", ""basketball jersey""]","[""A woman"", ""basketball jersey""]","[""A woman"", ""basketball jersey""]"
723,A little girl smiles as she wears a white bowl on the top of her head.,"[""little girl""]","[""little girl""]","[""little girl""]","[""little girl""]"
724,A few girls with green foam statue of liberty hats on a train,"[""green foam statue of liberty hats"", ""on a train""]","[""A few girls"", ""Statue of Liberty hats""]","[""statue of liberty hats"", ""on a train""]","[""A few"", ""statue of liberty hats""]"
725,A cat swatting at a doberman dog,"[""swatting""]","[""swatting""]","[""swatting""]","[""swatting""]"
726,A small white dog running.,"[""small"", ""white"", ""dog"", ""running""]","[""small"", ""white dog"", ""running""]","[""small"", ""dog"", ""running""]","[""small"", ""white"", ""dog"", ""running""]"
727,A woman wearing a sweatshirt and cap chats with a healthcare provider while receiving intravenous medicine.,"[""woman"", ""healthcare provider"", ""receiving intravenous medicine""]","[""receiving intravenous medicine""]","[""receiving intravenous medicine""]","[""receiving intravenous medicine""]"
728,An electrician is observed from a birds eye view working on a transformer box.,"[""working on""]","[""working on""]","[""working on a transformer box""]","[""working""]"
729,Two guys in blue shirts are standing on top of a construction surface doing construction work.,"[""construction surface"", ""construction work""]","[""guys"", ""construction surface"", ""doing construction work""]","[""construction surface"", ""doing construction work""]","[""construction surface"", ""construction work""]"
