id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
475,A surfer does a flip on a wave.,"[""does a flip"", ""on a wave""]","[""does a flip"", ""on a wave""]","[""surfer"", ""on a wave""]","[""surfer"", ""does a flip"", ""on a wave""]"
476,A little boy aims a basketball at the hoop.,"[""aims a basketball at the hoop"", ""hoop""]","[""aims a basketball at the hoop""]","[""a little boy"", ""aims a basketball at the hoop""]","[""aims a basketball at the hoop""]"
479,The cute baby in a diaper and shirt plays in the dirt.,"[""baby"", ""plays in the dirt""]","[""baby"", ""plays in the dirt""]","[""baby"", ""plays in the dirt""]",[]
481,A blank wall of whiteness.,"[""blank"", ""wall"", ""whiteness""]","[""blank"", ""wall"", ""whiteness""]","[""blank"", ""wall"", ""whiteness""]","[""whiteness"", ""blank""]"
483,a man pushes a boy on a zip line.,"[""pushes"", ""boy"", ""on a zip line""]","[""pushes"", ""boy"", ""on a zip line""]","[""pushes"", ""boy"", ""zip line""]","[""pushes"", ""boy"", ""zip line""]"
484,A man wearing all black walking down the sidewalk looking at his I-Pod.,"[""man"", ""wearing all black""]","[""man"", ""all black""]","[""wearing all black""]","[""man"", ""wearing all black""]"
485,A man in a black shirt is playing bowling where the pins are replaced with spray paint cans and there is a graffiti filled wall in the background.,"[""A man"", ""playing bowling"", ""pins are replaced with spray paint cans"", ""graffiti filled wall in the background""]","[""A man"", ""playing bowling"", ""pins are replaced with spray paint cans"", ""graffiti filled wall""]","[""A man"", ""playing bowling"", ""spray paint cans"", ""graffiti filled wall""]","[""A man"", ""playing bowling"", ""pins are replaced with spray paint cans"", ""graffiti filled wall"", ""in the background""]"
486,A shirtless man in blue pants repairs a steel tea pot.,"[""shirtless"", ""man"", ""blue pants""]","[""shirtless"", ""blue pants""]","[""shirtless"", ""blue pants""]","[""shirtless""]"
487,a woman in a blue shirt sitting on a red couch,"[""woman"", ""blue shirt"", ""sitting"", ""red couch""]","[""blue"", ""red"", ""sitting on""]","[""blue shirt"", ""red couch""]","[""blue shirt"", ""red couch""]"
489,A group of men in a yellow boat with their dogs.,"[""boat"", ""dogs""]","[""boat"", ""dogs""]","[""men"", ""dogs"", ""yellow boat""]","[""men"", ""boat"", ""dogs""]"
490,A little girl is hugging a woman.,"[""girl"", ""hugging"", ""woman""]","[""little girl"", ""hugging"", ""woman""]","[""little girl"", ""hugging"", ""woman""]","[""hugging"", ""a woman""]"
491,A soccer player prepares for a corner kick.,"[""prepares for a corner kick""]","[""prepares for a corner kick""]","[""soccer player"", ""prepares for a corner kick""]","[""prepares for a corner kick""]"
492,A heavyset man running a Pro-Saw concrete saw with a piece of white construction equipment in the background.,"[""piece of white construction equipment"", ""in the background""]","[""piece of white construction equipment""]","[""a piece of white construction equipment"", ""in the background""]","[""a piece of white construction equipment in the background""]"
493,A dog walking through a small stream with a rag in his mouth.,"[""walking through a small stream"", ""rag in his mouth""]","[""walking through a small stream"", ""a rag in his mouth""]","[""walking through a small stream"", ""rag""]","[""walking through a small stream"", ""rag in his mouth""]"
495,Two girls cleaning a floor.,"[""Two girls cleaning a floor""]","[""cleaning a floor""]","[""cleaning a floor""]","[""cleaning a floor""]"
496,A group of children play jump rope in the streets while others watch in the background.,"[""children play jump rope"", ""the streets"", ""others watch""]","[""play jump rope"", ""the streets""]","[""play jump rope"", ""streets""]","[""play jump rope"", ""streets""]"
497,"Four men are rollerskating in a line, with the last three holding onto the hips of the man ahead of them.",[],"[""Four men"", ""rollerskating""]","[""men""]","[""men"", ""rollerskating""]"
499,An Asian man is standing on a busy sidewalk as people walk by with bags.,"[""Asian man"", ""standing on a busy sidewalk""]","[""Asian man"", ""busy sidewalk"", ""standing"", ""people walk by with bags""]","[""An Asian man"", ""busy sidewalk""]","[""Asian man"", ""standing on a busy sidewalk"", ""people walk by with bags""]"
500,A dog is plling a very large branch out of the water.,"[""plling""]","[""plling a very large branch out of the water""]","[""plling"", ""branch""]","[""plling a very large branch out of the water""]"
501,Three women down the street with trees in the background.,"[""women"", ""down the street"", ""trees""]","[""Three women"", ""down the street"", ""trees in the background""]","[""down the street"", ""women""]","[""Three women"", ""down the street"", ""trees""]"
502,a girl in a blue hoodie is carrying a brown bag,"[""a girl in a blue hoodie is carrying a brown bag""]","[""a girl in a blue hoodie is carrying a brown bag""]","[""a girl in a blue hoodie is carrying a brown bag""]","[""a girl in a blue hoodie"", ""is carrying"", ""a brown bag""]"
503,A tennis player on a tennis court bent over and running.,"[""tennis player"", ""tennis court"", ""bent over and running""]","[""tennis player"", ""tennis court"", ""bent over"", ""running""]","[""tennis player"", ""tennis court"", ""bent over and running""]","[""tennis player"", ""tennis court""]"
504,A man in a flannel shirt and denim overalls working with tools in a workshop.,"[""working with tools"", ""in a workshop""]","[""working with tools in a workshop""]","[""man"", ""working with tools"", ""workshop""]","[""working with tools in a workshop"", ""tools"", ""workshop""]"
505,A door in a tall concrete wall,"[""door""]","[""door""]","[""A door"", ""wall""]","[""A door""]"
506,A young girl with a pink headband hits a dish and pan with chopsticks.,"[""A young girl"", ""hits a dish""]","[""hits a dish and pan""]","[""A young girl"", ""hits"", ""a dish""]","[""A young girl"", ""hits"", ""a dish""]"
507,Two dogs playing with the same red toy.,"[""playing""]","[""playing""]","[""playing""]","[""playing with the same red toy""]"
508,Road crew dressed in safety green shirts are standing near a white 4 x 4 truck.,"[""Road crew"", ""white 4 x 4 truck"", ""standing near""]","[""Road crew"", ""white 4 x 4 truck"", ""standing near""]","[""road crew"", ""white 4 x 4 truck""]","[""Road crew"", ""white 4 x 4 truck""]"
509,A man wearing a green jacket is holding onto a baby in an orange bonnet.,"[""man wearing a green jacket"", ""holding onto a baby"", ""baby in an orange bonnet""]","[""man"", ""holding onto a baby""]","[""A man"", ""is holding onto"", ""a baby""]","[""man"", ""holding onto a baby"", ""baby""]"
510,A woman with a white tank top and red sunglasses holding a volleyball.,"[""A woman"", ""white tank top"", ""red sunglasses"", ""holding a volleyball""]","[""A woman"", ""white tank top"", ""red sunglasses"", ""holding a volleyball""]","[""A woman"", ""holding a volleyball""]","[""holding a volleyball""]"
511,"A crowded marketplace is filled with people, including women with their heads covered with veils.","[""women with their heads covered with veils"", ""marketplace""]","[""marketplace"", ""women"", ""covered with veils""]","[""women with their heads covered with veils"", ""marketplace""]","[""women"", ""heads covered with veils"", ""marketplace""]"
512,Black dog with blue string in its mouth.,"[""dog"", ""string in its mouth""]","[""dog"", ""blue string"", ""in its mouth""]","[""blue string"", ""in its mouth""]","[""blue string"", ""in its mouth""]"
513,Some plants are growing near the window.,"[""Some plants""]","[""Some plants are growing near the window""]","[""plants"", ""growing near the window""]","[""plants"", ""growing""]"
514,A woman with a large purse and boots walking in a marble-looking hall.,"[""A woman with a large purse and boots"", ""marble-looking hall""]","[""woman"", ""large purse"", ""boots"", ""marble-looking""]","[""large purse"", ""boots"", ""marble-looking hall""]","[""large purse"", ""boots"", ""marble-looking hall""]"
516,Three motorcycles with people on them going either shopping or to work.,"[""motorcycles"", ""people on them"", ""shopping or to work""]","[""Three motorcycles with people on them"", ""going either shopping or to work""]","[""Three motorcycles"", ""with people on them"", ""going either shopping or to work""]","[""Three motorcycles"", ""people on them"", ""going either shopping or to work""]"
517,A woman in a black bikini jumps into the water.,"[""woman"", ""jumps into the water""]","[""woman"", ""jumps into the water""]","[""woman in a black bikini"", ""jumps into the water""]","[""woman in a black bikini"", ""jumps into the water""]"
519,Two people are sitting on a wooden bench by trees in front of a white building.,"[""sitting""]","[""sitting"", ""trees""]","[""sitting"", ""by trees""]","[""sitting"", ""in front of a white building""]"
524,Two basketball players corner an opponent.,"[""basketball players""]","[""basketball players"", ""corner an opponent""]","[""basketball players"", ""corner an opponent""]","[""Two basketball players"", ""corner an opponent""]"
526,"Two dogs, one light brown and one gray, play outdoors on the grass.","[""dogs"", ""play outdoors on the grass""]","[""dogs"", ""play outdoors on the grass""]","[""dogs"", ""play outdoors on the grass""]","[""dogs"", ""play outdoors on the grass""]"
529,The woman is placing an orange rose as a boutonniere on the man's suit jacket collar.,"[""orange rose"", ""boutonniere"", ""woman"", ""man's"", ""jacket""]","[""woman"", ""suit jacket""]","[""boutonniere"", ""jacket"", ""orange rose"", ""woman"", ""man""]","[""orange rose"", ""boutonniere"", ""suit jacket""]"
530,The mountaintop is filled with snow.,"[""mountaintop"", ""snow""]","[""mountaintop"", ""snow""]","[""mountaintop"", ""snow""]","[""mountaintop"", ""snow""]"
531,An older Asian man is baking bread sticks in an oven.,"[""older Asian man"", ""baking bread sticks""]","[""older Asian man"", ""baking bread sticks""]","[""older Asian man"", ""baking bread sticks""]","[""older Asian man"", ""baking bread sticks""]"
532,A bride and groom are holding hands at a wedding ceremony.,"[""bride"", ""groom"", ""holding hands"", ""wedding ceremony""]","[""bride"", ""groom"", ""holding hands""]","[""A bride and groom"", ""wedding ceremony""]","[""bride and groom"", ""holding hands""]"
535,Two men in dress shirts and holding microphones sing together.,"[""microphones"", ""sing together""]","[""microphones"", ""sing together""]","[""sing together"", ""microphones""]","[""microphones"", ""sing together""]"
538,Two guys are welding a large black pipe,"[""guys"", ""pipe""]","[""guys"", ""pipe""]","[""Two guys"", ""large black pipe""]","[""guys"", ""welding"", ""pipe""]"
539,A large group of what appear to be Indian women and children stand for a photo outside of a building.,"[""group of what appear to be Indian women and children""]","[""women""]","[""A large group of what appear to be Indian women and children""]","[""women and children""]"
540,Three young people drink beers at a bar.,"[""Three young people"", ""drink beers"", ""at a bar""]","[""young people"", ""drink beers""]","[""Three"", ""young people"", ""drink beers"", ""at a bar""]","[""young people"", ""drink beers""]"
541,"A group of women and a quilt that says ""Peace Knits"".","[""women"", ""quilt"", ""Peace Knits""]","[""women"", ""Peace Knits""]","[""quilt"", ""Peace Knits""]","[""women"", ""quilt"", ""Peace Knits""]"
542,Two men sit at a table on the sidewalk under a francisco street sign,"[""sit""]","[""sit""]","[""sit""]","[""sit""]"
543,A man is sitting on a silver scooter.,"[""man"", ""silver""]","[""man"", ""sitting on"", ""silver"", ""scooter""]","[""man"", ""sitting"", ""silver scooter""]","[""silver scooter""]"
544,A girl in a bikini in climbing rocks.,"[""climbing rocks"", ""rocks""]","[""A girl in a bikini"", ""climbing rocks""]","[""climbing rocks""]","[""climbing rocks""]"
545,A tattoo artist concentrating as he works on creating a tattoo for a customer.,"[""tattoo artist""]","[""tattoo artist"", ""creating a tattoo""]","[""tattoo artist"", ""creating a tattoo""]","[""tattoo artist"", ""tattoo""]"
546,A man with a dog.,"[""man with a dog""]","[""A man"", ""a dog""]","[""man"", ""dog""]","[""man"", ""with"", ""dog""]"
547,A man in an orange jacket and pants standing in the street looking at a orange truck.,"[""man"", ""standing"", ""in the street""]","[""man"", ""standing in the street""]","[""man"", ""standing"", ""street""]","[""A man"", ""standing"", ""in the street""]"
548,Fisherman on boat grabbing a net filled with what appears to be clams.,"[""Fisherman"", ""grabbing a net filled with what appears to be clams""]","[""Fisherman"", ""grabbing a net filled with what appears to be clams""]","[""Fisherman"", ""grabbing a net filled with what appears to be clams""]","[""Fisherman"", ""grabbing a net"", ""clams""]"
549,A shirtless man wearing light blue shorts and a baseball cap stands at the front of a boat.,"[""stands at the front of a boat"", ""shirtless"", ""light blue shorts"", ""baseball cap""]","[""man"", ""stands at the front"", ""boat""]","[""man"", ""stands"", ""front of a boat""]","[""man"", ""standing"", ""at the front of a boat"", ""shirtless"", ""wearing light blue shorts"", ""a baseball cap""]"
550,A young oriental man naps on a bench with his bookbag behind his head.,"[""young oriental man"", ""naps"", ""bookbag""]","[""young oriental man"", ""naps""]","[""young oriental man"", ""naps"", ""bench"", ""bookbag""]","[""young oriental man"", ""naps"", ""bookbag""]"
551,A male soccer player kicks the soccer ball with his right foot.,"[""male soccer player"", ""kicks the soccer ball with his right foot""]","[""male soccer player"", ""kicks"", ""with his right foot""]","[""male soccer player"", ""kicks the soccer ball with his right foot""]","[""male soccer player"", ""kicks the soccer ball with his right foot""]"
553,A tan dog jumps up to catch a tennis ball.,"[""dog"", ""jumps up""]","[""jumps""]","[""dog"", ""jumps up""]","[""jumps up"", ""catch a tennis ball""]"
555,A man is riding a motorcycle through the streets of an Indian bazaar.,"[""motorcycle"", ""riding""]","[""man"", ""riding a motorcycle""]","[""A man"", ""riding a motorcycle""]","[""motorcycle"", ""riding a motorcycle""]"
556,A couple sitting on a couch both make humorous faces.,"[""make humorous faces""]","[""A couple"", ""make humorous faces""]","[""couple"", ""make humorous faces""]","[""make humorous faces""]"
557,"A man in a green shirt, wearing glasses, cooking meat on a grill outside.","[""man"", ""cooking meat on a grill outside""]","[""man"", ""cooking meat on a grill outside""]","[""man"", ""cooking meat on a grill outside""]","[""cooking meat on a grill""]"
558,A group of people gather on a basketball court as one person jumps for the ball.,"[""group of people"", ""gather on a basketball court"", ""jumps for the ball""]","[""group of people"", ""jumps for the ball""]","[""A group of people"", ""one person"", ""jumps for the ball"", ""basketball court""]","[""group of people"", ""gather on a basketball court"", ""jumps for the ball""]"
559,Two young men playing electric guitars in a grunge-type setting.,"[""playing electric guitars"", ""grunge-type""]","[""playing electric guitars"", ""young men""]","[""playing electric guitars"", ""grunge-type"", ""Two young men""]","[""young men"", ""playing electric guitars""]"
560,A woman and a man sitting on a bench in front of a restaurant.,"[""on a bench"", ""in front of a restaurant""]","[""A woman and a man"", ""sitting"", ""on a bench"", ""in front of a restaurant""]","[""a bench"", ""in front of a restaurant""]","[""A woman and a man"", ""sitting"", ""on a bench"", ""in front of a restaurant""]"
561,A black and a black dog are running.,"[""dog"", ""running""]","[""A black"", ""a black dog"", ""running""]","[""black"", ""and"", ""dog"", ""running""]","[""black and a black dog"", ""running""]"
562,A black and white dog is playing with a ball on a lawn.,"[""A black and white dog"", ""is playing with a ball"", ""on a lawn""]","[""A black and white dog"", ""playing with a ball"", ""on a lawn""]","[""black and white dog""]","[""black and white dog"", ""playing with a ball""]"
563,The journey is temporarily delayed by mechanical malfunctions.,"[""mechanical malfunctions"", ""delayed"", ""journey""]","[""temporarily delayed"", ""mechanical malfunctions""]","[""delayed"", ""mechanical malfunctions""]","[""temporarily delayed"", ""mechanical malfunctions""]"
564,"Three people in shorts, two shirtless are in front of an Asian storefront, one resting in a chair and the other two cleaning and watering.","[""resting"", ""cleaning"", ""watering"", ""in front of an Asian storefront""]","[""in front of an Asian storefront"", ""cleaning and watering"", ""resting in a chair""]","[""in front of an Asian storefront""]","[""shorts"", ""shirtless"", ""resting in a chair"", ""cleaning"", ""watering""]"
565,The Beijing Olympics is being set up.,"[""Beijing Olympics"", ""being set up""]","[""Beijing Olympics"", ""being set up""]","[""Beijing Olympics"", ""set up""]","[""The Beijing Olympics"", ""is being set up""]"
567,Men working on a building.,"[""Men"", ""working""]","[""Men""]","[""working""]","[""Men"", ""working""]"
568,"A cook grills up hamburger patties in the window, exposing the kitchen to the view of people on the street.","[""grills up hamburger patties"", ""exposing the kitchen to the view of people on the street""]","[""cook"", ""grills up hamburger patties"", ""kitchen""]","[""grills up hamburger patties"", ""exposing the kitchen to the view of people on the street""]","[""grills up hamburger patties"", ""exposing the kitchen to the view of people on the street""]"
569,Reflections from the firemen's uniforms.,"[""Reflections"", ""firemen's uniforms""]","[""Reflections"", ""firemen's uniforms""]","[""Reflections"", ""firemen's uniforms""]","[""Reflections"", ""firemen's uniforms""]"
570,Two guys dressed in vests and dress pants.,"[""Two guys dressed in vests and dress pants""]","[""guys"", ""vests and dress pants""]","[""Two guys dressed in vests and dress pants""]","[""vests"", ""dress pants""]"
573,Group of people dancing,"[""Group of people dancing""]","[""dancing""]","[""dancing""]","[""Group of people dancing""]"
574,Two people are in a sky carriage.,"[""Two people"", ""sky carriage""]","[""Two people""]","[""people""]","[""Two people"", ""sky carriage""]"
575,"Two men sit on a park bench, watching the river roll by, as a dog stands off to the side.","[""Two men"", ""sit on a park bench"", ""watching"", ""the river"", ""a dog""]","[""Two men"", ""watching the river"", ""a dog"", ""stands""]","[""Two men"", ""watching the river"", ""a dog""]","[""Two men"", ""watching the river"", ""a dog""]"
577,A little girl is riding on the front of a shopping cart in a store.,"[""A little girl""]","[""little girl""]","[""little girl"", ""riding on the front of a shopping cart""]",[]
578,A man on a half pipe doing a skateboard trick.,"[""doing a skateboard trick""]","[""doing a skateboard trick""]","[""A man"", ""on a half pipe"", ""doing a skateboard trick""]","[""doing a skateboard trick""]"
579,A old male with a bear sitting down with a circular piece of metal.,"[""old male"", ""sitting down"", ""bear"", ""circular piece of metal""]","[""old male"", ""sitting down"", ""a bear"", ""a circular piece of metal""]","[""old male"", ""sitting down"", ""bear"", ""circular piece of metal""]","[""old male"", ""sitting down"", ""bear"", ""circular piece of metal""]"
580,A white man on a phone sits at a very messy desk.,"[""man"", ""sits"", ""at a very messy desk"", ""phone""]","[""A white man on a phone sits at a very messy desk.""]","[""white man"", ""desk""]","[""man on a phone""]"
581,A man is carrying a bag in his left hand.,"[""carrying a bag"", ""in his left hand""]","[""carrying"", ""left hand""]","[""carrying"", ""left hand""]","[""carrying a bag"", ""in his left hand""]"
583,There are three ladies walking down a busy street.,"[""three"", ""ladies""]","[""three"", ""ladies""]","[""three ladies"", ""street""]","[""three"", ""ladies""]"
584,Riders waiting to get on the train.,"[""Riders"", ""waiting to get on the train"", ""train""]","[""Riders"", ""waiting to get on the train""]","[""Riders"", ""waiting to get on the train""]","[""Riders"", ""waiting to get on the train""]"
586,A boy in a red shirt riding a bike.,"[""boy"", ""riding a bike""]","[""boy"", ""riding a bike""]","[""boy"", ""riding a bike""]","[""A boy"", ""riding a bike""]"
587,A small child stands in front of short white table.,"[""small child"", ""short white table""]","[""small child"", ""stands""]","[""small child"", ""stands"", ""short white table""]","[""small child"", ""short white table""]"
588,A dog with golden fur is chest deep in water.,"[""dog with golden fur"", ""chest deep in water""]","[""dog with golden fur"", ""chest deep in water""]","[""dog with golden fur"", ""chest deep in water""]","[""dog with golden fur"", ""chest deep in water""]"
589,"A woman with a white shirt is standing near a couple in front of a store called ""Concepts.""","[""standing"", ""near a couple in front of a store called \""Concepts.\""""]","[""standing"", ""near a couple in front of a store"", ""white shirt""]","[""A woman"", ""is standing near a couple in front of a store""]","[""A woman"", ""is standing"", ""near a couple in front of a store called \""Concepts.\""""]"
590,A woman is wearing a sun cap by a red stand.,"[""woman"", ""wearing a sun cap"", ""by a red stand""]","[""A woman"", ""is wearing"", ""a sun cap""]","[""sun cap"", ""A woman"", ""by a red stand""]","[""woman"", ""wearing a sun cap"", ""by a red stand""]"
591,Two men are playing baseball.,"[""playing baseball""]","[""Two men"", ""playing baseball""]","[""Two men"", ""playing baseball""]","[""Two men"", ""playing baseball""]"
592,These girls are in uniforms and are playing field hockey.,"[""girls"", ""playing field hockey"", ""field""]","[""These girls"", ""uniforms"", ""field hockey"", ""in uniforms"", ""playing field hockey""]","[""girls"", ""playing field hockey""]","[""girls"", ""playing field hockey""]"
593,"Six children, boys and girls, jumping into a swimming pool.","[""children"", ""jumping"", ""swimming pool""]","[""children"", ""boys and girls"", ""jumping"", ""swimming pool""]","[""jumping into a swimming pool""]","[""children"", ""jumping"", ""swimming pool""]"
594,"A man walking across a crosswalk with long hair, a green hoodie, and a backpack.","[""A man walking across a crosswalk""]","[""walking across a crosswalk"", ""a crosswalk""]","[""man"", ""walking across a crosswalk""]","[""walking across a crosswalk"", ""long hair"", ""green hoodie"", ""backpack""]"
596,Boy in Red uniform holding up trophy.,"[""Boy"", ""Red uniform"", ""trophy""]","[""Boy"", ""Red uniform"", ""holding up"", ""trophy""]","[""Boy"", ""trophy""]","[""Boy"", ""holding up"", ""trophy""]"
597,Smiling young girl wearing pink headband and lavender shirt,"[""smiling young girl"", ""wearing pink headband and lavender shirt""]","[""Smiling young girl"", ""pink headband"", ""lavender shirt""]","[""girl"", ""pink headband"", ""lavender shirt""]","[""Smiling young girl"", ""wearing pink headband and lavender shirt""]"
598,A man is kneeling on the sidewalk to talk to a little girl.,"[""kneeling""]","[""kneeling"", ""sidewalk"", ""man"", ""little girl"", ""to talk to""]","[""kneeling""]","[""kneeling"", ""sidewalk""]"
599,Two African-American people are sitting on a couch and chair looking at something.,"[""looking at something""]","[""looking at something""]","[""looking at something""]","[""looking at something""]"
600,A baseball player in a blue uniform beats a runner to the base.,"[""baseball player""]","[""baseball player"", ""beats a runner to the base""]","[""baseball player""]","[""baseball player"", ""uniform"", ""beats a runner to the base""]"
602,Two girls wearing identical outfits are performing what appears to be a tap dance routine.,"[""performing"", ""tap dance routine""]","[""Two girls"", ""performing"", ""tap dance routine""]","[""Two girls"", ""performing"", ""tap dance routine""]","[""tap dance routine""]"
603,A player either fielding a high pass or going up for a shot while being defended on the basketball court.,"[""fielding a high pass"", ""going up for a shot"", ""basketball""]","[""fielding a high pass"", ""going up for a shot"", ""basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""player"", ""basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""on the basketball court""]"
604,"A man dressed in black is attaching a tow-bar to a dark blue, wrecked SUV.","[""dark blue""]","[""black"", ""dark blue"", ""attaching a tow-bar""]","[""dark blue""]","[""dark blue, wrecked""]"
605,"The mother is in the kitchen cleaning, she has her cleaning clothes on.","[""The mother is in the kitchen cleaning"", ""cleaning clothes""]","[""mother"", ""in the kitchen"", ""cleaning"", ""cleaning clothes""]","[""The mother is in the kitchen cleaning"", ""cleaning clothes""]","[""cleaning"", ""kitchen"", ""cleaning clothes""]"
606,One man in a white robe with a microphone is reading off a sheet of paper to a crowd of people.,"[""reading off a sheet of paper""]","[""man"", ""white robe"", ""microphone"", ""reading off a sheet of paper"", ""to a crowd of people""]","[""One man in a white robe"", ""with a microphone"", ""reading"", ""off a sheet of paper"", ""to a crowd of people""]","[""One man"", ""reading off a sheet of paper"", ""to a crowd of people""]"
607,A blond girl and two American flags,"[""blond girl"", ""and"", ""American flags""]","[""blond girl"", ""two American flags""]","[""A blond girl"", ""and"", ""two American flags""]","[""A blond girl"", ""and"", ""two American flags""]"
609,A group of people on a large boulder all wearing life vests.,"[""group of people"", ""on a large boulder"", ""wearing life vests""]","[""A group of people"", ""on a large boulder"", ""all wearing life vests""]","[""a group of people"", ""on a large boulder"", ""wearing life vests""]","[""group of people"", ""large boulder"", ""wearing life vests""]"
610,Three women are out having a drink together.,"[""Three women"", ""together""]","[""women""]",[],"[""Three women are out having a drink together""]"
611,A brown dog is laying on its back on the grass with a ball in its mouth.,"[""brown dog"", ""a ball in its mouth""]","[""brown dog"", ""with a ball in its mouth""]","[""ball"", ""in its mouth""]","[""brown dog"", ""a ball in its mouth""]"
612,Person walking across a snow covered mountain.,"[""walking"", ""mountain""]","[""mountain"", ""walking across""]","[""walking across"", ""snow covered mountain""]","[""mountain"", ""walking across""]"
613,A small white dog stands on its hind legs.,"[""dog"", ""stands on its hind legs""]","[""small white dog"", ""stands on its hind legs""]","[""dog"", ""stands on its hind legs""]","[""dog"", ""stands"", ""hind legs""]"
614,A man in glasses is eating food.,"[""eating food""]","[""eating food"", ""glasses""]","[""man"", ""eating food""]","[""eating food""]"
615,Asian people standing on the street waiting for a bus.,"[""Asian people"", ""on the street"", ""waiting for a bus""]","[""Asian people"", ""waiting for a bus""]","[""Asian people"", ""waiting for a bus""]","[""Asian people"", ""street""]"
616,"Two lacrosse teams- one in black and orange, and the other in blue and white- play on a grass field.","[""lacrosse teams"", ""play"", ""grass field""]","[""lacrosse teams"", ""play"", ""on a grass field""]","[""lacrosse teams"", ""black"", ""orange"", ""blue"", ""white"", ""grass field""]","[""lacrosse teams"", ""play"", ""grass field""]"
617,A man sits outside in the partial shade in a hammock reading something.,"[""reading something"", ""sitting outside in the partial shade in a hammock""]","[""reading something"", ""outside in the partial shade in a hammock""]","[""reading something""]","[""reading something"", ""sits outside in the partial shade in a hammock""]"
618,A man carving a pumpkin in his boxers.,"[""in his boxers""]","[""in his boxers""]","[""carving a pumpkin"", ""in his boxers""]","[""man"", ""carving a pumpkin"", ""in his boxers""]"
619,"A baby shower was held for the new mother, there was a lovely cake in pink and white, and strawberries and punch for refreshments.","[""punch""]","[""strawberries"", ""punch""]","[""cake"", ""punch""]","[""strawberries"", ""punch""]"
620,Two guys in jackets with the hoods on making a pose for the camera on the beach.,"[""making a pose"", ""the beach"", ""jackets with the hoods on""]","[""Two guys"", ""jackets"", ""hoods on"", ""making a pose"", ""camera"", ""beach""]","[""Two guys"", ""in jackets with the hoods on"", ""making a pose"", ""for the camera"", ""on the beach""]","[""making a pose""]"
622,"A sleeping man lays on a bench, resting on the lap of an older, sleeping man.","[""A sleeping man"", ""lays on a bench"", ""resting""]","[""man"", ""lays on a bench""]","[""A sleeping man"", ""lays on a bench"", ""resting""]","[""A sleeping man"", ""lays on a bench"", ""resting""]"
623,A horse and jockey jumping over a barrier.,"[""jumping over a barrier"", ""barrier""]","[""jumping over a barrier""]","[""horse"", ""jockey"", ""jumping over"", ""barrier""]","[""horse"", ""jockey"", ""jumping over a barrier""]"
624,Two people standing in a road with a crashed motorcycle.,"[""Two people"", ""standing"", ""crashed motorcycle""]","[""crashed motorcycle"", ""Two people""]","[""Two people standing"", ""crashed motorcycle""]","[""crashed motorcycle"", ""people standing""]"
625,A man in blue shirt is staring on something.,"[""staring on something""]","[""staring""]","[""man"", ""staring""]","[""staring""]"
626,A boy wearing a flowered shirt raises his arm and jumps.,"[""raises his arm"", ""jumps"", ""wearing a flowered shirt""]","[""raises his arm and jumps"", ""flowered shirt""]","[""raises his arm"", ""jumps""]","[""raises his arm and jumps"", ""wearing a flowered shirt""]"
627,A child riding a bike in a fenced in circular area in front of some water,"[""riding a bike"", ""fenced in circular area"", ""water""]","[""riding a bike""]","[""riding a bike"", ""fenced in circular area"", ""in front of some water""]","[""riding a bike"", ""fenced in circular area"", ""some water""]"
628,A football player holding a ball is being chased by the Knights team.,"[""holding a ball"", ""being chased""]","[""being chased"", ""holding a ball"", ""Knights team""]","[""A football player"", ""being chased""]","[""being chased""]"
629,Two people crossing paths in the ocean while parasailing during a clear blue day.,"[""parasailing"", ""ocean""]","[""parasailing"", ""ocean"", ""Two people""]","[""Two people"", ""crossing paths"", ""in the ocean"", ""parasailing""]","[""Two people"", ""parasailing""]"
631,A group of children are watching another child do a backflip into the water.,"[""watching"", ""do a backflip into the water""]","[""group of children"", ""watching"", ""another child"", ""do a backflip into the water""]","[""watching"", ""do a backflip"", ""into the water""]","[""A group of children"", ""watching"", ""backflip into the water""]"
632,A small dog runs through an obstacle course.,"[""dog"", ""runs"", ""obstacle course""]","[""small dog"", ""runs"", ""obstacle course""]","[""dog"", ""runs"", ""obstacle course""]","[""dog"", ""runs"", ""obstacle course""]"
633,a man& 2 woman sitting down in the park.,"[""sitting down""]","[""a man"", ""& 2 woman"", ""sitting down"", ""in the park""]","[""a man"", ""2 woman"", ""sitting down"", ""park""]","[""a man"", ""2 woman"", ""sitting down"", ""in the park""]"
634,A man holding a bottle wearing tan pants talking to security officers in front of a large poster.,"[""A man"", ""talking to security officers""]","[""A man"", ""talking"", ""security officers""]","[""talking"", ""security officers"", ""to security officers""]","[""talking"", ""security officers""]"
635,People are standing around in a semi-circle facing toward two men.,"[""standing around in a semi-circle"", ""facing toward two men""]","[""People"", ""around"", ""in a semi-circle"", ""facing toward"", ""two men""]","[""People"", ""standing around in a semi-circle"", ""facing toward two men""]","[""semi-circle"", ""facing toward two men""]"
636,An African American woman is picking tomatoes in a garden.,"[""garden""]","[""garden""]","[""in a garden"", ""An African American woman""]","[""garden""]"
637,A dog stands on his hind feet and catches a stream of water.,"[""stands on his hind feet"", ""catches a stream of water""]","[""dog"", ""stands on his hind feet"", ""catches a stream of water""]","[""dog"", ""stands on his hind feet"", ""catches a stream of water""]","[""A dog"", ""catches a stream of water""]"
