id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
589,"A woman with a white shirt is standing near a couple in front of a store called ""Concepts.""",A woman with a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ standing near a couple in front of a store called ""Concepts.""","_____ _____ _____ _____ _____ _____ _____ standing near a couple in front of a store called ""Concepts.""",0.6111,"A woman with a _____ _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ called ""Concepts.""",_____ _____ _____ _____ white shirt _____ standing near a couple in front of a store _____ _____,_____ _____ _____ _____ white shirt _____ standing near a couple in front of a store _____ _____,0.6111,"_____ _____ with a white shirt _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ called ""Concepts.""",A woman _____ _____ _____ _____ is standing near a couple in front of a store _____ _____,A woman _____ _____ _____ _____ is standing near a couple in front of a store _____ _____,0.6667,_____ _____ with a white shirt _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"A woman _____ _____ _____ _____ is standing near a couple in front of a store called ""Concepts.""","A woman _____ _____ _____ _____ is standing near a couple in front of a store called ""Concepts.""",0.7778
590,A woman is wearing a sun cap by a red stand.,A _____ is _____ _____ _____ _____ _____ _____ _____ _____,_____ woman _____ wearing a sun cap by a red stand.,_____ woman _____ wearing a sun cap by a red stand.,0.8182,_____ _____ _____ _____ _____ _____ _____ by a red stand.,A woman is wearing a sun cap _____ _____ _____ _____,A woman is wearing a sun cap _____ _____ _____ _____,0.6364,_____ _____ is wearing a _____ _____ _____ _____ _____ _____,A woman _____ _____ _____ sun cap by a red stand.,A woman _____ _____ _____ sun cap by a red stand.,0.7273,A _____ is _____ _____ _____ _____ _____ _____ _____ _____,_____ woman _____ wearing a sun cap by a red stand.,_____ woman _____ wearing a sun cap by a red stand.,0.8182
591,Two men are playing baseball.,Two men are _____ _____,_____ _____ _____ playing baseball.,Two _____ _____ playing baseball.,0.4000,_____ _____ are _____ _____,Two men _____ playing baseball.,Two men _____ playing baseball.,0.8000,_____ _____ are _____ _____,Two men _____ playing baseball.,Two men _____ playing baseball.,0.8000,_____ _____ are _____ _____,Two men _____ playing baseball.,Two men _____ playing baseball.,0.8000
592,These girls are in uniforms and are playing field hockey.,These _____ are in uniforms and are _____ _____ _____,_____ girls _____ _____ _____ _____ _____ playing field hockey.,_____ girls _____ _____ uniforms and _____ playing field hockey.,0.4000,_____ _____ are _____ _____ and are _____ _____ _____,These girls _____ in uniforms _____ _____ playing field hockey.,These girls _____ in uniforms _____ _____ playing field hockey.,0.7000,These _____ are in uniforms and are _____ _____ _____,_____ girls _____ _____ _____ _____ _____ playing field hockey.,These girls _____ in _____ _____ _____ playing field hockey.,0.4000,These _____ are in uniforms and are _____ _____ _____,_____ girls _____ _____ _____ _____ _____ playing field hockey.,_____ girls _____ _____ uniforms _____ are playing field hockey.,0.4000
593,"Six children, boys and girls, jumping into a swimming pool.","Six _____ boys and girls, _____ into a _____ _____","_____ children, _____ _____ _____ jumping _____ _____ swimming pool.","_____ children, boys and _____ jumping _____ _____ swimming pool.",0.4000,Six _____ _____ _____ _____ _____ into a _____ _____,"_____ children, boys and girls, jumping _____ _____ swimming pool.","_____ children, boys and girls, jumping _____ _____ swimming pool.",0.7000,"Six children, boys and girls, _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ jumping into a swimming pool.,_____ _____ _____ _____ _____ jumping into a swimming pool.,0.5000,"Six _____ boys and girls, _____ into a _____ _____","_____ children, _____ _____ _____ jumping _____ _____ swimming pool.","Six children, _____ and _____ jumping _____ _____ swimming pool.",0.4000
594,"A man walking across a crosswalk with long hair, a green hoodie, and a backpack.","_____ _____ _____ _____ _____ _____ with long hair, a green hoodie, and a backpack.",A man walking across a crosswalk _____ _____ _____ _____ _____ _____ _____ _____ _____,"A man walking across a crosswalk _____ _____ hair, a _____ _____ _____ _____ backpack.",0.4000,"A man _____ _____ _____ _____ with long hair, a green hoodie, and a backpack.",_____ _____ walking across a crosswalk _____ _____ _____ _____ _____ _____ _____ _____ _____,"A man walking across a crosswalk with long _____ _____ _____ hoodie, and _____ backpack.",0.2667,"A _____ _____ _____ _____ _____ with long hair, a green hoodie, and a backpack.",_____ man walking across a crosswalk _____ _____ _____ _____ _____ _____ _____ _____ _____,"_____ man walking across a crosswalk _____ long hair, a green hoodie, _____ _____ _____",0.3333,A man _____ _____ _____ _____ with _____ _____ a _____ _____ and a _____,"_____ _____ walking across a crosswalk _____ long hair, _____ green hoodie, _____ _____ backpack.","_____ _____ walking across a crosswalk _____ long hair, _____ green hoodie, _____ _____ backpack.",0.6000
596,Boy in Red uniform holding up trophy.,_____ in _____ _____ holding up _____,Boy _____ Red uniform _____ _____ trophy.,Boy _____ Red uniform _____ _____ trophy.,0.5714,_____ in _____ _____ _____ _____ _____,Boy _____ Red uniform holding up trophy.,Boy _____ Red uniform holding up trophy.,0.8571,_____ in Red uniform holding up _____,Boy _____ _____ _____ _____ _____ trophy.,Boy in _____ _____ holding up trophy.,0.2857,_____ in Red uniform _____ _____ _____,Boy _____ _____ _____ holding up trophy.,Boy _____ _____ _____ holding up trophy.,0.5714
597,Smiling young girl wearing pink headband and lavender shirt,_____ _____ _____ _____ _____ _____ _____ _____ _____,Smiling young girl wearing pink headband and lavender shirt,Smiling young girl wearing pink headband and lavender shirt,1.0000,_____ _____ _____ wearing _____ _____ and _____ _____,Smiling young girl _____ pink headband _____ lavender shirt,Smiling young girl _____ pink headband _____ lavender shirt,0.7778,Smiling young _____ wearing _____ _____ and _____ _____,_____ _____ girl _____ pink headband _____ lavender shirt,_____ _____ girl _____ pink headband _____ lavender shirt,0.5556,_____ _____ _____ _____ _____ _____ _____ _____ _____,Smiling young girl wearing pink headband and lavender shirt,Smiling young girl wearing pink headband and lavender shirt,1.0000
598,A man is kneeling on the sidewalk to talk to a little girl.,A man is _____ on the sidewalk to talk to a little girl.,_____ _____ _____ kneeling _____ _____ _____ _____ _____ _____ _____ _____ _____,A man is kneeling on the _____ to talk to a little girl.,0.0769,A _____ is _____ on the _____ _____ _____ _____ a _____ _____,_____ man _____ kneeling _____ _____ sidewalk to talk to _____ little girl.,_____ man _____ kneeling _____ _____ sidewalk to talk to _____ little girl.,0.6154,A man is _____ on the sidewalk to talk to a little girl.,_____ _____ _____ kneeling _____ _____ _____ _____ _____ _____ _____ _____ _____,A man is kneeling on the sidewalk to _____ to a little girl.,0.0769,A man is _____ on the _____ to talk to a little girl.,_____ _____ _____ kneeling _____ _____ sidewalk _____ _____ _____ _____ _____ _____,A man is kneeling on _____ sidewalk to talk to a _____ girl.,0.1538
599,Two African-American people are sitting on a couch and chair looking at something.,Two African-American people are sitting on a couch and chair _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ looking at something.,Two _____ people are sitting _____ a couch _____ chair looking at something.,0.2308,Two African-American people are sitting on a couch and chair _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ looking at something.,Two _____ _____ are sitting on _____ couch and chair looking at something.,0.2308,Two African-American people are sitting on a couch and chair _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ looking at something.,Two African-American people are _____ on _____ _____ and chair looking at something.,0.2308,Two African-American people are sitting on a couch and chair _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ looking at something.,Two African-American people are sitting on _____ _____ and _____ looking at something.,0.2308
600,A baseball player in a blue uniform beats a runner to the base.,A _____ _____ in a blue uniform beats a runner to the base.,_____ baseball player _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A baseball player in _____ blue uniform beats a runner to the _____,0.1538,A _____ _____ in a blue uniform _____ _____ _____ _____ _____ _____,_____ baseball player _____ _____ _____ _____ beats a runner to the base.,_____ baseball player _____ _____ _____ _____ beats a runner to the base.,0.6154,A _____ _____ in a blue uniform beats a runner to the base.,_____ baseball player _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A baseball player _____ _____ blue uniform beats a runner to the base.,0.1538,A _____ _____ in a blue _____ _____ _____ _____ _____ _____ _____,_____ baseball player _____ _____ _____ uniform beats a runner to the base.,_____ baseball player _____ _____ _____ uniform beats a runner to the base.,0.6923
602,Two girls wearing identical outfits are performing what appears to be a tap dance routine.,Two girls wearing identical outfits are _____ what appears to be a _____ _____ _____,_____ _____ _____ _____ _____ _____ performing _____ _____ _____ _____ _____ tap dance routine.,_____ _____ _____ identical outfits are performing _____ appears to be a tap dance routine.,0.2667,_____ _____ wearing identical outfits are _____ what appears to be a _____ _____ _____,Two girls _____ _____ _____ _____ performing _____ _____ _____ _____ _____ tap dance routine.,Two girls wearing _____ _____ _____ performing _____ appears to _____ _____ tap dance routine.,0.4000,_____ _____ wearing identical outfits are _____ what appears to be a _____ _____ _____,Two girls _____ _____ _____ _____ performing _____ _____ _____ _____ _____ tap dance routine.,Two girls _____ identical _____ _____ performing what _____ _____ be _____ tap dance routine.,0.4000,Two girls wearing identical outfits are performing what appears to be a _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ tap dance routine.,_____ _____ wearing identical outfits are performing _____ appears to be a tap dance routine.,0.2000
603,A player either fielding a high pass or going up for a shot while being defended on the basketball court.,A player either _____ _____ _____ _____ or _____ _____ _____ _____ _____ while being defended on the _____ court.,_____ _____ _____ fielding a high pass _____ going up for a shot _____ _____ _____ _____ _____ basketball _____,_____ _____ _____ fielding a high pass _____ going up for a shot _____ _____ _____ _____ _____ basketball _____,0.5000,A player either _____ _____ _____ _____ or _____ _____ _____ _____ _____ while being defended on the _____ _____,_____ _____ _____ fielding a high pass _____ going up for a shot _____ _____ _____ _____ _____ basketball court.,_____ _____ _____ fielding a high pass _____ going up for a shot _____ _____ _____ _____ _____ basketball court.,0.5500,A _____ either _____ _____ _____ _____ or _____ _____ _____ _____ _____ while being defended on the _____ _____,_____ player _____ fielding a high pass _____ going up for a shot _____ _____ _____ _____ _____ basketball court.,_____ player _____ fielding a high pass _____ going up for a shot _____ _____ _____ _____ _____ basketball court.,0.6000,A player either _____ _____ _____ _____ or _____ _____ _____ _____ _____ while being defended _____ _____ _____ _____,_____ _____ _____ fielding a high pass _____ going up for a shot _____ _____ _____ on the basketball court.,_____ _____ _____ fielding a high pass _____ going up for a shot _____ _____ _____ on the basketball court.,0.6500
604,"A man dressed in black is attaching a tow-bar to a dark blue, wrecked SUV.",A man dressed in black is attaching a tow-bar to a _____ _____ wrecked SUV.,"_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ dark blue, _____ _____","A man dressed in black is _____ a tow-bar to _____ dark blue, wrecked SUV.",0.1333,A man dressed in _____ is _____ _____ _____ to a _____ _____ wrecked SUV.,"_____ _____ _____ _____ black _____ attaching a tow-bar _____ _____ dark blue, _____ _____","A _____ _____ _____ black is attaching a tow-bar _____ a dark blue, _____ _____",0.4000,A man dressed in black is attaching a tow-bar to a _____ _____ wrecked SUV.,"_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ dark blue, _____ _____","A man dressed in black is attaching a _____ _____ a dark blue, wrecked SUV.",0.1333,A man dressed in black is attaching a tow-bar to a _____ _____ _____ SUV.,"_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ dark blue, wrecked _____","_____ man _____ in black is attaching a tow-bar to a dark blue, wrecked _____",0.2000
605,"The mother is in the kitchen cleaning, she has her cleaning clothes on.",_____ _____ _____ _____ _____ _____ _____ she has her _____ _____ on.,"The mother is in the kitchen cleaning, _____ _____ _____ cleaning clothes _____","The mother is in the kitchen cleaning, _____ _____ _____ cleaning clothes _____",0.6923,The _____ is _____ _____ _____ _____ she has her _____ _____ on.,"_____ mother _____ in the kitchen cleaning, _____ _____ _____ cleaning clothes _____","_____ mother _____ in the kitchen cleaning, _____ _____ _____ cleaning clothes _____",0.5385,_____ _____ _____ _____ _____ _____ _____ she has her _____ _____ on.,"The mother is in the kitchen cleaning, _____ _____ _____ cleaning clothes _____","The mother is in the kitchen cleaning, _____ _____ _____ cleaning clothes _____",0.6923,The mother is in the _____ _____ she has her _____ _____ on.,"_____ _____ _____ _____ _____ kitchen cleaning, _____ _____ _____ cleaning clothes _____","The mother is _____ the kitchen cleaning, she _____ _____ cleaning clothes _____",0.3077
606,One man in a white robe with a microphone is reading off a sheet of paper to a crowd of people.,One man in a white robe with a microphone is _____ _____ _____ _____ _____ _____ to a crowd of people.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ reading off a sheet of paper _____ _____ _____ _____ _____,One _____ _____ _____ white _____ with _____ microphone is reading off a sheet of paper to a crowd _____ people.,0.2857,One _____ in a _____ _____ with a _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ man _____ _____ white robe _____ _____ microphone _____ reading off a sheet of paper to a crowd of people.,_____ man _____ _____ white robe _____ _____ microphone _____ reading off a sheet of paper to a crowd of people.,0.7143,_____ _____ _____ _____ _____ _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,One man in a white robe with a microphone _____ reading off a sheet of paper to a crowd of people.,One man in a white robe with a microphone _____ reading off a sheet of paper to a crowd of people.,0.9524,_____ _____ in a white robe with a microphone is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,One man _____ _____ _____ _____ _____ _____ _____ _____ reading off a sheet of paper to a crowd of people.,One man _____ _____ _____ _____ _____ _____ _____ _____ reading off a sheet of paper to a crowd of people.,0.6190
607,A blond girl and two American flags,A _____ _____ _____ two _____ _____,_____ blond girl and _____ American flags,_____ blond girl and _____ American flags,0.7143,A _____ _____ and _____ _____ _____,_____ blond girl _____ two American flags,_____ blond girl _____ two American flags,0.7143,_____ _____ _____ _____ _____ _____ _____,A blond girl and two American flags,A blond girl and two American flags,1.0000,_____ _____ _____ _____ _____ _____ _____,A blond girl and two American flags,A blond girl and two American flags,1.0000
609,A group of people on a large boulder all wearing life vests.,A _____ _____ _____ _____ _____ _____ _____ all _____ _____ _____,_____ group of people on a large boulder _____ wearing life vests.,_____ group of people on a large boulder _____ wearing life vests.,0.8333,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A group of people on a large boulder all wearing life vests.,A group of people on a large boulder all wearing life vests.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ all _____ _____ _____,A group of people on a large boulder _____ wearing life vests.,A group of people on a large boulder _____ wearing life vests.,0.9167,A _____ _____ _____ on a _____ _____ all _____ _____ _____,_____ group of people _____ _____ large boulder _____ wearing life vests.,_____ group of people _____ _____ large boulder _____ wearing life vests.,0.6667
610,Three women are out having a drink together.,_____ _____ are out having a drink _____,Three women _____ _____ _____ _____ _____ together.,Three women _____ out _____ a _____ together.,0.3750,Three _____ are out having a drink together.,_____ women _____ _____ _____ _____ _____ _____,Three women are out having _____ drink together.,0.1250,Three women are out having a drink together.,_____ _____ _____ _____ _____ _____ _____ _____,Three women are out having a drink together.,0.0000,_____ _____ _____ _____ _____ _____ _____ _____,Three women are out having a drink together.,Three women are out having a drink together.,1.0000
611,A brown dog is laying on its back on the grass with a ball in its mouth.,A _____ _____ is laying on its back on the grass with _____ _____ _____ _____ _____,_____ brown dog _____ _____ _____ _____ _____ _____ _____ _____ _____ a ball in its mouth.,_____ brown dog _____ laying _____ its back _____ _____ _____ _____ a ball in its mouth.,0.4118,A _____ _____ is laying on its back on the grass _____ _____ _____ _____ _____ _____,_____ brown dog _____ _____ _____ _____ _____ _____ _____ _____ with a ball in its mouth.,_____ brown dog _____ _____ _____ its _____ _____ _____ _____ with a ball in its mouth.,0.4706,A brown dog is laying on its back on the grass with a _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ ball in its mouth.,_____ _____ dog is laying on its back on the _____ _____ a ball in its mouth.,0.2353,A _____ _____ is laying on its back on the grass with _____ _____ _____ _____ _____,_____ brown dog _____ _____ _____ _____ _____ _____ _____ _____ _____ a ball in its mouth.,_____ brown dog is laying on _____ _____ _____ _____ _____ _____ a ball in its mouth.,0.4118
612,Person walking across a snow covered mountain.,Person _____ across a snow covered _____,_____ walking _____ _____ _____ _____ mountain.,Person walking across _____ snow _____ mountain.,0.2857,Person _____ _____ a snow covered _____,_____ walking across _____ _____ _____ mountain.,Person walking across _____ _____ _____ mountain.,0.4286,Person _____ _____ a _____ _____ _____,_____ walking across _____ snow covered mountain.,_____ walking across _____ snow covered mountain.,0.7143,Person _____ _____ a snow covered _____,_____ walking across _____ _____ _____ mountain.,_____ walking across _____ _____ covered mountain.,0.4286
613,A small white dog stands on its hind legs.,A small white _____ _____ _____ _____ _____ _____,_____ _____ _____ dog stands on its hind legs.,_____ _____ _____ dog stands on its hind legs.,0.6667,A _____ _____ _____ _____ _____ _____ _____ _____,_____ small white dog stands on its hind legs.,_____ small white dog stands on its hind legs.,0.8889,A small white _____ _____ _____ _____ _____ _____,_____ _____ _____ dog stands on its hind legs.,_____ _____ _____ dog stands on its hind legs.,0.6667,A small white _____ _____ on its _____ _____,_____ _____ _____ dog stands _____ _____ hind legs.,A _____ _____ dog stands _____ _____ hind legs.,0.4444
614,A man in glasses is eating food.,A man in glasses is _____ _____,_____ _____ _____ _____ _____ eating food.,A man _____ _____ is eating food.,0.2857,A man in _____ is _____ _____,_____ _____ _____ glasses _____ eating food.,_____ man _____ glasses _____ eating food.,0.4286,A _____ in glasses is _____ _____,_____ man _____ _____ _____ eating food.,_____ man _____ _____ is eating food.,0.4286,A man in glasses is _____ _____,_____ _____ _____ _____ _____ eating food.,A man _____ glasses _____ eating food.,0.2857
615,Asian people standing on the street waiting for a bus.,_____ _____ standing _____ _____ _____ _____ _____ _____ _____,Asian people _____ on the street waiting for a bus.,Asian people _____ on the street waiting for a bus.,0.9000,_____ _____ standing on the street _____ _____ _____ _____,Asian people _____ _____ _____ _____ waiting for a bus.,Asian people _____ _____ _____ _____ waiting for a bus.,0.6000,_____ _____ standing on the street _____ _____ _____ _____,Asian people _____ _____ _____ _____ waiting for a bus.,Asian people _____ _____ _____ _____ waiting for a bus.,0.6000,_____ _____ standing on the _____ waiting for a bus.,Asian people _____ _____ _____ street _____ _____ _____ _____,Asian people _____ on the street waiting for _____ _____,0.3000
616,"Two lacrosse teams- one in black and orange, and the other in blue and white- play on a grass field.","Two _____ _____ one in black and orange, and the other in blue and white- _____ on a _____ _____",_____ lacrosse teams- _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ play _____ _____ grass field.,"Two lacrosse teams- one _____ black and orange, _____ _____ other in blue and white- play _____ _____ grass field.",0.2500,"Two _____ _____ one in black and orange, and the other in blue and white- _____ _____ _____ _____ _____",_____ lacrosse teams- _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ play on a grass field.,"Two lacrosse teams- _____ in _____ _____ orange, _____ the other _____ _____ and _____ play on a grass field.",0.3500,Two _____ _____ one in _____ and _____ and the other in _____ and _____ play on a _____ _____,"_____ lacrosse teams- _____ _____ black _____ orange, _____ _____ _____ _____ blue _____ white- _____ _____ _____ grass field.","_____ lacrosse teams- one in black _____ orange, and _____ _____ _____ blue _____ white- play _____ _____ grass field.",0.4000,"Two _____ _____ one in black and orange, and the other in blue and white- _____ on a _____ _____",_____ lacrosse teams- _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ play _____ _____ grass field.,"Two lacrosse teams- _____ in black and orange, and the other _____ _____ and white- play _____ _____ grass field.",0.2500
617,A man sits outside in the partial shade in a hammock reading something.,_____ man sits _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A _____ _____ outside in the partial shade in a hammock reading something.,A _____ _____ outside in the partial shade in a hammock reading something.,0.8462,A man sits _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ outside in the partial shade in a hammock reading something.,_____ _____ _____ outside in the partial shade in a hammock reading something.,0.7692,A man sits outside in the partial shade in a hammock _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ reading something.,A man sits outside in the partial _____ in a _____ reading something.,0.1538,A man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ sits outside in the partial shade in a hammock reading something.,_____ _____ sits outside in the partial shade in a hammock reading something.,0.8462
618,A man carving a pumpkin in his boxers.,A man carving a pumpkin _____ _____ _____,_____ _____ _____ _____ _____ in his boxers.,A _____ carving _____ _____ in his boxers.,0.3750,A man carving a pumpkin _____ _____ _____,_____ _____ _____ _____ _____ in his boxers.,_____ man _____ a _____ in his boxers.,0.3750,A man _____ _____ _____ _____ _____ _____,_____ _____ carving a pumpkin in his boxers.,_____ _____ carving a pumpkin in his boxers.,0.7500,A _____ _____ _____ _____ _____ _____ _____,_____ man carving a pumpkin in his boxers.,_____ man carving a pumpkin in his boxers.,0.8750
619,"A baby shower was held for the new mother, there was a lovely cake in pink and white, and strawberries and punch for refreshments.","A baby shower was held for the new mother, there was a lovely cake in pink and white, and strawberries and _____ for refreshments.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ punch _____ _____,"A baby shower was held for the new mother, there was a lovely _____ in pink and white, and strawberries and punch for refreshments.",0.0417,"A baby shower was held for the new mother, there was a lovely cake in pink and white, and _____ and _____ for refreshments.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ strawberries _____ punch _____ _____,"A baby shower was held for the new mother, there was a lovely cake in _____ and white, _____ strawberries and punch for refreshments.",0.0833,"A baby shower was held for the new mother, there was a lovely _____ in pink and white, and strawberries and _____ for refreshments.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ cake _____ _____ _____ _____ _____ _____ _____ punch _____ _____,"A baby shower was held _____ the new mother, there was a lovely cake in pink and _____ and strawberries and punch for refreshments.",0.0833,"A baby shower was held for the new mother, there was a lovely cake in pink and white, and _____ and _____ for refreshments.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ strawberries _____ punch _____ _____,"A baby shower was held _____ the new mother, there was a lovely cake in pink and white, _____ strawberries and punch for refreshments.",0.0833
620,Two guys in jackets with the hoods on making a pose for the camera on the beach.,Two guys in _____ _____ _____ _____ _____ _____ _____ _____ for the camera on _____ _____,_____ _____ _____ jackets with the hoods on making a pose _____ _____ _____ _____ the beach.,_____ _____ _____ jackets with the hoods on making a pose _____ _____ _____ _____ the beach.,0.5882,_____ _____ in _____ with the _____ _____ _____ _____ _____ for the _____ on the _____,Two guys _____ jackets _____ _____ hoods on making a pose _____ _____ camera _____ _____ beach.,Two guys _____ jackets _____ _____ hoods on making a pose _____ _____ camera _____ _____ beach.,0.5882,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two guys in jackets with the hoods on making a pose for the camera on the beach.,Two guys in jackets with the hoods on making a pose for the camera on the beach.,1.0000,Two guys in jackets with the hoods on _____ _____ _____ for the camera on the beach.,_____ _____ _____ _____ _____ _____ _____ _____ making a pose _____ _____ _____ _____ _____ _____,Two _____ _____ jackets with the hoods on making a pose for the camera _____ the beach.,0.1765
622,"A sleeping man lays on a bench, resting on the lap of an older, sleeping man.","_____ _____ _____ _____ _____ _____ _____ _____ on the lap of an older, sleeping man.","A sleeping man lays on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____","A sleeping man lays on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____",0.5000,"A sleeping _____ _____ _____ _____ _____ resting on the lap of an older, sleeping _____","_____ _____ man lays on a bench, _____ _____ _____ _____ _____ _____ _____ _____ man.","A sleeping man lays on a bench, _____ _____ _____ _____ of an _____ _____ man.",0.3750,"_____ _____ _____ _____ _____ _____ _____ _____ on the lap of an older, sleeping man.","A sleeping man lays on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____","A sleeping man lays on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____",0.5000,"_____ _____ _____ _____ _____ _____ _____ _____ on the lap of an older, sleeping man.","A sleeping man lays on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____","A sleeping man lays on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____",0.5000
623,A horse and jockey jumping over a barrier.,A horse and jockey _____ _____ _____ _____,_____ _____ _____ _____ jumping over a barrier.,_____ _____ _____ _____ jumping over a barrier.,0.5000,A horse and jockey _____ _____ _____ _____,_____ _____ _____ _____ jumping over a barrier.,_____ _____ _____ _____ jumping over a barrier.,0.5000,A _____ and _____ _____ _____ a _____,_____ horse _____ jockey jumping over _____ barrier.,_____ horse _____ jockey jumping over _____ barrier.,0.6250,A _____ and _____ _____ _____ _____ _____,_____ horse _____ jockey jumping over a barrier.,_____ horse _____ jockey jumping over a barrier.,0.7500
624,Two people standing in a road with a crashed motorcycle.,_____ _____ _____ in a road with a _____ _____,Two people standing _____ _____ _____ _____ _____ crashed motorcycle.,Two people standing _____ _____ _____ _____ _____ crashed motorcycle.,0.5000,_____ _____ standing in a road with a _____ _____,Two people _____ _____ _____ _____ _____ _____ crashed motorcycle.,Two people _____ _____ a _____ with _____ crashed motorcycle.,0.4000,_____ _____ _____ in a road with a _____ _____,Two people standing _____ _____ _____ _____ _____ crashed motorcycle.,Two people standing _____ _____ _____ _____ _____ crashed motorcycle.,0.5000,Two _____ _____ in a road with a _____ _____,_____ people standing _____ _____ _____ _____ _____ crashed motorcycle.,_____ people standing _____ _____ road with _____ crashed motorcycle.,0.4000
625,A man in blue shirt is staring on something.,A man in blue shirt is _____ _____ _____,_____ _____ _____ _____ _____ _____ staring on something.,A _____ _____ blue shirt _____ staring on something.,0.3333,A man in blue shirt is _____ on something.,_____ _____ _____ _____ _____ _____ staring _____ _____,_____ man in blue shirt is staring on something.,0.1111,A _____ in blue shirt is _____ on something.,_____ man _____ _____ _____ _____ staring _____ _____,A man in _____ _____ is staring on something.,0.2222,A man in blue shirt is _____ on something.,_____ _____ _____ _____ _____ _____ staring _____ _____,A _____ in blue shirt is staring on something.,0.1111
626,A boy wearing a flowered shirt raises his arm and jumps.,A boy _____ _____ _____ _____ _____ _____ _____ and _____,_____ _____ wearing a flowered shirt raises his arm _____ jumps.,_____ _____ wearing a flowered shirt raises his arm _____ jumps.,0.7273,A boy wearing a _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ flowered shirt raises his arm and jumps.,_____ _____ _____ _____ flowered shirt raises his arm and jumps.,0.6364,A boy wearing a flowered shirt _____ _____ _____ and _____,_____ _____ _____ _____ _____ _____ raises his arm _____ jumps.,A _____ wearing a _____ _____ raises his arm _____ jumps.,0.3636,A boy _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ wearing a flowered shirt raises his arm and jumps.,_____ _____ wearing a flowered shirt raises his arm and jumps.,0.8182
