id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
620,Two guys in jackets with the hoods on making a pose for the camera on the beach.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two guys in jackets with the hoods on making a pose for the camera on the beach.,Two guys in jackets with the hoods on making a pose for the camera on the beach.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two guys in jackets with the hoods on making a pose for the camera on the beach.,Two guys in jackets with the hoods on making a pose for the camera on the beach.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two guys in jackets with the hoods on making a pose for the camera on the beach.,Two guys in jackets with the hoods on making a pose for the camera on the beach.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two guys in jackets with the hoods on making a pose for the camera on the beach.,Two guys in jackets with the hoods on making a pose for the camera on the beach.,1.0000
622,"A sleeping man lays on a bench, resting on the lap of an older, sleeping man.","A sleeping man _____ _____ _____ _____ resting on the lap of an older, sleeping man.","_____ _____ _____ lays on a bench, _____ _____ _____ _____ _____ _____ _____ _____ _____","A _____ man lays on a bench, _____ on the lap of an _____ _____ man.",0.2500,"_____ _____ _____ _____ _____ _____ _____ resting on the lap of an older, sleeping man.","A sleeping man lays on a bench, _____ _____ _____ _____ _____ _____ _____ _____ _____","A sleeping man lays on a bench, _____ _____ _____ _____ _____ an _____ _____ man.",0.4375,"A sleeping man lays _____ _____ _____ _____ on the lap of an older, sleeping man.","_____ _____ _____ _____ on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____","_____ sleeping _____ lays on a bench, resting on the lap _____ an older, _____ man.",0.2500,"A sleeping man _____ _____ _____ _____ _____ on the lap of an older, sleeping man.","_____ _____ _____ lays on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____","_____ _____ man lays on a bench, resting on the _____ of an _____ _____ man.",0.3125
623,A horse and jockey jumping over a barrier.,_____ _____ and jockey _____ _____ _____ _____,A horse _____ _____ jumping over a barrier.,A horse _____ _____ jumping over a barrier.,0.7500,_____ _____ and jockey _____ _____ _____ _____,A horse _____ _____ jumping over a barrier.,A horse _____ _____ jumping over a barrier.,0.7500,A _____ and jockey _____ over a _____,_____ horse _____ _____ jumping _____ _____ barrier.,A horse _____ _____ jumping _____ a barrier.,0.3750,A _____ and jockey _____ _____ _____ _____,_____ horse _____ _____ jumping over a barrier.,_____ horse _____ _____ jumping over a barrier.,0.6250
624,Two people standing in a road with a crashed motorcycle.,_____ _____ _____ in a road with a _____ _____,Two people standing _____ _____ _____ _____ _____ crashed motorcycle.,Two people standing _____ _____ _____ _____ _____ crashed motorcycle.,0.5000,_____ _____ standing in a road with a _____ _____,Two people _____ _____ _____ _____ _____ _____ crashed motorcycle.,Two people standing _____ a _____ _____ _____ crashed motorcycle.,0.4000,Two people standing in a road with a _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ crashed motorcycle.,_____ people standing _____ a road with a crashed motorcycle.,0.2000,_____ _____ standing _____ _____ _____ with a _____ _____,Two people _____ in a road _____ _____ crashed motorcycle.,Two people _____ in a road _____ _____ crashed motorcycle.,0.7000
625,A man in blue shirt is staring on something.,A man in blue shirt is _____ on something.,_____ _____ _____ _____ _____ _____ staring _____ _____,A _____ in blue shirt is staring on something.,0.1111,A man in blue shirt is _____ on something.,_____ _____ _____ _____ _____ _____ staring _____ _____,_____ man in blue shirt is staring on something.,0.1111,A man in blue shirt is _____ on something.,_____ _____ _____ _____ _____ _____ staring _____ _____,A _____ in blue shirt is staring on something.,0.1111,A man in blue shirt is _____ on something.,_____ _____ _____ _____ _____ _____ staring _____ _____,_____ man in blue shirt is staring on something.,0.1111
626,A boy wearing a flowered shirt raises his arm and jumps.,A boy wearing a flowered shirt _____ _____ _____ and _____,_____ _____ _____ _____ _____ _____ raises his arm _____ jumps.,_____ boy _____ a flowered _____ raises his arm _____ jumps.,0.3636,A boy wearing a flowered shirt _____ _____ _____ and _____,_____ _____ _____ _____ _____ _____ raises his arm _____ jumps.,_____ boy _____ a flowered _____ raises his arm _____ jumps.,0.3636,A boy wearing a flowered shirt _____ _____ _____ and _____,_____ _____ _____ _____ _____ _____ raises his arm _____ jumps.,A boy _____ _____ _____ _____ raises his arm and jumps.,0.3636,A boy wearing a flowered shirt _____ _____ _____ and _____,_____ _____ _____ _____ _____ _____ raises his arm _____ jumps.,_____ boy wearing _____ flowered _____ raises his arm _____ jumps.,0.3636
627,A child riding a bike in a fenced in circular area in front of some water,A _____ _____ _____ _____ in a fenced in _____ _____ _____ _____ _____ _____ _____,_____ child riding a bike _____ _____ _____ _____ circular area in front of some water,_____ child riding a bike _____ _____ _____ _____ circular area in front of some water,0.6875,A child _____ _____ _____ in a fenced in circular area in front of some water,_____ _____ riding a bike _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A child riding a bike _____ _____ fenced in circular area _____ front of some water,0.1875,A _____ _____ _____ _____ in a fenced in _____ _____ _____ _____ _____ _____ _____,_____ child riding a bike _____ _____ _____ _____ circular area in front of some water,_____ child riding a bike _____ _____ _____ _____ circular area in front of some water,0.6875,_____ _____ _____ _____ _____ in a fenced in circular area in front of some water,A child riding a bike _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A child riding a bike in a _____ in _____ _____ _____ front _____ some water,0.3125
628,A football player holding a ball is being chased by the Knights team.,_____ _____ _____ holding a ball _____ _____ _____ by the Knights team.,A football player _____ _____ _____ is being chased _____ _____ _____ _____,A football player _____ _____ _____ is being chased _____ _____ _____ team.,0.4615,_____ _____ _____ holding a ball _____ _____ _____ _____ _____ _____ _____,A football player _____ _____ _____ is being chased by the Knights team.,A football player _____ _____ _____ is being chased by the Knights team.,0.7692,_____ _____ _____ holding a ball is _____ _____ _____ _____ _____ _____,A football player _____ _____ _____ _____ being chased by the Knights team.,A football player _____ _____ _____ _____ being chased by the Knights team.,0.6923,_____ _____ _____ holding a ball _____ _____ _____ _____ _____ _____ _____,A football player _____ _____ _____ is being chased by the Knights team.,A football player _____ _____ _____ is being chased by the Knights team.,0.7692
629,Two people crossing paths in the ocean while parasailing during a clear blue day.,_____ _____ crossing paths in the ocean while _____ during a clear blue day.,Two people _____ _____ _____ _____ _____ _____ parasailing _____ _____ _____ _____ _____,Two people _____ _____ in the ocean while parasailing during a clear _____ day.,0.2143,_____ _____ crossing paths in the ocean while _____ during a clear blue day.,Two people _____ _____ _____ _____ _____ _____ parasailing _____ _____ _____ _____ _____,Two people crossing paths in the ocean while parasailing _____ a clear _____ _____,0.2143,_____ _____ crossing paths in the ocean while _____ during a clear blue day.,Two people _____ _____ _____ _____ _____ _____ parasailing _____ _____ _____ _____ _____,Two people crossing _____ in the ocean while parasailing during a _____ blue _____,0.2143,_____ _____ crossing paths in the ocean while _____ during a clear blue day.,Two people _____ _____ _____ _____ _____ _____ parasailing _____ _____ _____ _____ _____,Two people crossing paths in _____ _____ _____ parasailing during a clear blue day.,0.2143
631,A group of children are watching another child do a backflip into the water.,A group of children are _____ another child do a _____ _____ _____ _____,_____ _____ _____ _____ _____ watching _____ _____ _____ _____ backflip into the water.,A _____ of _____ _____ watching _____ _____ do a backflip into the water.,0.3571,A group of _____ are watching another child _____ _____ _____ _____ _____ _____,_____ _____ _____ children _____ _____ _____ _____ do a backflip into the water.,_____ _____ _____ children _____ _____ _____ _____ do a backflip into the water.,0.5000,A group of _____ are watching another child do a _____ _____ _____ _____,_____ _____ _____ children _____ _____ _____ _____ _____ _____ backflip into the water.,_____ group of children are _____ _____ child _____ _____ backflip into the water.,0.3571,_____ _____ _____ _____ are watching _____ _____ do a _____ _____ _____ _____,A group of children _____ _____ another child _____ _____ backflip into the water.,A group of children _____ _____ another child _____ _____ backflip into the water.,0.7143
632,A small dog runs through an obstacle course.,A small _____ _____ through an obstacle course.,_____ _____ dog runs _____ _____ _____ _____,_____ small dog runs _____ an obstacle course.,0.2500,A _____ _____ _____ through an obstacle course.,_____ small dog runs _____ _____ _____ _____,_____ small dog runs through _____ _____ course.,0.3750,A small _____ _____ through an _____ _____,_____ _____ dog runs _____ _____ obstacle course.,_____ _____ dog runs _____ _____ obstacle course.,0.5000,A small _____ _____ through an _____ _____,_____ _____ dog runs _____ _____ obstacle course.,_____ _____ dog runs _____ _____ obstacle course.,0.5000
633,a man& 2 woman sitting down in the park.,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man& 2 woman sitting down in the park.,a man& 2 woman sitting down in the park.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man& 2 woman sitting down in the park.,a man& 2 woman sitting down in the park.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man& 2 woman sitting down in the park.,a man& 2 woman sitting down in the park.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man& 2 woman sitting down in the park.,a man& 2 woman sitting down in the park.,1.0000
634,A man holding a bottle wearing tan pants talking to security officers in front of a large poster.,_____ _____ holding a bottle wearing tan pants _____ _____ _____ _____ in front of a large poster.,A man _____ _____ _____ _____ _____ _____ talking to security officers _____ _____ _____ _____ _____ _____,A man holding a bottle _____ _____ _____ talking to security officers in _____ of _____ _____ poster.,0.3333,A _____ holding a bottle wearing tan pants _____ _____ _____ _____ in front of a large poster.,_____ man _____ _____ _____ _____ _____ _____ talking to security officers _____ _____ _____ _____ _____ _____,A man holding _____ bottle _____ _____ pants talking to security officers in front _____ _____ large poster.,0.2778,_____ _____ holding a bottle wearing tan pants _____ _____ _____ _____ in front of a large poster.,A man _____ _____ _____ _____ _____ _____ talking to security officers _____ _____ _____ _____ _____ _____,A man _____ _____ _____ wearing tan _____ talking to security officers _____ front of a large _____,0.3333,A man holding a bottle wearing tan pants _____ to _____ _____ in front of a large poster.,_____ _____ _____ _____ _____ _____ _____ _____ talking _____ security officers _____ _____ _____ _____ _____ _____,A man holding _____ bottle wearing tan pants talking to security officers in front _____ _____ large poster.,0.1667
635,People are standing around in a semi-circle facing toward two men.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,People are standing around in a semi-circle facing toward two men.,People are standing around in a semi-circle facing toward two men.,1.0000,_____ are _____ _____ _____ _____ _____ facing toward _____ _____,People _____ standing around in a semi-circle _____ _____ two men.,People _____ standing around in a semi-circle _____ _____ two men.,0.7273,_____ are standing _____ _____ _____ _____ facing toward _____ _____,People _____ _____ around in a semi-circle _____ _____ two men.,People _____ _____ around in a semi-circle _____ _____ two men.,0.6364,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,People are standing around in a semi-circle facing toward two men.,People are standing around in a semi-circle facing toward two men.,1.0000
636,An African American woman is picking tomatoes in a garden.,An African American _____ _____ _____ _____ in a _____,_____ _____ _____ woman is picking tomatoes _____ _____ garden.,_____ _____ _____ woman is picking tomatoes _____ _____ garden.,0.5000,An African American _____ is _____ _____ in a _____,_____ _____ _____ woman _____ picking tomatoes _____ _____ garden.,An _____ American woman _____ picking tomatoes _____ _____ garden.,0.4000,_____ _____ _____ _____ is _____ _____ _____ _____ _____,An African American woman _____ picking tomatoes in a garden.,An African American woman _____ picking tomatoes in a garden.,0.9000,An _____ _____ _____ is _____ _____ in a _____,_____ African American woman _____ picking tomatoes _____ _____ garden.,_____ African American woman _____ picking tomatoes _____ _____ garden.,0.6000
637,A dog stands on his hind feet and catches a stream of water.,_____ _____ _____ _____ _____ _____ _____ and _____ _____ _____ _____ _____,A dog stands on his hind feet _____ catches a stream of water.,A dog stands on his hind feet _____ catches a stream of water.,0.9231,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A dog stands on his hind feet and catches a stream of water.,A dog stands on his hind feet and catches a stream of water.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A dog stands on his hind feet and catches a stream of water.,A dog stands on his hind feet and catches a stream of water.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A dog stands on his hind feet and catches a stream of water.,A dog stands on his hind feet and catches a stream of water.,1.0000
639,Two groups are canoeing on a river overlooking a mountain.,Two groups are _____ on a river overlooking a mountain.,_____ _____ _____ canoeing _____ _____ _____ _____ _____ _____,Two groups are canoeing on _____ river overlooking a mountain.,0.1000,Two groups are _____ on a river overlooking a mountain.,_____ _____ _____ canoeing _____ _____ _____ _____ _____ _____,Two groups are canoeing on a river overlooking _____ mountain.,0.1000,Two _____ are _____ on a river overlooking a mountain.,_____ groups _____ canoeing _____ _____ _____ _____ _____ _____,Two groups _____ canoeing on a river overlooking a _____,0.2000,_____ _____ are _____ on a river overlooking a mountain.,Two groups _____ canoeing _____ _____ _____ _____ _____ _____,Two groups _____ canoeing on a river _____ _____ mountain.,0.3000
640,Two girls are sitting on an ATV on the sand in front of a bridge.,_____ _____ are _____ _____ _____ _____ on the sand in front of a bridge.,Two girls _____ sitting on an ATV _____ _____ _____ _____ _____ _____ _____ _____,Two girls _____ sitting on an ATV _____ _____ sand _____ front of _____ _____,0.4000,_____ _____ are _____ _____ _____ _____ on the sand in front of a bridge.,Two girls _____ sitting on an ATV _____ _____ _____ _____ _____ _____ _____ _____,Two girls _____ sitting on an ATV _____ the _____ _____ front _____ _____ bridge.,0.4000,_____ _____ are _____ _____ _____ _____ on the sand in front of a bridge.,Two girls _____ sitting on an ATV _____ _____ _____ _____ _____ _____ _____ _____,Two girls _____ sitting on an ATV on _____ _____ _____ front _____ a _____,0.4000,_____ _____ are _____ on an _____ on the sand in front of a bridge.,Two girls _____ sitting _____ _____ ATV _____ _____ _____ _____ _____ _____ _____ _____,Two girls are sitting on _____ ATV on the _____ _____ front of a _____,0.2667
641,A man in a domino mask carries an amplifier up a hill.,A _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ man in a domino mask carries an amplifier up a hill.,_____ man in a domino mask carries an amplifier up a hill.,0.9167,A _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ man in a domino mask carries an amplifier up a hill.,_____ man in a domino mask carries an amplifier up a hill.,0.9167,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a domino mask carries an amplifier up a hill.,A man in a domino mask carries an amplifier up a hill.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a domino mask carries an amplifier up a hill.,A man in a domino mask carries an amplifier up a hill.,1.0000
642,Blond mother holding her child in her arms at the aquarium.,_____ _____ _____ _____ _____ in her arms at the aquarium.,Blond mother holding her child _____ _____ _____ _____ _____ _____,Blond mother holding her child _____ _____ _____ at _____ _____,0.4545,_____ _____ _____ _____ _____ in her arms at the aquarium.,Blond mother holding her child _____ _____ _____ _____ _____ _____,Blond mother holding her child _____ _____ _____ at _____ _____,0.4545,_____ _____ _____ _____ _____ in her arms at the aquarium.,Blond mother holding her child _____ _____ _____ _____ _____ _____,Blond mother holding her child _____ _____ _____ at _____ _____,0.4545,_____ _____ _____ _____ _____ in her arms at the aquarium.,Blond mother holding her child _____ _____ _____ _____ _____ _____,Blond mother holding her child _____ _____ _____ _____ _____ aquarium.,0.4545
643,A scientist really deep into his experiment.,A _____ really deep into his _____,_____ scientist _____ _____ _____ _____ experiment.,A scientist _____ deep into _____ experiment.,0.2857,A scientist _____ _____ _____ _____ _____,_____ _____ really deep into his experiment.,_____ _____ really deep into his experiment.,0.7143,A _____ _____ _____ _____ _____ _____,_____ scientist really deep into his experiment.,_____ scientist really deep into his experiment.,0.8571,_____ _____ really deep into his _____,A scientist _____ _____ _____ _____ experiment.,A scientist _____ _____ into _____ experiment.,0.4286
644,"A woman is holding a toy snake, she is on stage with a guy speaking through a microphone, and a man in clown makeup holding a guitar.","A _____ is holding a toy snake, she is _____ _____ with a _____ speaking through a microphone, and a _____ in clown makeup holding a guitar.",_____ woman _____ _____ _____ _____ _____ _____ _____ on stage _____ _____ guy _____ _____ _____ _____ _____ _____ man _____ _____ _____ _____ _____ _____,"A woman is _____ a toy snake, she _____ on stage _____ a guy speaking _____ a microphone, and _____ man in clown makeup holding a guitar.",0.1852,"A woman is holding a toy snake, she is _____ _____ with a guy speaking through a microphone, and a man in clown makeup holding a guitar.",_____ _____ _____ _____ _____ _____ _____ _____ _____ on stage _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"A _____ is holding a toy snake, _____ is on stage with a guy speaking through a microphone, and a man in clown makeup holding a guitar.",0.0741,"A _____ is holding a toy snake, she is _____ _____ with a _____ speaking through a microphone, and a _____ in clown makeup holding a guitar.",_____ woman _____ _____ _____ _____ _____ _____ _____ on stage _____ _____ guy _____ _____ _____ _____ _____ _____ man _____ _____ _____ _____ _____ _____,"A woman is holding a toy snake, _____ is on stage with a guy speaking _____ _____ microphone, and a man _____ clown makeup holding a _____",0.1852,"A woman is holding a toy snake, she is _____ _____ with a guy speaking through a microphone, and a man in clown makeup holding a guitar.",_____ _____ _____ _____ _____ _____ _____ _____ _____ on stage _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"A woman is holding a toy snake, she is on stage with a guy speaking through _____ _____ and a man in clown makeup holding a guitar.",0.0741
646,Man cutting into a piece of meat with a fork and knife.,Man _____ _____ _____ _____ _____ _____ with a _____ _____ _____,_____ cutting into a piece of meat _____ _____ fork and knife.,_____ cutting into a piece of meat _____ _____ fork and knife.,0.7500,Man _____ _____ _____ _____ _____ _____ with a _____ _____ _____,_____ cutting into a piece of meat _____ _____ fork and knife.,_____ cutting into a piece of meat _____ _____ fork and knife.,0.7500,_____ _____ _____ _____ _____ _____ _____ with a _____ _____ _____,Man cutting into a piece of meat _____ _____ fork and knife.,Man cutting into a piece of meat _____ _____ fork and knife.,0.8333,Man _____ _____ _____ _____ _____ _____ with a _____ _____ _____,_____ cutting into a piece of meat _____ _____ fork and knife.,_____ cutting into a piece of meat _____ _____ fork and knife.,0.7500
647,Three ladies are conducting scientific research.,_____ _____ are _____ _____ _____,Three ladies _____ conducting scientific research.,Three ladies _____ conducting scientific research.,0.8333,Three _____ are _____ _____ _____,_____ ladies _____ conducting scientific research.,_____ ladies _____ conducting scientific research.,0.6667,_____ _____ are _____ _____ _____,Three ladies _____ conducting scientific research.,Three ladies _____ conducting scientific research.,0.8333,_____ _____ are _____ _____ _____,Three ladies _____ conducting scientific research.,Three ladies _____ conducting scientific research.,0.8333
648,A woman standing in a red bikini on a outdoor sand volleyball court.,_____ _____ standing in a _____ _____ on a outdoor sand volleyball _____,A woman _____ _____ _____ red bikini _____ _____ _____ _____ _____ court.,A woman _____ in _____ red bikini on a _____ _____ _____ court.,0.3846,A _____ standing in a _____ _____ on a outdoor _____ _____ _____,_____ woman _____ _____ _____ red bikini _____ _____ _____ sand volleyball court.,_____ woman standing _____ _____ red bikini _____ _____ _____ sand volleyball court.,0.4615,A woman standing in a _____ _____ on a outdoor sand volleyball court.,_____ _____ _____ _____ _____ red bikini _____ _____ _____ _____ _____ _____,A woman standing in a red bikini on _____ outdoor sand volleyball _____,0.1538,A woman standing in a _____ _____ on a outdoor sand volleyball court.,_____ _____ _____ _____ _____ red bikini _____ _____ _____ _____ _____ _____,A woman standing in a red bikini _____ a outdoor sand _____ court.,0.1538
649,An official man walking two twin girls across a street.,_____ _____ _____ walking _____ _____ _____ across a street.,An official man _____ two twin girls _____ _____ _____,An official man _____ two twin girls _____ _____ _____,0.6000,_____ _____ _____ walking _____ _____ _____ across a street.,An official man _____ two twin girls _____ _____ _____,An official man _____ two twin girls _____ _____ _____,0.6000,An official _____ walking _____ _____ _____ across a _____,_____ _____ man _____ two twin girls _____ _____ street.,_____ _____ man _____ two twin girls _____ _____ street.,0.5000,An _____ _____ walking _____ _____ _____ across a street.,_____ official man _____ two twin girls _____ _____ _____,_____ official man _____ two twin girls _____ _____ _____,0.5000
650,A group of people walk up a sloping trail lined with trees.,_____ _____ _____ _____ _____ up a sloping _____ lined with trees.,A group of people walk _____ _____ _____ trail _____ _____ _____,A group of people walk _____ _____ _____ trail _____ _____ _____,0.5000,_____ _____ _____ _____ _____ _____ _____ _____ _____ lined with trees.,A group of people walk up a sloping trail _____ _____ _____,A group of people walk up a sloping trail _____ _____ _____,0.7500,_____ _____ _____ _____ _____ _____ _____ _____ _____ lined with trees.,A group of people walk up a sloping trail _____ _____ _____,A group of people walk up a sloping trail _____ _____ _____,0.7500,_____ _____ _____ _____ _____ _____ _____ _____ _____ lined with trees.,A group of people walk up a sloping trail _____ _____ _____,A group of people walk up a sloping trail _____ _____ _____,0.7500
652,A female gymnast wearing a red leotard on a balance beam with arms raised over her head.,A female gymnast wearing a red leotard _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ on a balance beam with arms raised over her head.,_____ _____ _____ _____ _____ _____ _____ on a balance beam with arms raised over her head.,0.5882,A female _____ wearing a red leotard on a _____ _____ with _____ _____ _____ _____ _____,_____ _____ gymnast _____ _____ _____ _____ _____ _____ balance beam _____ arms raised over her head.,_____ _____ gymnast wearing _____ _____ _____ _____ _____ balance beam _____ arms raised over her head.,0.4706,A female _____ wearing a red leotard on a _____ _____ with _____ _____ _____ _____ _____,_____ _____ gymnast _____ _____ _____ _____ _____ _____ balance beam _____ arms raised over her head.,_____ _____ gymnast _____ _____ red _____ _____ _____ balance beam _____ arms raised over her head.,0.4706,A female _____ wearing a red leotard on a _____ _____ with _____ _____ _____ _____ _____,_____ _____ gymnast _____ _____ _____ _____ _____ _____ balance beam _____ arms raised over her head.,_____ _____ gymnast _____ _____ _____ leotard _____ _____ balance beam _____ arms raised over her head.,0.4706
654,Two woman are reviewing a paper.,_____ _____ are reviewing a paper.,Two woman _____ _____ _____ _____,Two woman are _____ _____ paper.,0.3333,Two _____ are reviewing a paper.,_____ woman _____ _____ _____ _____,Two woman are reviewing a _____,0.1667,_____ _____ are reviewing a paper.,Two woman _____ _____ _____ _____,Two woman _____ _____ a paper.,0.3333,_____ _____ are reviewing a paper.,Two woman _____ _____ _____ _____,Two woman _____ reviewing _____ paper.,0.3333
655,Blond-haired toddler boy explores a traffic cone.,_____ _____ _____ explores a _____ _____,Blond-haired toddler boy _____ _____ traffic cone.,Blond-haired toddler boy _____ _____ traffic cone.,0.7143,_____ _____ _____ _____ _____ _____ _____,Blond-haired toddler boy explores a traffic cone.,Blond-haired toddler boy explores a traffic cone.,1.0000,Blond-haired _____ _____ _____ _____ _____ _____,_____ toddler boy explores a traffic cone.,_____ toddler boy explores a traffic cone.,0.8571,Blond-haired _____ _____ _____ _____ _____ _____,_____ toddler boy explores a traffic cone.,_____ toddler boy explores a traffic cone.,0.8571
656,Two men that are in a match with one another.,_____ _____ that are _____ _____ _____ _____ _____ _____,Two men _____ _____ in a match with one another.,Two men _____ _____ in a match with one another.,0.8000,_____ _____ that are _____ _____ _____ with one another.,Two men _____ _____ in a match _____ _____ _____,Two men _____ _____ in a match _____ _____ _____,0.5000,Two men that are in a _____ with one another.,_____ _____ _____ _____ _____ _____ match _____ _____ _____,Two men that are in a match with one _____,0.1000,Two men that are _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ in a match with one another.,_____ _____ _____ _____ in a match with one another.,0.6000
657,The back of a woman's head on a train.,The back of a _____ head _____ _____ _____,_____ _____ _____ _____ woman's _____ on a train.,_____ _____ _____ _____ woman's head on a train.,0.4444,The back of a _____ _____ _____ _____ _____,_____ _____ _____ _____ woman's head on a train.,_____ _____ _____ _____ woman's head on a train.,0.5556,The back of a _____ head _____ _____ _____,_____ _____ _____ _____ woman's _____ on a train.,_____ _____ _____ _____ woman's head on a train.,0.4444,The back of a _____ head _____ _____ _____,_____ _____ _____ _____ woman's _____ on a train.,_____ _____ of _____ woman's _____ on a train.,0.4444
659,A boy kicks a soccer ball outside of a hotel.,A boy kicks _____ _____ _____ outside of a hotel.,_____ _____ _____ a soccer ball _____ _____ _____ _____,A _____ kicks a soccer ball outside _____ a _____,0.3000,A boy _____ _____ _____ _____ outside of a hotel.,_____ _____ kicks a soccer ball _____ _____ _____ _____,_____ _____ kicks a soccer ball _____ of _____ hotel.,0.4000,A _____ _____ a _____ _____ outside of a hotel.,_____ boy kicks _____ soccer ball _____ _____ _____ _____,A boy kicks a soccer ball _____ _____ _____ _____,0.4000,A boy _____ a _____ _____ outside of a hotel.,_____ _____ kicks _____ soccer ball _____ _____ _____ _____,_____ _____ kicks a soccer ball outside _____ a hotel.,0.3000
660,A child gets her face painted by a older woman.,A child _____ _____ _____ _____ by a older woman.,_____ _____ gets her face painted _____ _____ _____ _____,_____ _____ gets her face painted by _____ older _____,0.4000,A child gets her _____ _____ by a older woman.,_____ _____ _____ _____ face painted _____ _____ _____ _____,_____ _____ gets her face painted by a older woman.,0.2000,A child _____ _____ _____ _____ by a older woman.,_____ _____ gets her face painted _____ _____ _____ _____,_____ child gets her face painted by _____ _____ _____,0.4000,A _____ gets her _____ _____ by a _____ _____,_____ child _____ _____ face painted _____ _____ older woman.,_____ child _____ _____ face painted _____ _____ older woman.,0.5000
661,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,Middle-aged woman in a sweater and white apron is using a _____ _____ with a second _____ _____ in the foreground.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ spinning wheel _____ _____ _____ spinning wheel _____ _____ _____,Middle-aged _____ in _____ sweater and white _____ is using a spinning wheel with a second spinning wheel in the _____,0.1905,Middle-aged woman in a sweater and white apron is using a _____ _____ with a _____ _____ _____ in the foreground.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ spinning wheel _____ _____ second spinning wheel _____ _____ _____,_____ woman in a _____ and white apron _____ _____ a spinning wheel with a second spinning wheel in _____ foreground.,0.2381,Middle-aged woman in a sweater and white apron is using a _____ _____ with a second _____ _____ in the foreground.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ spinning wheel _____ _____ _____ spinning wheel _____ _____ _____,Middle-aged woman in a sweater _____ white apron is using a spinning wheel with a _____ spinning wheel in _____ _____,0.1905,Middle-aged woman in a sweater and white apron is using a _____ _____ with a second _____ _____ in the foreground.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ spinning wheel _____ _____ _____ spinning wheel _____ _____ _____,Middle-aged _____ in _____ sweater and white apron is using a spinning wheel with _____ _____ spinning wheel in the foreground.,0.1905
662,A drummer playing a red drum set.,A drummer playing a _____ _____ _____,_____ _____ _____ _____ red drum set.,A _____ _____ _____ red drum set.,0.4286,A drummer playing a _____ _____ _____,_____ _____ _____ _____ red drum set.,_____ _____ playing _____ red drum set.,0.4286,A drummer playing a _____ drum set.,_____ _____ _____ _____ red _____ _____,A drummer _____ a red drum set.,0.1429,A drummer playing a _____ drum set.,_____ _____ _____ _____ red _____ _____,A drummer playing _____ red drum set.,0.1429
