id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic,premise_original_noise,premise_lexical_noise,premise_syntactic_noise,premise_pragmatic_noise
677,Man working with metal and a burning fire at his side.,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Man working with metal _____ a burning fire at his side.,Man working with metal _____ a burning fire at his side.,0.9091,_____ _____ _____ _____ and a _____ _____ _____ _____ _____,Man working with metal _____ _____ burning fire at his side.,Man working with metal _____ _____ burning fire at his side.,0.8182,_____ _____ _____ _____ and a _____ _____ _____ _____ _____,Man working with metal _____ _____ burning fire at his side.,Man working with metal _____ _____ burning fire at his side.,0.8182,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Man working with metal _____ a burning fire at his side.,Man working with metal _____ a burning fire at his side.,0.9091,Man working with metal and a burning _____ at his side.,_____ working with metal _____ a burning fire at his side.,Man working with metal and a _____ fire at _____ side.,Man working _____ metal and a burning fire at his side.
679,A man reading a newspaper is leaning up against a purple wall with graffiti.,A man _____ _____ _____ is _____ _____ _____ _____ _____ _____ with graffiti.,_____ _____ reading a newspaper _____ leaning up against a purple wall _____ _____,_____ _____ reading a newspaper _____ leaning up against a purple wall _____ _____,0.6429,A man _____ _____ _____ is _____ _____ _____ _____ _____ _____ with graffiti.,_____ _____ reading a newspaper _____ leaning up against a purple wall _____ _____,_____ _____ reading a newspaper _____ leaning up against a purple wall _____ _____,0.6429,A man _____ _____ _____ is _____ _____ _____ _____ _____ _____ with graffiti.,_____ _____ reading a newspaper _____ leaning up against a purple wall _____ _____,_____ _____ reading a newspaper _____ leaning up against a purple wall _____ _____,0.6429,A man _____ _____ _____ is _____ _____ _____ _____ _____ _____ with graffiti.,_____ _____ reading a newspaper _____ leaning up against a purple wall _____ _____,_____ _____ reading a newspaper _____ leaning up against a purple wall _____ _____,0.6429,A _____ reading a newspaper is _____ up _____ a purple wall _____ _____,_____ man reading _____ newspaper _____ leaning up against _____ purple wall _____ graffiti.,A man _____ a newspaper _____ leaning _____ against a _____ wall _____ graffiti.,A _____ reading a newspaper is _____ up against a _____ _____ with _____
680,Men in uniforms talking in front of a building.,_____ _____ _____ _____ _____ _____ _____ _____ _____,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.,1.0000,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.
681,hockey match with two guys fighting,_____ _____ with _____ _____ _____,hockey match _____ two guys fighting,hockey match _____ two guys fighting,0.8333,_____ _____ with _____ _____ _____,hockey match _____ two guys fighting,hockey match _____ two guys fighting,0.8333,_____ _____ with two guys _____,hockey match _____ _____ _____ fighting,hockey match _____ _____ _____ fighting,0.5000,_____ _____ with _____ _____ _____,hockey match _____ two guys fighting,hockey match _____ two guys fighting,0.8333,hockey match with _____ guys fighting,hockey _____ with two guys fighting,hockey match _____ _____ guys _____,hockey match with two guys _____
683,A child is playing in the sand.,A _____ is _____ _____ _____ _____,_____ child _____ playing in the sand.,_____ child _____ playing in the sand.,0.7143,A _____ _____ _____ _____ _____ _____,_____ child is playing in the sand.,_____ child is playing in the sand.,0.8571,A _____ is _____ _____ _____ _____,_____ child _____ playing in the sand.,_____ child _____ playing in the sand.,0.7143,_____ _____ _____ _____ _____ _____ _____,A child is playing in the sand.,A child is playing in the sand.,1.0000,A child is _____ in _____ sand.,A child is _____ in the sand.,_____ child is playing in the _____,A child is playing in the sand.
684,"A group of children that are either sitting or standing in a line, while two are holding a round object.",A group of children that are either sitting or standing _____ _____ _____ while two are holding a round object.,"_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ in a line, _____ _____ _____ _____ _____ _____ _____","_____ group of _____ _____ are either sitting or standing in a line, while two are holding a round object.",0.1500,A group of children that are either sitting or standing _____ _____ _____ while two are holding a round object.,"_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ in a line, _____ _____ _____ _____ _____ _____ _____","_____ group of children that are either sitting _____ standing in a line, while two _____ holding a round object.",0.1500,A group of children that are either sitting or standing in a _____ while _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ line, _____ two are holding a round object.","A _____ of _____ _____ _____ either _____ _____ _____ in a line, while two are holding a round object.",0.3500,A group of children that are either sitting or standing _____ _____ _____ while two are holding a round object.,"_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ in a line, _____ _____ _____ _____ _____ _____ _____","A group _____ children _____ are either sitting or standing in a line, while two are holding a round _____",0.1500,_____ _____ _____ _____ _____ _____ _____ _____ _____ standing in _____ _____ _____ _____ _____ _____ _____ _____ object.,A group _____ _____ _____ _____ _____ _____ _____ _____ _____ a _____ _____ _____ _____ _____ _____ _____ _____,A _____ _____ _____ _____ are _____ sitting or _____ in _____ _____ _____ _____ _____ holding _____ round _____,"_____ _____ _____ children _____ _____ _____ _____ _____ _____ _____ _____ line, _____ _____ _____ _____ _____ round _____"
685,A man and a woman standing on a street corner.,A _____ _____ _____ _____ standing _____ _____ _____ _____,_____ man and a woman _____ on a street corner.,_____ man and a woman _____ on a street corner.,0.8000,_____ _____ _____ _____ _____ standing _____ _____ _____ _____,A man and a woman _____ on a street corner.,A man and a woman _____ on a street corner.,0.9000,A _____ and a _____ standing _____ _____ _____ _____,_____ man _____ _____ woman _____ on a street corner.,_____ man _____ _____ woman _____ on a street corner.,0.6000,A _____ _____ _____ _____ standing _____ _____ _____ _____,_____ man and a woman _____ on a street corner.,_____ man and a woman _____ on a street corner.,0.8000,_____ man and a woman _____ on a street corner.,A man and a _____ standing on a street corner.,_____ man and a _____ standing _____ a _____ corner.,A _____ and a woman standing on a street _____
689,Two young women pull out their pocketbooks to pay their waitress.,Two young women pull out their pocketbooks _____ _____ their waitress.,_____ _____ _____ _____ _____ _____ _____ to pay _____ _____,Two young _____ _____ out their pocketbooks to pay their waitress.,0.1818,Two young women _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ pull out their pocketbooks to pay their waitress.,_____ _____ _____ pull out their pocketbooks to pay their waitress.,0.7273,Two young women _____ _____ _____ _____ _____ _____ their waitress.,_____ _____ _____ pull out their pocketbooks to pay _____ _____,_____ _____ _____ pull out their pocketbooks to pay _____ _____,0.5455,Two young women _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ pull out their pocketbooks to pay their waitress.,_____ _____ _____ pull out their pocketbooks to pay their waitress.,0.7273,_____ _____ women _____ _____ _____ pocketbooks _____ _____ _____ _____,Two young _____ pull _____ _____ pocketbooks to pay their waitress.,Two young women _____ _____ their pocketbooks to _____ _____ _____,Two young _____ _____ out their pocketbooks to pay their _____
691,A man holds his young daughter on his shoulders walking on a boardwalk in the evening.,_____ _____ _____ _____ _____ _____ _____ _____ _____ walking on a boardwalk in the evening.,A man holds his young daughter on his shoulders _____ _____ _____ _____ _____ _____ _____,A man holds his young daughter on his shoulders _____ _____ _____ _____ _____ _____ _____,0.5625,A _____ _____ _____ _____ _____ _____ _____ _____ walking on a boardwalk in the evening.,_____ man holds his young daughter on his shoulders _____ _____ _____ _____ _____ _____ _____,_____ man holds his young daughter on his shoulders _____ _____ _____ _____ _____ _____ _____,0.5000,_____ _____ _____ _____ _____ _____ on his shoulders walking on a boardwalk in the evening.,A man holds his young daughter _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man holds his young daughter _____ _____ shoulders walking _____ a boardwalk _____ _____ _____,0.3750,A _____ _____ his young _____ on his shoulders walking on a boardwalk in the evening.,_____ man holds _____ _____ daughter _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man holds his young daughter on his _____ walking _____ a boardwalk in _____ evening.,0.1875,A man holds his young _____ _____ _____ shoulders walking _____ _____ boardwalk _____ _____ evening.,_____ man holds his _____ daughter _____ _____ shoulders _____ _____ a _____ in _____ evening.,_____ _____ holds _____ young _____ _____ his _____ walking _____ _____ boardwalk _____ _____ evening.,_____ _____ holds _____ _____ _____ _____ his _____ _____ on _____ _____ _____ _____ _____
692,A homeless man holding a sign.,A homeless man _____ _____ _____,_____ _____ _____ holding a sign.,_____ _____ _____ holding a sign.,0.5000,A homeless man _____ _____ _____,_____ _____ _____ holding a sign.,_____ _____ _____ holding a sign.,0.5000,A homeless man _____ _____ _____,_____ _____ _____ holding a sign.,_____ _____ _____ holding a sign.,0.5000,A homeless man holding _____ _____,_____ _____ _____ _____ a sign.,A homeless _____ _____ a sign.,0.3333,A homeless man _____ _____ _____,A _____ _____ _____ a sign.,A _____ _____ _____ a sign.,_____ _____ man _____ a _____
693,A man with chin-length light hair works on a sculpture.,A man with chin-length light hair _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ works on a sculpture.,A _____ _____ chin-length _____ _____ works on a sculpture.,0.4000,A man with chin-length light hair _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ works on a sculpture.,A _____ _____ chin-length _____ _____ works on a sculpture.,0.4000,A man with chin-length light hair _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ works on a sculpture.,_____ _____ _____ chin-length _____ hair works on a sculpture.,0.4000,A man with chin-length light hair _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ works on a sculpture.,A _____ _____ _____ light _____ works on a sculpture.,0.4000,_____ man _____ _____ _____ _____ works _____ a sculpture.,A man _____ chin-length _____ _____ _____ _____ _____ sculpture.,_____ _____ with _____ _____ _____ works on _____ sculpture.,_____ _____ _____ chin-length light hair works _____ _____ _____
694,An elderly man is shaving another elderly man with a straight razor,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,An elderly man is shaving another elderly man with a straight razor,An elderly man is shaving another elderly man with a straight razor,1.0000,An elderly man is shaving another elderly man with a _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ straight razor,An elderly _____ is shaving _____ elderly man with a straight razor,0.1667,_____ _____ _____ is _____ _____ _____ _____ _____ _____ _____ _____,An elderly man _____ shaving another elderly man with a straight razor,An elderly man _____ shaving another elderly man with a straight razor,0.9167,_____ _____ _____ is _____ _____ _____ _____ _____ _____ _____ _____,An elderly man _____ shaving another elderly man with a straight razor,An elderly man _____ shaving another elderly man with a straight razor,0.9167,An elderly man is shaving another elderly man with a straight razor,_____ elderly _____ _____ _____ _____ _____ _____ _____ _____ _____ razor,An elderly man is shaving another elderly man _____ a straight razor,An elderly man is shaving another elderly man with a _____ razor
695,A woman in a black jacket walking in black boots and jeans with a brown handbag on her shoulder.,_____ _____ in a _____ _____ _____ in _____ _____ and _____ with a _____ _____ _____ _____ _____,A woman _____ _____ black jacket walking _____ black boots _____ jeans _____ _____ brown handbag on her shoulder.,A woman _____ _____ black jacket walking _____ black boots _____ jeans _____ _____ brown handbag on her shoulder.,0.6842,A _____ in a _____ _____ _____ in _____ _____ and _____ with a _____ _____ on her shoulder.,_____ woman _____ _____ black jacket walking _____ black boots _____ jeans _____ _____ brown handbag _____ _____ _____,_____ woman in _____ black jacket walking _____ black boots _____ jeans _____ _____ brown handbag _____ _____ _____,0.4737,A woman in a _____ _____ _____ in _____ _____ and _____ with a _____ _____ on her shoulder.,_____ _____ _____ _____ black jacket walking _____ black boots _____ jeans _____ _____ brown handbag _____ _____ _____,_____ woman _____ _____ black jacket walking _____ black boots _____ jeans with a brown handbag _____ _____ _____,0.4211,_____ _____ in a _____ _____ _____ in _____ _____ and _____ with a _____ _____ on her shoulder.,A woman _____ _____ black jacket walking _____ black boots _____ jeans _____ _____ brown handbag _____ _____ _____,A woman _____ _____ black jacket walking _____ black boots _____ jeans _____ _____ brown handbag _____ _____ _____,0.5263,_____ woman _____ _____ black jacket walking in _____ boots and jeans with a brown _____ _____ her shoulder.,A _____ in _____ black _____ walking in _____ _____ and jeans with _____ _____ _____ _____ her _____,_____ woman in a _____ jacket _____ _____ black _____ _____ _____ _____ a brown _____ _____ _____ shoulder.,_____ _____ _____ _____ _____ jacket walking in _____ boots and jeans with a brown _____ on _____ _____
697,Here is a picture of a man kissing his wife at a park and his wife is taking a picture of them kissing.,Here is a picture of _____ _____ _____ _____ _____ _____ _____ _____ and _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ a man kissing his wife at a park _____ his wife is taking a picture of them kissing.,_____ _____ _____ _____ _____ a man kissing his wife at a park _____ his wife is taking a picture of them kissing.,0.7391,Here is a picture of a _____ _____ _____ _____ _____ _____ _____ and _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ man kissing his wife at a park _____ his wife is taking a picture of them kissing.,_____ _____ _____ _____ _____ _____ man kissing his wife at a park _____ his wife is taking a picture of them kissing.,0.6957,Here is a picture of a man kissing his wife at a park and his wife is taking a picture of them kissing.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Here is a picture of a man kissing his wife at a park and his wife is taking a picture of them kissing.,0.0000,Here is a picture of a _____ _____ his _____ at a park and his _____ is taking a picture of them _____,_____ _____ _____ _____ _____ _____ man kissing _____ wife _____ _____ _____ _____ _____ wife _____ _____ _____ _____ _____ _____ kissing.,_____ is a picture of a man kissing his wife at a _____ and his wife is _____ a picture _____ _____ kissing.,0.2174,_____ is _____ picture of a man kissing his wife at a park and his wife is _____ a _____ of _____ _____,Here is a _____ of a man kissing _____ _____ _____ a _____ _____ his wife is taking _____ picture of them kissing.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ of _____ man kissing _____ _____ _____ _____ _____ and _____ _____ _____ taking _____ _____ _____ _____ _____
698,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear.,In _____ _____ _____ _____ _____ _____ _____ _____ _____ faces a woman with a Chinese spear.,_____ a martial arts demonstration a man with two swords _____ _____ _____ _____ _____ _____ _____,_____ a martial arts demonstration a man with two swords _____ _____ _____ _____ _____ _____ _____,0.5294,In a _____ _____ _____ a _____ _____ _____ _____ faces a woman with a Chinese spear.,_____ _____ martial arts demonstration _____ man with two swords _____ _____ _____ _____ _____ _____ _____,_____ a martial arts demonstration _____ man with two swords _____ _____ woman _____ _____ Chinese _____,0.4118,In a _____ _____ _____ _____ _____ _____ _____ _____ faces a woman with a Chinese spear.,_____ _____ martial arts demonstration a man with two swords _____ _____ _____ _____ _____ _____ _____,_____ _____ martial arts demonstration a man with two swords _____ _____ _____ _____ a _____ _____,0.4706,In _____ _____ _____ _____ _____ _____ _____ _____ _____ faces a woman with a Chinese spear.,_____ a martial arts demonstration a man with two swords _____ _____ _____ _____ _____ _____ _____,_____ a martial arts demonstration a man with two swords _____ _____ _____ _____ _____ _____ _____,0.5294,In a martial _____ _____ _____ man with _____ _____ _____ a _____ with a Chinese _____,In a _____ _____ _____ _____ _____ _____ _____ swords faces a _____ with _____ Chinese _____,In _____ martial _____ _____ a _____ _____ _____ swords _____ _____ woman with _____ Chinese spear.,In a martial arts demonstration _____ man _____ _____ swords _____ a _____ _____ _____ Chinese _____
699,a lady and a kid in a strawberry ride,_____ _____ and _____ _____ _____ _____ _____ _____,a lady _____ a kid in a strawberry ride,a lady _____ a kid in a strawberry ride,0.8889,_____ _____ and _____ _____ _____ _____ _____ _____,a lady _____ a kid in a strawberry ride,a lady _____ a kid in a strawberry ride,0.8889,_____ _____ and _____ _____ _____ _____ _____ _____,a lady _____ a kid in a strawberry ride,a lady _____ a kid in a strawberry ride,0.8889,_____ _____ and _____ _____ _____ _____ _____ _____,a lady _____ a kid in a strawberry ride,a lady _____ a kid in a strawberry ride,0.8889,_____ lady and a kid in a strawberry ride,a lady and a _____ in a strawberry ride,a lady and a kid in _____ strawberry ride,a lady _____ a kid in a strawberry ride
700,People gathering outside with signs.,_____ _____ _____ _____ _____,People gathering outside with signs.,People gathering outside with signs.,1.0000,_____ _____ _____ _____ _____,People gathering outside with signs.,People gathering outside with signs.,1.0000,_____ _____ _____ _____ _____,People gathering outside with signs.,People gathering outside with signs.,1.0000,_____ _____ _____ _____ _____,People gathering outside with signs.,People gathering outside with signs.,1.0000,People gathering outside with signs.,People gathering outside with signs.,People gathering outside with signs.,People gathering outside with signs.
701,A man with tattoo's is reflecting light to a stage.,A man with _____ is reflecting light to a stage.,_____ _____ _____ tattoo's _____ _____ _____ _____ _____ _____,A man with tattoo's is reflecting light to a _____,0.1000,_____ _____ _____ _____ is reflecting light to a stage.,A man with tattoo's _____ _____ _____ _____ _____ _____,A man with tattoo's _____ _____ light _____ _____ stage.,0.4000,A _____ _____ _____ is reflecting light to a stage.,_____ man with tattoo's _____ _____ _____ _____ _____ _____,_____ man with tattoo's _____ reflecting light _____ a stage.,0.3000,_____ _____ _____ _____ is reflecting light to a stage.,A man with tattoo's _____ _____ _____ _____ _____ _____,A man with tattoo's is _____ light _____ _____ _____,0.4000,_____ _____ _____ _____ _____ _____ _____ _____ a _____,_____ _____ with tattoo's _____ _____ light to _____ _____,A _____ _____ tattoo's _____ _____ _____ _____ _____ stage.,_____ man with _____ _____ _____ light _____ _____ stage.
702,"Three kids, one holding a closed umbrella, run around on a sidewalk next to a river.","Three kids, _____ _____ _____ _____ _____ _____ _____ on a sidewalk next to a river.","_____ _____ one holding a closed umbrella, run around _____ _____ _____ _____ _____ _____ _____","Three _____ one holding a closed umbrella, run around _____ _____ _____ _____ _____ a _____",0.4375,"Three kids, _____ _____ _____ _____ _____ _____ _____ on a sidewalk next to a river.","_____ _____ one holding a closed umbrella, run around _____ _____ _____ _____ _____ _____ _____","_____ _____ one holding a closed umbrella, run around on _____ _____ next _____ _____ _____",0.4375,Three _____ _____ _____ _____ _____ _____ _____ _____ on a sidewalk next to a river.,"_____ kids, one holding a closed umbrella, run around _____ _____ _____ _____ _____ _____ _____","_____ kids, one holding a closed umbrella, run around _____ _____ _____ _____ _____ _____ _____",0.5000,"Three kids, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ next to a river.","_____ _____ one holding a closed umbrella, run around on a sidewalk _____ _____ _____ _____","_____ _____ one holding a closed umbrella, run around on a sidewalk _____ _____ _____ _____",0.6250,"_____ _____ _____ _____ _____ closed umbrella, run _____ _____ a sidewalk next _____ a _____","Three _____ _____ holding _____ closed umbrella, _____ _____ _____ a _____ next _____ _____ river.","Three kids, _____ _____ _____ closed _____ _____ around on _____ sidewalk _____ to a _____","Three kids, one holding a _____ _____ run around _____ a sidewalk _____ _____ a _____"
703,This is an Asian Woman looking at shoes to purchase at a local swap meet.,This is an _____ _____ _____ _____ _____ to purchase at a local _____ _____,_____ _____ _____ Asian Woman looking at shoes _____ _____ _____ _____ _____ swap meet.,_____ _____ _____ Asian Woman looking at shoes to _____ _____ _____ _____ swap meet.,0.4667,This is an _____ _____ _____ _____ _____ to purchase at a local _____ _____,_____ _____ _____ Asian Woman looking at shoes _____ _____ _____ _____ _____ swap meet.,This _____ _____ Asian Woman looking at shoes _____ _____ _____ _____ _____ swap meet.,0.4667,This is an _____ _____ _____ _____ _____ to purchase at a local _____ _____,_____ _____ _____ Asian Woman looking at shoes _____ _____ _____ _____ _____ swap meet.,_____ _____ _____ Asian Woman looking at shoes to _____ _____ _____ _____ swap meet.,0.4667,This is _____ _____ _____ _____ _____ _____ to purchase at a local _____ _____,_____ _____ an Asian Woman looking at shoes _____ _____ _____ _____ _____ swap meet.,_____ _____ an Asian Woman looking at shoes _____ _____ _____ _____ _____ swap meet.,0.5333,This is _____ Asian Woman _____ _____ _____ to _____ at _____ _____ swap _____,This _____ _____ _____ _____ _____ _____ shoes _____ purchase _____ a local swap meet.,This is _____ _____ Woman looking at _____ _____ _____ _____ _____ local _____ meet.,_____ is an Asian _____ looking at _____ to _____ at _____ local _____ _____
704,"A dad and his son, both in green, smile in a field of flowers.","A dad and his son, both in green, _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ smile in a field of flowers.,A dad _____ _____ _____ _____ _____ _____ smile in a field of flowers.,0.4286,"_____ _____ _____ _____ _____ both in green, _____ _____ _____ _____ _____ _____","A dad and his son, _____ _____ _____ smile in a field of flowers.","A dad and his son, _____ _____ _____ smile in a field of flowers.",0.7857,"A dad and his son, both in green, _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ smile in a field of flowers.,_____ _____ and _____ _____ _____ in _____ smile in a field of flowers.,0.4286,"A dad and his son, both in green, _____ in a _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ smile _____ _____ field of flowers.,"A _____ and his _____ both in green, smile _____ _____ field of flowers.",0.2857,_____ dad and _____ _____ _____ in _____ smile _____ _____ field of _____,"A dad _____ his son, _____ in green, smile in _____ field of flowers.",_____ dad and his _____ _____ _____ _____ _____ _____ a field _____ flowers.,_____ _____ and _____ _____ _____ _____ _____ smile _____ _____ field of _____
705,A man preparing food in a kitchen.,A _____ preparing food in a _____,_____ man _____ _____ _____ _____ kitchen.,A man _____ food in _____ kitchen.,0.2857,A _____ preparing food _____ _____ _____,_____ man _____ _____ in a kitchen.,_____ man _____ _____ in a kitchen.,0.5714,A _____ preparing food in a _____,_____ man _____ _____ _____ _____ kitchen.,A man _____ _____ in a kitchen.,0.2857,A _____ preparing food _____ _____ _____,_____ man _____ _____ in a kitchen.,_____ man _____ _____ in a kitchen.,0.5714,_____ _____ _____ _____ in a _____,_____ _____ preparing _____ in a kitchen.,_____ man _____ food _____ _____ _____,_____ _____ preparing food _____ a kitchen.
706,A woman cooking in a big pan outside.,A woman _____ in a big pan outside.,_____ _____ cooking _____ _____ _____ _____ _____,A woman cooking in a _____ pan outside.,0.1250,_____ _____ _____ _____ _____ _____ _____ _____,A woman cooking in a big pan outside.,A woman cooking in a big pan outside.,1.0000,A woman _____ in a big pan outside.,_____ _____ cooking _____ _____ _____ _____ _____,A woman cooking in a big _____ outside.,0.1250,_____ _____ _____ _____ _____ _____ _____ _____,A woman cooking in a big pan outside.,A woman cooking in a big pan outside.,1.0000,A _____ _____ _____ _____ _____ _____ _____,A woman cooking in a big pan outside.,_____ _____ _____ _____ _____ _____ pan _____,A woman cooking in a big pan outside.
707,1 guys running with a white ball football in sand while another chases him.,1 guys running with a white ball football in _____ while another chases him.,_____ _____ _____ _____ _____ _____ _____ _____ _____ sand _____ _____ _____ _____,1 _____ running with a white ball football in sand while another chases him.,0.0714,1 guys running with a white ball football in _____ while another chases him.,_____ _____ _____ _____ _____ _____ _____ _____ _____ sand _____ _____ _____ _____,1 guys running with a white ball football in sand while _____ chases him.,0.0714,1 guys running with a white ball football in _____ while another chases him.,_____ _____ _____ _____ _____ _____ _____ _____ _____ sand _____ _____ _____ _____,1 guys running _____ a white ball football in sand while another chases him.,0.0714,1 guys running with a white ball football _____ _____ while another chases him.,_____ _____ _____ _____ _____ _____ _____ _____ in sand _____ _____ _____ _____,1 guys running with a _____ _____ football in sand while another chases him.,0.1429,_____ _____ _____ with _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ with _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ sand _____ _____ _____ _____,_____ guys _____ _____ _____ _____ _____ _____ _____ sand _____ _____ _____ _____
708,A woman is standing near a public phone outside a bookstore on a city street.,_____ _____ _____ _____ _____ _____ _____ _____ outside a bookstore on a city street.,A woman is standing near a public phone _____ _____ _____ _____ _____ _____ _____,A woman is standing near a public phone _____ _____ _____ _____ _____ _____ _____,0.5333,A woman is standing _____ _____ _____ _____ outside a bookstore on a city street.,_____ _____ _____ _____ near a public phone _____ _____ _____ _____ _____ _____ _____,A _____ is standing near a public phone outside a bookstore _____ _____ _____ street.,0.2667,_____ _____ _____ _____ _____ _____ _____ _____ outside a bookstore on a city street.,A woman is standing near a public phone _____ _____ _____ _____ _____ _____ _____,A woman is standing near a public phone _____ _____ _____ _____ _____ _____ _____,0.5333,_____ _____ is _____ _____ _____ _____ _____ outside a bookstore on a city street.,A woman _____ standing near a public phone _____ _____ _____ _____ _____ _____ _____,A woman _____ standing near a public phone _____ _____ _____ _____ a _____ _____,0.4667,A woman is _____ near _____ _____ phone _____ a bookstore _____ _____ _____ street.,_____ woman _____ _____ _____ _____ _____ _____ outside _____ _____ _____ a city _____,_____ woman is _____ near a _____ phone _____ _____ bookstore _____ _____ city street.,_____ woman is _____ near a _____ _____ _____ a bookstore _____ a _____ _____
709,A windsurfer is balancing on choppy water.,A windsurfer is _____ _____ _____ _____,_____ _____ _____ balancing on choppy water.,_____ _____ _____ balancing on choppy water.,0.5714,A windsurfer is _____ _____ _____ _____,_____ _____ _____ balancing on choppy water.,_____ _____ _____ balancing on choppy water.,0.5714,A windsurfer is _____ _____ _____ _____,_____ _____ _____ balancing on choppy water.,_____ _____ _____ balancing on choppy water.,0.5714,A windsurfer is _____ _____ _____ _____,_____ _____ _____ balancing on choppy water.,_____ _____ _____ balancing on choppy water.,0.5714,_____ _____ is balancing _____ choppy water.,A windsurfer is balancing _____ _____ _____,A _____ is balancing on _____ _____,_____ _____ is balancing on _____ water.
711,A man in a hat is making digital music.,_____ _____ in a hat is _____ _____ _____,A man _____ _____ _____ _____ making digital music.,A man _____ _____ _____ _____ making digital music.,0.5556,A _____ in a hat is _____ _____ _____,_____ man _____ _____ _____ _____ making digital music.,_____ man _____ _____ hat _____ making digital music.,0.4444,A _____ in a hat is making _____ _____,_____ man _____ _____ _____ _____ _____ digital music.,_____ man _____ a hat _____ making digital music.,0.3333,_____ _____ in a hat is making _____ _____,A man _____ _____ _____ _____ _____ digital music.,A man _____ _____ _____ is _____ digital music.,0.4444,_____ _____ in _____ hat is _____ digital music.,A _____ _____ _____ _____ is _____ digital music.,_____ _____ in _____ _____ _____ making digital _____,A man _____ _____ _____ is _____ _____ music.
712,maintenance or construction workers on a work site on a busy city street,_____ _____ _____ _____ on a work site on a busy city street,maintenance or construction workers _____ _____ _____ _____ _____ _____ _____ _____ _____,maintenance or construction workers _____ _____ work site _____ a busy city _____,0.3077,_____ _____ _____ _____ on a work site on a busy city street,maintenance or construction workers _____ _____ _____ _____ _____ _____ _____ _____ _____,maintenance or construction workers on a work _____ on a _____ _____ _____,0.3077,_____ _____ _____ _____ on a work site on a busy city street,maintenance or construction workers _____ _____ _____ _____ _____ _____ _____ _____ _____,maintenance or construction workers on a _____ _____ on a _____ _____ street,0.3077,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,maintenance or construction workers on a work site on a busy city street,maintenance or construction workers on a work site on a busy city street,1.0000,maintenance _____ construction _____ _____ _____ _____ _____ on _____ _____ city _____,_____ or construction _____ on _____ work _____ _____ _____ _____ _____ _____,_____ or _____ workers _____ _____ work _____ _____ a _____ _____ _____,maintenance or construction workers on a work site on a busy city street
