id,Hypothesis,perturbation_1_lexical,p1_meaning_preserved,p1_explanation,perturbation_2_syntactic,p2_meaning_preserved,p2_explanation,perturbation_3_pragmatic,p3_meaning_preserved,p3_explanation
572,young adults are not wearing hats,Youthful people are not donning hats.,True,"The phrase 'Youthful people' is a close synonym for 'young adults', and 'donning' is a direct synonym for 'wearing'. The negation 'not' is also preserved. Thus, the meaning remains the same.",Hats are not being worn by young adults.,True,The perturbed hypothesis is a passive voice rephrasing of the original active voice hypothesis. Both sentences convey the same information: young adults are not performing the action of wearing hats.,It appears that young adults are not wearing hats.,False,"The original hypothesis is a direct assertion. The perturbed hypothesis, by adding 'It appears that', softens the assertion and introduces an element of observation or inference, implying a degree of uncertainty or subjectivity rather than a definitive statement."
576,A little girl is sitting on a couch inside in a living room.,A young girl is resting on a sofa indoors in a den.,True,"The perturbed hypothesis uses synonyms or very closely related terms for all key elements: 'young girl' for 'little girl', 'resting' for 'sitting' (which is a form of resting, especially on a sofa), 'sofa' for 'couch', 'indoors' for 'inside', and 'den' for 'living room' (both being common recreational rooms).","Inside a living room, a little girl is sitting on a couch.",True,The perturbed hypothesis rephrases the location without altering the core information that a little girl is sitting on a couch within a living room. The meaning is identical.,It seems that a little girl is sitting on a couch inside in a living room.,False,"The original hypothesis states a fact directly. The perturbed hypothesis introduces an epistemic modal 'It seems that', which adds a layer of uncertainty or subjective perception, suggesting that the situation is an inference or appearance rather than a confirmed fact. This changes the speaker's commitment to the truth of the statement."
582,An Asian girl is doing her math homework.,An Asian girl is completing her mathematics assignments.,True,"'Doing her math homework' is synonymous with 'completing her mathematics assignments'. 'Math' is short for 'mathematics', and 'homework' is a type of 'assignment'.",Her math homework is being done by an Asian girl.,True,"The perturbed hypothesis is a passive voice construction of the original active voice sentence. Both sentences describe the same action performed by the same agent on the same object, thus preserving the meaning.",An Asian girl appears to be doing her math homework.,False,"The original hypothesis states a definitive fact ('is doing'), while the perturbed hypothesis introduces a degree of uncertainty or inference ('appears to be doing'). This changes the modality from a direct observation to an interpretation, thus not preserving the exact meaning."
585,There is a boy outside,A young male is outdoors.,True,"'A young male' is a direct and slightly more descriptive synonym for 'a boy', and 'outdoors' is a direct synonym for 'outside'. The core meaning of a young male person being in an external location remains the same.",A boy can be found in an outdoor setting.,True,"The perturbed hypothesis rephrases 'outside' as 'in an outdoor setting' and 'There is' as 'A boy can be found'. Both rephrases maintain the core meaning of a boy being present in an external location. 'Can be found' in this context implies presence, similar to 'there is'.",There appears to be a boy outside.,False,"The original states a fact with certainty. The perturbed version introduces an element of perception or inference ('appears to be'), suggesting a degree of uncertainty or subjective observation rather than a definitive statement."
595,A man is standing close to a mountain.,A man is standing near a mountain.,True,'Close to' and 'near a' are synonymous phrases indicating proximity. The meaning is preserved.,"Close to a mountain, a man is standing.",True,The perturbed hypothesis rephrases the original by moving the adverbial phrase 'close to a mountain' to the beginning of the sentence. This is a stylistic change and does not alter the core meaning or the factual information conveyed.,A man appears to be standing close to a mountain.,False,"The original statement asserts a fact ('A man is standing'). The perturbed statement introduces an element of perception or uncertainty ('A man appears to be standing'), implying that it might not actually be the case, or it's an observation rather than a confirmed fact. This changes the certainty of the statement."
601,The people at the indoor event is work related.,The attendees at the indoor function are connected to work.,True,"All key elements of the sentence (people/attendees, indoor event/function, and work-related/connected to work) are synonymous or semantically equivalent. The grammatical change from 'is' to 'are' is due to the plural subject and does not alter meaning.",The association of the people at the indoor event is work-related.,True,"The original hypothesis, despite its grammatical error ('is' instead of 'are'), likely intended to convey that the individuals present at the event, or their collective presence, was connected to work. The perturbed hypothesis, by stating 'The association of the people... is work-related,' clarifies that the relationship or connection among these individuals stems from work. This is a more precise and grammatically correct articulation of a very similar underlying meaning, focusing on the work-related nature of their bond or gathering.",The people at the indoor event seem to be work related.,False,"The original hypothesis states a fact or strong assertion ('is work related'), implying certainty. The perturbed hypothesis uses 'seem to be work related,' which introduces an element of perception or appearance rather than a definitive fact, thus implying a lesser degree of certainty and altering the modality of the statement."
608,a little girl throws away some food,A small girl discards some food.,True,The words 'little' and 'small' are synonymous in this context. 'Throws away' and 'discards' also convey the same action of disposing of something.,Some food is thrown away by a little girl.,True,"The perturbed hypothesis is a passive voice rephrasing of the original hypothesis. Both sentences describe the same event: a little girl discarding food. The agent, action, and patient remain consistent.",A little girl seems to throw away some food.,False,"The word 'seems' introduces a degree of uncertainty or appearance about the action, suggesting it might not be a definite fact. The original hypothesis states the action directly as a fact."
621,a boy sitting in snow beaming,a boy sitting in snow and smiling,True,"'Beaming' is a strong form of 'smiling,' indicating a very happy and bright smile. Therefore, 'smiling' encompasses the meaning of 'beaming' in this context without changing the core action or emotion.",A boy who is sitting in the snow is beaming.,True,"The perturbed hypothesis rephrases the original using a relative clause ('who is sitting in the snow') and an explicit verb ('is beaming') without altering the core information that a boy, while sitting in the snow, is beaming.",It seems a boy is sitting in snow and beaming.,False,"The original statement is a direct description. The perturbed version adds 'It seems', which introduces an element of observation or conjecture, reducing the certainty of the statement and changing its modality."
630,Two people are putting out flaming garbage.,Two individuals are extinguishing burning garbage.,True,"The perturbed hypothesis uses direct synonyms for 'people' ('individuals'), 'putting out' ('extinguishing'), and 'flaming' ('burning'), preserving the exact meaning of the original sentence.",Flaming garbage is being put out by two people.,True,"The perturbed hypothesis is a passive voice construction of the original active voice sentence. It describes the exact same action, agents, and object without any change in meaning.",It appears that two people are putting out flaming garbage.,False,"The perturbed hypothesis adds 'It appears that,' which introduces an element of observation, inference, or uncertainty, rather than a direct statement of fact. This changes the speaker's commitment to the truth of the proposition, thus altering the meaning."
638,A girl in rollerskates holds a squirrel.,A young woman in rollerskates holds a squirrel.,True,"The change from 'girl' to 'young woman' is a subtle age distinction for a female person, but it does not alter the core meaning of the action being performed (holding a squirrel while in rollerskates) or the subject's gender.",A squirrel is held by a girl in rollerskates.,True,"The perturbed hypothesis is a passive voice construction of the original hypothesis. Both sentences describe the same event: a girl, wearing rollerskates, is holding a squirrel. The subject and object roles are swapped in emphasis, but the core action and participants remain unchanged.",A girl in rollerskates seems to hold a squirrel.,False,"The original hypothesis states a definitive action ('holds'), while the perturbed hypothesis introduces uncertainty or appearance ('seems to hold'), which changes the factual nature of the statement to an observation or a judgment."
645,The wall is plain blue.,The wall is solid blue.,True,"'Plain blue' and 'solid blue' both convey the idea of a uniform, unpatterned blue color for the wall, making them synonymous in this context.",The color of the wall is plain blue.,True,"The perturbed hypothesis explicitly states 'The color of the wall' as the subject, but this is implicitly understood in the original 'The wall is plain blue.' Both sentences convey the exact same information about the wall's color.",The wall seems to be plain blue.,False,"The original hypothesis states a definitive fact ('is'), while the perturbed hypothesis introduces an element of perception or uncertainty ('seems to be'). This weakens the assertiveness of the statement and does not fully preserve the original meaning of factual certainty."
651,the boy is on his way to the market,The boy is traveling to the market.,True,"'on his way to' is synonymous with 'traveling to' in this context, both indicating movement towards a destination.",The market is where the boy is headed.,True,"Both sentences convey the same information: the boy's destination is the market, and he is currently traveling towards it.",It's possible the boy is on his way to the market.,False,"The original hypothesis states a definite fact or a strong belief. The perturbed hypothesis introduces uncertainty and states it as a mere possibility, thus changing the degree of certainty and the core meaning."
653,A man is painting.,A male individual is painting.,True,"'Male individual' is a more formal or generic way to refer to a person who is male. While 'man' specifically denotes an adult male, 'male individual' encompasses that meaning and is often used interchangeably or as a slight rephrasing without changing the core meaning in this context.",There is a man who is painting.,True,"The perturbed hypothesis uses an existential 'there is' construction, which explicitly states the existence of a man who is painting. The original hypothesis implicitly conveys the same information: that a man exists and is performing the action of painting. Both sentences refer to the same state of affairs without altering the core meaning.",A man appears to be painting.,False,"The original hypothesis states a definitive action ('is painting'), while the perturbed hypothesis introduces an element of uncertainty or inference ('appears to be painting'). This changes the modality from a certain fact to a perception or likelihood."
658,Several people are taking a test in a classroom,Multiple individuals are undertaking an examination inside a schoolroom.,True,"The perturbed hypothesis uses synonyms for 'several people' (multiple individuals), 'taking a test' (undertaking an examination), and 'classroom' (schoolroom), without changing the core meaning of the original sentence.",A test is being taken by several people in a classroom.,True,"The perturbed hypothesis is a passive voice construction of the original active voice sentence. It conveys the identical information regarding who is performing the action, what the action is, and where it is taking place.",It seems that several people are taking a test in a classroom.,False,"The original hypothesis states a direct observation or fact. The perturbed hypothesis introduces an element of subjective perception or inference ('It seems that'), which alters the certainty or epistemic modality of the statement. While the core event described is the same, the speaker's commitment to its factual nature is weakened in the perturbed version."
663,The flag is black,The flag possesses a black color.,True,"The perturbed hypothesis rephrases 'is black' as 'possesses a black color,' which conveys the identical meaning without any change or loss of information.",The color of the flag is black.,True,"The perturbed hypothesis explicitly states 'the color of the flag' while the original implies it, but both convey the same meaning that the flag's color is black.",It seems the flag is black.,False,"The original hypothesis states a fact directly. The perturbed hypothesis introduces an element of uncertainty or observation ('It seems'), which weakens the definitive nature of the statement, thus altering its meaning regarding certainty."
669,The tourists are outdoors.,The tourists are outside.,True,"'Outdoors' and 'outside' are synonymous in this context, both indicating a location that is not indoors or within a building.",It is outdoors that the tourists are.,True,"The perturbed hypothesis uses a cleft sentence construction ('It is X that Y') to emphasize 'outdoors', but it conveys the exact same core information: the tourists' location is outdoors. The meaning is preserved; only the grammatical structure and emphasis change.",It appears that the tourists are outdoors.,False,"The original statement is a direct assertion of a fact. The perturbed statement introduces an epistemic qualifier ('It appears that'), which weakens the assertion and indicates that it is an observation or inference, rather than a definitive fact. This changes the certainty and directness of the meaning."
670,A black dog runs outside.,A black dog moves swiftly outdoors.,True,"'Moves swiftly' accurately describes the action of 'runs', and 'outdoors' is a direct synonym for 'outside'. The core meaning is preserved.",Outside is where a black dog runs.,True,"Both sentences convey the same information: a black dog is running, and its location is outside. The perturbed version merely rephrases the original, emphasizing the location.",It is apparent that a black dog runs outside.,True,"The perturbed hypothesis adds an epistemic frame ('It is apparent that...') which comments on the obviousness of the fact, but it does not change or contradict the core assertion that 'a black dog runs outside'. The fundamental meaning remains preserved."
675,A go kart driver is in a red car,A go-cart operator is within a red automobile.,True,"All key terms in the perturbed hypothesis ('go-cart operator', 'within', 'automobile') are direct synonyms or very close semantic equivalents of the original terms ('go kart driver', 'in', 'car'), maintaining the same meaning.",A red car contains a go-kart driver.,True,"Both sentences convey the same information: a go-kart driver is located inside a red car. The 'is in' relation in the original is equivalently expressed by 'contains' in the perturbed version, with the subject and object roles swapped.",A go-kart driver appears to be in a red car.,False,"The original hypothesis states a definitive fact ('is in a red car'), while the perturbed hypothesis introduces an element of perception or uncertainty ('appears to be in a red car'), which changes the certainty of the statement."
678,the children are learning about computer programs,The kids are studying software.,True,The terms 'children' and 'kids' are synonymous. 'Learning about' and 'studying' convey the same action in this context. 'Computer programs' and 'software' refer to the same concept.,It is computer programs that the children are learning about.,True,"The perturbed hypothesis uses a cleft sentence construction ('It is X that Y') to emphasize 'computer programs,' but it preserves the core meaning that the children are learning about computer programs without altering the factual content.",It is possible that the children are learning about computer programs.,False,"The original hypothesis states a fact or a strong assertion that the children *are* learning. The perturbed hypothesis introduces uncertainty by stating it is only *possible* that they are learning, thus changing the level of certainty and the overall meaning."
682,An Indian shop vendor is works nights.,An Indian merchant operates during nocturnal hours.,True,"The perturbed hypothesis uses synonyms ('merchant' for 'shop vendor', 'operates during nocturnal hours' for 'works nights') to convey the same core meaning. The grammatical error in the original ('is works nights') is corrected and the intended meaning maintained.",Nights are when an Indian shop vendor is at work.,True,"The original hypothesis 'An Indian shop vendor is works nights' contains a grammatical error ('is works'). Assuming the intended meaning is 'An Indian shop vendor works nights' or 'An Indian shop vendor is working nights', both the original (with correction) and the perturbed hypothesis ('Nights are when an Indian shop vendor is at work') convey the same information: that the vendor performs their work during the nighttime. The perturbed version rephrases this meaning without altering it.","Apparently, an Indian shop vendor works nights.",False,"The original hypothesis ""An Indian shop vendor is works nights"" contains a grammatical error ('is works'). Assuming the intended meaning was 'An Indian shop vendor works nights' (a direct statement of fact), the perturbed hypothesis ""Apparently, an Indian shop vendor works nights"" adds the epistemic modifier 'apparently'. This word introduces a nuance of uncertainty or reported information, indicating that the speaker is not directly asserting the fact but rather relaying something that seems true or has been heard. This changes the speaker's commitment to the truth of the statement, thus altering its overall meaning."
686,The man was clean shaven.,The man was without a beard.,True,"'Clean shaven' directly implies the absence of a beard and usually a mustache, which is accurately conveyed by 'without a beard'.",The man did not have a beard.,False,"While a clean-shaven man certainly does not have a beard, the term 'clean shaven' implies the absence of *all* facial hair (including stubble, mustache, or goatee). 'Did not have a beard' only specifies the absence of a beard, leaving open the possibility of other facial hair like stubble, which would contradict being 'clean shaven'. Therefore, the perturbed hypothesis is less specific and does not fully preserve the original meaning.",The man seems to have been clean shaven.,False,"The original statement asserts a fact ('The man was clean shaven'). The perturbed statement introduces an element of uncertainty or observation ('The man seems to have been clean shaven'), implying it is an appearance or an inference, not a definite fact."
687,The men are at lunch,The men are having lunch.,True,Both phrases 'at lunch' and 'having lunch' convey the same meaning: the men are currently engaged in the act of eating their midday meal.,The men are on their lunch break.,True,Both phrases indicate that the men are currently taking a break to eat their midday meal. 'At lunch' is a common idiom for being on a lunch break.,It seems the men are at lunch.,False,"The original hypothesis states a fact directly. The perturbed hypothesis introduces an element of inference or uncertainty with 'It seems', thereby changing the speaker's commitment to the truth of the statement, even if the underlying proposition remains similar."
688,The lady is playing bowling.,The woman is bowling.,True,'Lady' and 'woman' are highly interchangeable in this context. 'Is playing bowling' and 'is bowling' convey the same action.,What the lady is doing is bowling.,True,Both sentences convey the same information: the activity the lady is engaged in is bowling. The perturbed version uses a different grammatical structure (a cleft sentence) but does not alter the core meaning.,The lady appears to be playing bowling.,False,"The original hypothesis states a definitive fact ('is playing'), whereas the perturbed hypothesis introduces an element of observation or uncertainty ('appears to be playing'). This changes the modality from a definite statement to an assessment or inference, thus not preserving the exact meaning."
690,the man is a traveller,The man is a passenger.,False,"While 'passenger' is a type of 'traveller', the term 'traveller' is broader and can include people who travel by foot, bicycle, or other means, not just as a passenger in a vehicle. Therefore, 'passenger' introduces a specificity not present in 'traveller', changing the exact scope of the meaning.",The man is someone who travels.,True,'A traveller' is synonymous with 'someone who travels'. The perturbed hypothesis explicitly states the definition of the original's noun.,The man appears to be a traveller.,False,"The original hypothesis states a definitive fact ('is a traveller'), while the perturbed hypothesis introduces an element of uncertainty or subjective observation ('appears to be a traveller'), implying it might not be a definitive fact. This weakens the assertion of the original."
696,A man is serving the ball on a tennis court.,A man is performing a serve with the ball on a tennis court.,True,The phrase 'serving the ball' and 'performing a serve with the ball' convey the identical action in the context of tennis. The perturbed hypothesis merely rephrases the original without altering the core meaning.,The ball is being served by a man on a tennis court.,True,The perturbed hypothesis is a passive voice construction of the original active voice sentence. Both sentences convey the exact same information about a man serving a ball on a tennis court.,A man appears to be serving the ball on a tennis court.,False,"The original hypothesis states a definitive action ('is serving'), while the perturbed hypothesis introduces an element of uncertainty or perception ('appears to be serving'). This changes the certainty of the statement."
710,A boy is in a market.,A young man is at a market.,True,"The core meaning remains the same: a male person is present at a market. 'Young man' is a slightly older descriptor than 'boy', but still refers to a male in a similar age range. 'At a market' encompasses 'in a market'.",A market contains a boy.,True,"Both sentences convey the same information: the boy's location is within the market, and the market encloses the boy.",It seems a boy is in a market.,False,"The original hypothesis states a fact directly. The perturbed hypothesis introduces an epistemic modal ('It seems'), which indicates uncertainty, inference, or perception rather than a direct statement of fact. This changes the level of certainty conveyed by the statement."
716,A man is the father of the three children.,A man is the dad of the three kids.,True,"The words 'father' and 'dad' are synonyms, as are 'children' and 'kids'. The perturbed hypothesis uses informal equivalents, but the core meaning of a man being the male parent to three offspring remains identical.",The father of the three children is a man.,True,"The original statement 'A man is the father of the three children' asserts that the individual who is the father of the three children is a man. The perturbed statement 'The father of the three children is a man' asserts the exact same fact. The subject and predicate have been swapped, but the core identity or characteristic being described remains identical.",A man appears to be the father of the three children.,False,"The original hypothesis states a definitive fact ('is the father'), while the perturbed hypothesis introduces an element of perception or appearance ('appears to be the father'), which implies uncertainty or a lack of definitive confirmation. Therefore, the meaning is not preserved as the certainty of the statement changes."
717,A man is base jumping off a building.,A man is performing a base jump from a building.,True,"The perturbed hypothesis rephrases 'base jumping' as 'performing a base jump' and uses 'from' instead of 'off' for the building, both of which maintain the original meaning without any change.",A base jump off a building is being performed by a man.,True,The perturbed hypothesis is a passive voice rephrasing of the original active voice sentence. Both sentences convey the same action (base jumping off a building) performed by the same agent (a man).,A man appears to be base jumping off a building.,False,"The original hypothesis states a definitive action ('is base jumping'), while the perturbed hypothesis introduces uncertainty or perception ('appears to be base jumping'). This shift from a direct assertion to an observation of appearance changes the meaning regarding the certainty of the action."
728,An electrician is getting ready to work on a transformer box.,An electrician is preparing to work on a transformer box.,True,"The phrases 'getting ready' and 'preparing' are synonymous in this context, both indicating the act of making arrangements to start an activity. Therefore, the meaning is preserved.",The preparation for working on a transformer box is being done by an electrician.,True,"The perturbed hypothesis rephrases the original using a passive construction and nominalization ('the preparation'), but the core meaning remains the same: an electrician is currently engaged in preparing to work on a transformer box.",An electrician appears to be getting ready to work on a transformer box.,True,"The perturbed hypothesis adds a nuance of observation or inference ('appears to be'), but it does not change or flip the core meaning that the electrician is in the process of preparing to work on the transformer box. The action remains the same; only the certainty or source of information is subtly modified."
730,man wears cap,A man is donning a hat.,False,"The original 'man wears cap' describes a state of wearing something. The perturbed 'A man is donning a hat' describes the action of putting something on. These are distinct meanings; one is a completed state (or habitual action), the other is an ongoing action leading to that state. Additionally, 'cap' is a specific type of headwear, while 'hat' is a broader category, though this is a less significant divergence than the verb change.",A cap is worn by the man.,True,The perturbed hypothesis is a passive voice rephrasing of the original active voice sentence. Both convey the same action and subject-object relationship.,It seems the man wears a cap.,False,"The original hypothesis states a direct observation or fact. The perturbed hypothesis adds 'It seems', which introduces a degree of uncertainty, inference, or subjective perception, thereby altering the directness and certainty of the original statement."
732,Two women are outside.,Two women are outdoors.,True,"'Outside' and 'outdoors' are synonymous in this context, both referring to being in the open air rather than inside a building. The meaning is fully preserved.",The two women are located outside.,True,"The perturbed hypothesis adds a definite article ('The') and a more explicit verb ('are located' instead of 'are'), but these changes do not alter the fundamental meaning that two women are situated outside.",Two women appear to be outside.,False,"The original hypothesis states a definitive fact ('are outside'). The perturbed hypothesis introduces uncertainty or observation ('appear to be outside'), suggesting that their being outside is a perception rather than a confirmed state. This changes the level of certainty."
735,The men are construction workers.,The individuals are construction personnel.,False,"The original specifies 'men' and 'workers,' implying adult males performing labor. The perturbed version uses 'individuals' (gender-neutral, potentially including women) and 'personnel' (a broader term that can include workers, but also supervisors, engineers, administrative staff, etc.). This changes the meaning by broadening the scope of both the gender and the specific role within construction.",The men work in construction.,True,"To 'be a construction worker' inherently means to 'work in construction'. The perturbed version describes the activity associated with the profession, which is equivalent to stating the profession itself.",The men appear to be construction workers.,False,"The original hypothesis states a definitive fact ('are'), while the perturbed hypothesis introduces an element of perception or inference ('appear to be'), implying a possibility or observation rather than a certainty. This changes the certainty of the statement."
739,Two kids run down the street.,A couple of children sprint along the road.,False,"While 'a couple of children' accurately rephrases 'two kids' and 'along the road' is a near synonym for 'down the street,' the verb 'sprint' is a more specific and intense form of 'run.' 'Sprint' implies running at top speed, whereas 'run' can encompass a range of speeds, including jogging or a less strenuous pace. This added specificity of speed changes the nuance and potential truth conditions of the statement.","Down the street, two kids are running.",True,"The perturbed hypothesis uses a different tense (present continuous vs. simple present) and changes the word order by fronting the adverbial phrase, but these grammatical and stylistic changes do not alter the core meaning of two children performing the action of running in the specified location.","Apparently, two kids are running down the street.",False,"The addition of 'Apparently' changes the epistemic modality of the statement, indicating the speaker's information is indirect or inferred, whereas the original is a direct assertion. The change from 'run' (simple present) to 'are running' (present continuous) also shifts the emphasis from a general truth or narrative present to a specific ongoing action."
750,The large dog ran along the grass.,The big dog ran alongside the grass.,True,"'Large' and 'big' are synonyms, and 'along' and 'alongside' convey a very similar spatial relationship of moving next to or parallel to the grass.",It was the large dog that ran along the grass.,True,"The perturbed hypothesis uses a cleft sentence structure ('It was X that Y') to emphasize 'the large dog,' but it does not change the core factual information or the truth conditions of the original statement. Both sentences convey that the action of running along the grass was performed by the large dog.",It appears that the large dog ran along the grass.,False,"The original hypothesis is a direct assertion of an event. The perturbed hypothesis adds 'It appears that', which introduces an element of perception, inference, or a degree of uncertainty, rather than a direct statement of fact. This changes the epistemic modality of the sentence."
756,A man is sweeping.,A man is cleaning with a broom.,True,"Sweeping is a specific method of cleaning, typically performed with a broom. The perturbed hypothesis describes the same action of cleaning using the same implied tool.",Sweeping is being performed by a man.,True,The perturbed hypothesis is a passive voice construction of the original active voice sentence. Both sentences convey the same information: a man is performing the action of sweeping.,A man appears to be sweeping.,False,"The original hypothesis states a definitive action ('is sweeping'). The perturbed hypothesis introduces uncertainty or perception ('appears to be sweeping'), implying that the action might not be actually happening or is not definitively confirmed. This changes the certainty of the statement."
758,Little girl sun bathing during summer.,A young girl basking in the sun during summertime.,True,"The terms 'Little girl' and 'A young girl' are synonymous. 'Sun bathing' and 'basking in the sun' convey the same action. 'Summer' and 'summertime' refer to the same period. Therefore, the meaning is fully preserved.",A little girl is engaging in sunbathing during the summer.,True,"The perturbed hypothesis rephrases the original with slightly more formal grammar (adding 'A', 'is engaging in', 'the'), but the core subject, action, and temporal context remain identical. 'Sun bathing' functions as a participial phrase describing the action, which is explicitly stated as 'engaging in sunbathing' in the perturbed version.",It seems a little girl is sun bathing during summer.,False,"The original hypothesis states a fact or direct observation. The perturbed hypothesis adds 'It seems', which introduces a degree of uncertainty or conjecture, thereby subtly changing the meaning from a direct statement to an observation or inference."
763,Several gardeners working together.,Multiple gardeners collaborating.,True,"'Several' and 'multiple' are near synonyms, as are 'working together' and 'collaborating'. The core meaning of a group of gardeners engaging in a joint effort remains unchanged.",Collaboration is occurring among several gardeners.,True,The phrase 'working together' is synonymous with 'collaboration is occurring.' Both hypotheses convey the idea of multiple gardeners engaging in a joint activity.,It seems that several gardeners are working cooperatively.,True,"The core action of 'several gardeners working together' is maintained. 'Working together' and 'working cooperatively' are highly synonymous. The introductory phrase 'It seems that' adds a nuance of observation or inference, but it does not change the essential activity being described."
766,Their is a girl standing in a puddle.,There is a girl upright in a small pool of water.,True,"The perturbed hypothesis preserves the meaning. 'There' corrects a likely typo of 'Their' in the original. 'Upright' is synonymous with 'standing' for a person, and 'small pool of water' is a descriptive synonym for 'puddle'.",A girl is standing in a puddle.,True,"The original hypothesis contains a common misspelling of 'There' as 'Their'. Assuming 'Their' is a typo for 'There', both 'There is a girl standing in a puddle' and 'A girl is standing in a puddle' convey the exact same meaning, describing the same situation.",It appears that there is a girl standing in a puddle.,False,"The original statement ('There is a girl standing in a puddle') makes a direct, factual assertion. The perturbed statement ('It appears that there is a girl standing in a puddle') introduces an element of perception or observation. The truth conditions differ: the original is true only if a girl is actually there, while the perturbed statement could be true even if it merely *looks like* a girl is there (e.g., a convincing mannequin), thus changing the certainty and nature of the assertion."
773,The human sculpture is plotting to smite the crowd of people.,The human sculpture is scheming to strike down the group of individuals.,True,"The perturbed hypothesis uses synonyms for all key elements: 'plotting' is replaced by 'scheming', 'smite' by 'strike down', and 'crowd of people' by 'group of individuals'. These substitutions maintain the original meaning of a human sculpture secretly planning to harm a collection of people.",The human sculpture's plot involves smiting the crowd of people.,True,"Both sentences convey the same core meaning: the human sculpture has an intention (a plot) to harm the crowd of people. The grammatical structure changes from an active verb ('is plotting') to a noun phrase ('plot involves'), but the semantic content is identical.",It appears the human sculpture is plotting to smite the crowd of people.,False,"The perturbed hypothesis introduces an epistemic qualifier ('It appears that...') which changes the certainty and assertiveness of the statement. The original directly asserts that the sculpture IS plotting, while the perturbed version states that it only APPEARS to be plotting. This distinction alters the truth conditions and the speaker's commitment to the plotting, thus changing the meaning."
778,It is winter.,It is wintertime.,True,'Winter' and 'wintertime' are synonyms referring to the same season. The meaning is fully preserved.,The current season is winter.,True,"The perturbed hypothesis explicitly states 'The current season is winter,' which is the exact meaning implicitly conveyed by 'It is winter.' No meaning is lost or changed.",It appears to be winter.,False,"The original hypothesis states a definitive fact ('It is winter'). The perturbed hypothesis introduces an element of perception or inference ('It appears to be winter'), implying that while observations suggest it is winter, it might not be a definitive statement of fact, or it's based on subjective judgment rather than objective truth. This subtle shift in modality changes the meaning from a direct assertion to an observation or an educated guess."
783,Somebody who is shown here is reading.,Someone depicted here is perusing.,True,"'Somebody' and 'someone' are synonyms. 'Shown here' and 'depicted here' are synonymous phrases indicating visual representation. 'Perusing' is a more specific form of 'reading', meaning to read thoroughly or carefully, but it still falls under the general act of reading. Therefore, the core meaning is preserved.","Among those visible, someone is reading.",True,"The phrase 'Somebody who is shown here' is semantically equivalent to 'Among those visible, someone'. Both refer to an unspecified individual present in the current visual context. The action 'is reading' remains the same.",Somebody who is shown here appears to be reading.,False,"The original hypothesis states a definitive fact ('is reading'), whereas the perturbed hypothesis introduces an element of perception or uncertainty ('appears to be reading'), implying that it might not actually be reading, but only looks like it."
785,A man is putting a mouthpiece on a trumpet.,A man is fitting a mouthpiece on a trumpet.,True,"'Putting a mouthpiece on a trumpet' and 'fitting a mouthpiece on a trumpet' describe the same action of attaching the mouthpiece to the instrument. 'Fitting' might imply a slight nuance of ensuring it's correctly attached, but this is consistent with the general meaning of 'putting on' in this context.",A mouthpiece is being put on a trumpet by a man.,True,"The perturbed hypothesis is a passive voice rephrasing of the original active voice sentence. It describes the exact same action, agent, and objects, preserving the full meaning.",It seems that a man is putting a mouthpiece on a trumpet.,False,"The original hypothesis states a direct fact. The perturbed hypothesis adds 'It seems that', which introduces an element of inference, perception, or uncertainty, thereby altering the speaker's commitment to the truth of the statement."
787,People walking down the street near a bike lane.,Individuals strolling along the road next to a bicycle path.,True,"The perturbed hypothesis uses synonyms like 'individuals' for 'people', 'strolling' for 'walking', 'road' for 'street', and 'bicycle path' for 'bike lane'. 'Along the road' and 'next to' also convey the same spatial relationship as 'down the street' and 'near', respectively. The core meaning is maintained.",There are people walking down the street adjacent to a bike lane.,True,The terms 'near' and 'adjacent to' convey a very similar spatial relationship in this context. The addition of 'There are' is an existential construction that does not alter the core meaning.,It seems that people are walking down the street near a bike lane.,False,"The original hypothesis makes a direct assertion about people walking. The perturbed hypothesis adds 'It seems that', which introduces an element of subjective observation, inference, or a degree of uncertainty. This changes the truth conditions; the original statement asserts a fact, while the perturbed statement asserts an appearance or likelihood. For example, if people are not actually walking but it looks like they are (e.g., a still image or a trick of light), the perturbed statement could be true while the original would be false."
788,The man is hispanic.,The gentleman is hispanic.,False,"While 'gentleman' refers to a male adult, it carries an additional connotation of politeness, good manners, and respectability that 'man' does not inherently convey. This added layer of meaning changes the description of the individual, thus not fully preserving the original meaning.",The man is of Hispanic descent.,True,The phrase 'of Hispanic descent' is a more explicit and formal way of stating that someone is 'Hispanic'. Both expressions convey the same information about the man's ethnicity or origin.,The man appears to be hispanic.,False,"The original states a fact ('is'), while the perturbed version introduces an element of perception or uncertainty ('appears to be'). 'Appears' suggests an observation or inference, not a definitive identity, thereby weakening the certainty of the statement."
789,The truck is carrying trash.,The truck is hauling garbage.,True,"'Hauling' is a synonym for 'carrying' when referring to a vehicle transporting goods, and 'garbage' is a direct synonym for 'trash'. The meaning is preserved.",Trash is being carried by the truck.,True,"The perturbed hypothesis is a passive voice rephrasing of the original active voice sentence. Both sentences convey the exact same information: the truck is the agent performing the action of carrying, and trash is the object being carried.",The truck might be carrying trash.,False,"The original hypothesis states a fact ('is carrying'), while the perturbed hypothesis introduces uncertainty or possibility ('might be carrying'). This changes the modality and thus the core meaning regarding the certainty of the statement."
