id,cot_original_parsed,cot_lexical_parsed,cot_syntactic_parsed,cot_contextual_parsed
13,"[{""step_text"": ""sum = 5k"", ""derived_number_str"": ""5"", ""derived_value"": 5.0, ""preceding_context"": ""sum = "", ""is_final_answer"": false}, {""step_text"": ""5 * 90 = <450>"", ""derived_number_str"": ""450"", ""derived_value"": 450.0, ""preceding_context"": ""5 * 90 = "", ""is_final_answer"": true}]","[{""step_text"": ""4 * 90 = 360"", ""derived_number_str"": ""360"", ""derived_value"": 360.0, ""preceding_context"": ""4 * x ="", ""is_final_answer"": false}, {""step_text"": ""90 + 360 = 450"", ""derived_number_str"": ""450"", ""derived_value"": 450.0, ""preceding_context"": ""Grant's number of vacations:"", ""is_final_answer"": true}]","[{""step_text"": ""4 * 90"", ""derived_number_str"": ""360"", ""derived_value"": 360.0, ""preceding_context"": ""vacations = "", ""is_final_answer"": false}, {""step_text"": ""90 + 360"", ""derived_number_str"": ""450"", ""derived_value"": 450.0, ""preceding_context"": ""Total = "", ""is_final_answer"": true}]","[{""step_text"": ""90 * 4"", ""derived_number_str"": ""360"", ""derived_value"": 360.0, ""preceding_context"": ""Grant = "", ""is_final_answer"": false}, {""step_text"": ""90 + 360"", ""derived_number_str"": ""450"", ""derived_value"": 450.0, ""preceding_context"": ""vacations = "", ""is_final_answer"": true}]"
14,"[{""step_text"": ""$196 = 14 * ($8 / # of green lettuce) + 14 * ($6 / # of red lettuce)"", ""derived_number_str"": ""196"", ""derived_value"": 196.0, ""preceding_context"": ""the fractions. $196"", ""is_final_answer"": false}, {""step_text"": ""$196 = $112 / # of green lettuce + $84 / # of red lettuce"", ""derived_number_str"": ""112"", ""derived_value"": 112.0, ""preceding_context"": ""equation. $196 = $112"", ""is_final_answer"": false}, {""step_text"": ""$196 = $112 / # of green lettuce + $84 / # of red lettuce"", ""derived_number_str"": ""84"", ""derived_value"": 84.0, ""preceding_context"": ""lettuce + $84 /"", ""is_final_answer"": false}, {""step_text"": ""The least common multiple of 14, 112, and 84 is 84."", ""derived_number_str"": ""84"", ""derived_value"": 84.0, ""preceding_context"": ""and 84 is 84."", ""is_final_answer"": false}, {""step_text"": ""112 * # of green lettuce = 15616"", ""derived_number_str"": ""15616"", ""derived_value"": 15616.0, ""preceding_context"": ""lettuce = 15616"", ""is_final_answer"": false}, {""step_text"": ""# of green lettuce = 139"", ""derived_number_str"": ""139"", ""derived_value"": 139.0, ""preceding_context"": ""lettuce = 139"", ""is_final_answer"": false}, {""step_text"": ""# of red lettuce = 18.54 (rounded to two decimal places)"", ""derived_number_str"": ""18.54"", ""derived_value"": 18.54, ""preceding_context"": ""lettuce = 18.54"", ""is_final_answer"": false}, {""step_text"": ""Since we cannot buy a fraction of a pound, we need to round up the number of red lettuce pounds to the nearest whole number."", ""derived_number_str"": ""19"", ""derived_value"": 19.0, ""preceding_context"": ""nearest whole number."", ""is_final_answer"": false}, {""step_text"": ""Final Answer: 150 pounds."", ""derived_number_str"": ""150"", ""derived_value"": 150.0, ""preceding_context"": ""Final Answer: 150 pounds."", ""is_final_answer"": true}]","[{""step_text"": ""8 dollars / 2 dollars per pound = 4 pounds"", ""derived_number_str"": ""4"", ""derived_value"": 4.0, ""preceding_context"": ""per pound:"", ""is_final_answer"": false}, {""step_text"": ""6 dollars / 2 dollars per pound = 3 pounds"", ""derived_number_str"": ""3"", ""derived_value"": 3.0, ""preceding_context"": ""per pound:"", ""is_final_answer"": false}, {""step_text"": ""4 pounds + 3 pounds = 7 pounds"", ""derived_number_str"": ""7"", ""derived_value"": 7.0, ""preceding_context"": ""red lettuce:"", ""is_final_answer"": true}]","[{""step_text"": ""Green lettuce: $8 \u00f7 $2/pound = 4 pounds"", ""derived_number_str"": ""4"", ""derived_value"": 4.0, ""preceding_context"": ""$2/pound ="", ""is_final_answer"": false}, {""step_text"": ""Red lettuce: $6 \u00f7 $2/pound = 3 pounds"", ""derived_number_str"": ""3"", ""derived_value"": 3.0, ""preceding_context"": ""$2/pound ="", ""is_final_answer"": false}, {""step_text"": ""7 pounds of lettuce were bought by Julie."", ""derived_number_str"": ""7"", ""derived_value"": 7.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]","[{""step_text"": ""$8 \u00f7 $2/pound = 4"", ""derived_number_str"": ""4"", ""derived_value"": 4.0, ""preceding_context"": ""Green lettuce:"", ""is_final_answer"": false}, {""step_text"": ""$6 \u00f7 $2/pound = 3"", ""derived_number_str"": ""3"", ""derived_value"": 3.0, ""preceding_context"": ""Red lettuce:"", ""is_final_answer"": false}, {""step_text"": ""4 pounds + 3 pounds"", ""derived_number_str"": ""7"", ""derived_value"": 7.0, ""preceding_context"": ""Total pounds ="", ""is_final_answer"": true}]"
15,"[{""step_text"": ""$1 * 3 = $3"", ""derived_number_str"": ""3"", ""derived_value"": 3.0, ""preceding_context"": ""Cost of 3 pens = "", ""is_final_answer"": false}, {""step_text"": ""$3 * 4 = $12"", ""derived_number_str"": ""12"", ""derived_value"": 12.0, ""preceding_context"": ""Cost of 4 notebooks = "", ""is_final_answer"": false}, {""step_text"": ""$5 * 2 = $10"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""Cost of 2 folders = "", ""is_final_answer"": false}, {""step_text"": ""Total cost = $25"", ""derived_number_str"": ""25"", ""derived_value"": 25.0, ""preceding_context"": ""Total cost = "", ""is_final_answer"": false}, {""step_text"": ""Change = $25"", ""derived_number_str"": ""25"", ""derived_value"": 25.0, ""preceding_context"": ""Change = "", ""is_final_answer"": true}]","[{""step_text"": ""Cost of pens = $3"", ""derived_number_str"": ""$3"", ""derived_value"": 3.0, ""preceding_context"": ""Cost of pens = 3 * $1"", ""is_final_answer"": false}, {""step_text"": ""Cost of notebooks = $12"", ""derived_number_str"": ""$12"", ""derived_value"": 12.0, ""preceding_context"": ""Cost of notebooks = 4 * $3"", ""is_final_answer"": false}, {""step_text"": ""Cost of folders = $10"", ""derived_number_str"": ""$10"", ""derived_value"": 10.0, ""preceding_context"": ""Cost of folders = 2 * $5"", ""is_final_answer"": false}, {""step_text"": ""Total cost = $15 + $12"", ""derived_number_str"": ""$15"", ""derived_value"": 15.0, ""preceding_context"": ""$3 + $12+ $10"", ""is_final_answer"": false}, {""step_text"": ""Total cost = $27"", ""derived_number_str"": ""$27"", ""derived_value"": 27.0, ""preceding_context"": ""Total cost = $15 + $12"", ""is_final_answer"": false}, {""step_text"": ""Change = $23"", ""derived_number_str"": ""$23"", ""derived_value"": 23.0, ""preceding_context"": ""Change = $50 - $27"", ""is_final_answer"": true}]","[{""step_text"": ""Cost of pens = $3"", ""derived_number_str"": ""$3"", ""derived_value"": 3.0, ""preceding_context"": ""3 * $1"", ""is_final_answer"": false}, {""step_text"": ""Cost of notebooks = $12"", ""derived_number_str"": ""$12"", ""derived_value"": 12.0, ""preceding_context"": ""4 * $3"", ""is_final_answer"": false}, {""step_text"": ""Cost of folders = $10"", ""derived_number_str"": ""$10"", ""derived_value"": 10.0, ""preceding_context"": ""2 * $5"", ""is_final_answer"": false}, {""step_text"": ""Total cost = $25"", ""derived_number_str"": ""$25"", ""derived_value"": 25.0, ""preceding_context"": ""$3 + $12+ $10"", ""is_final_answer"": false}, {""step_text"": ""Change = $25"", ""derived_number_str"": ""$25"", ""derived_value"": 25.0, ""preceding_context"": ""$50 - $25"", ""is_final_answer"": true}]","[{""step_text"": ""$3"", ""derived_number_str"": ""$3"", ""derived_value"": 3.0, ""preceding_context"": ""Total cost ="", ""is_final_answer"": false}, {""step_text"": ""$12"", ""derived_number_str"": ""$12"", ""derived_value"": 12.0, ""preceding_context"": ""cost = $3 +"", ""is_final_answer"": false}, {""step_text"": ""$10"", ""derived_number_str"": ""$10"", ""derived_value"": 10.0, ""preceding_context"": ""cost = $12+"", ""is_final_answer"": false}, {""step_text"": ""$15"", ""derived_number_str"": ""$15"", ""derived_value"": 15.0, ""preceding_context"": ""Total cost ="", ""is_final_answer"": false}, {""step_text"": ""$27"", ""derived_number_str"": ""$27"", ""derived_value"": 27.0, ""preceding_context"": ""Total cost ="", ""is_final_answer"": false}, {""step_text"": ""$23"", ""derived_number_str"": ""$23"", ""derived_value"": 23.0, ""preceding_context"": ""Change ="", ""is_final_answer"": false}, {""step_text"": ""$23"", ""derived_number_str"": ""$23"", ""derived_value"": 23.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]"
16,"[{""step_text"": ""(2/3) * $60"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""ballet slippers = "", ""is_final_answer"": false}, {""step_text"": ""5 * $40"", ""derived_number_str"": ""200"", ""derived_value"": 200.0, ""preceding_context"": ""ballet slippers = "", ""is_final_answer"": false}, {""step_text"": ""$60 + $200"", ""derived_number_str"": ""260"", ""derived_value"": 260.0, ""preceding_context"": ""cost of shoes = "", ""is_final_answer"": true}]","[{""step_text"": ""$60 * (3/2)"", ""derived_number_str"": ""90"", ""derived_value"": 90.0, ""preceding_context"": ""to get x ="", ""is_final_answer"": false}, {""step_text"": ""5 * ($60 * (3/2))"", ""derived_number_str"": ""450"", ""derived_value"": 450.0, ""preceding_context"": ""five pairs ="", ""is_final_answer"": false}, {""step_text"": ""$60 + 5 * ($60 * (3/2))"", ""derived_number_str"": ""510"", ""derived_value"": 510.0, ""preceding_context"": ""Total cost ="", ""is_final_answer"": false}, {""step_text"": ""$312.00"", ""derived_number_str"": ""312.00"", ""derived_value"": 312.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]","[{""step_text"": ""(2/3) * $60"", ""derived_number_str"": ""$40"", ""derived_value"": 40.0, ""preceding_context"": ""ballet slippers ="", ""is_final_answer"": false}, {""step_text"": ""5 * $40"", ""derived_number_str"": ""$200"", ""derived_value"": 200.0, ""preceding_context"": ""ballet slippers ="", ""is_final_answer"": false}, {""step_text"": ""$60 + $200"", ""derived_number_str"": ""$260"", ""derived_value"": 260.0, ""preceding_context"": ""Total cost ="", ""is_final_answer"": true}]","[{""step_text"": ""Cost of one pair = $60 * (2/3)\nCost of one pair = $40"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""multiply $60 by 2/3."", ""is_final_answer"": false}, {""step_text"": ""Total cost of ballet slippers = $40 * 5"", ""derived_number_str"": ""200"", ""derived_value"": 200.0, ""preceding_context"": ""number of pairs."", ""is_final_answer"": false}, {""step_text"": ""Total cost = $60 + ($200)\nTotal cost = $260"", ""derived_number_str"": ""260"", ""derived_value"": 260.0, ""preceding_context"": ""Perform the addition."", ""is_final_answer"": true}]"
17,"[{""step_text"": ""5 (students in the first group) + 8 (students in the second group) + 7 (students in the third group) = 18 students"", ""derived_number_str"": ""18"", ""derived_value"": 18.0, ""preceding_context"": ""groups) ="", ""is_final_answer"": false}, {""step_text"": ""24 (total students) - 18 (students in the first three groups) = 6 students"", ""derived_number_str"": ""6"", ""derived_value"": 6.0, ""preceding_context"": ""groups) ="", ""is_final_answer"": true}]","[{""step_text"": ""5 + 8 + 7"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""groups is:"", ""is_final_answer"": false}, {""step_text"": ""16 + 8"", ""derived_number_str"": ""24"", ""derived_value"": 24.0, ""preceding_context"": ""8 + 7 ="", ""is_final_answer"": false}, {""step_text"": ""24 - 8"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""= 16 + 8 ="", ""is_final_answer"": false}, {""step_text"": ""24 - 16"", ""derived_number_str"": ""8"", ""derived_value"": 8.0, ""preceding_context"": ""group must have:"", ""is_final_answer"": true}]","[{""step_text"": ""5 + 8 = 13"", ""derived_number_str"": ""13"", ""derived_value"": 13.0, ""preceding_context"": ""two groups is"", ""is_final_answer"": false}, {""step_text"": ""24 - 13 = 11"", ""derived_number_str"": ""11"", ""derived_value"": 11.0, ""preceding_context"": ""there must be"", ""is_final_answer"": false}, {""step_text"": ""11 - 7 = 4"", ""derived_number_str"": ""4"", ""derived_value"": 4.0, ""preceding_context"": ""group must have"", ""is_final_answer"": true}]","[{""step_text"": ""5 + 8 + 7 = 20"", ""derived_number_str"": ""20"", ""derived_value"": 20.0, ""preceding_context"": ""three groups:"", ""is_final_answer"": false}, {""step_text"": ""24 - 20 = 4"", ""derived_number_str"": ""4"", ""derived_value"": 4.0, ""preceding_context"": ""total number of students:"", ""is_final_answer"": true}]"
18,"[{""step_text"": ""6 * 60 * 12 = 2160"", ""derived_number_str"": ""2160"", ""derived_value"": 2160.0, ""preceding_context"": ""we get:"", ""is_final_answer"": false}, {""step_text"": ""2160"", ""derived_number_str"": ""2160"", ""derived_value"": 2160.0, ""preceding_context"": ""noon is"", ""is_final_answer"": true}]","[{""step_text"": ""5 feet * 6 = <<5*6=30>>"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""grown 5 feet * 6 ="", ""is_final_answer"": false}, {""step_text"": ""30 feet * 12 inches/foot = <<30*12=360>>"", ""derived_number_str"": ""360"", ""derived_value"": 360.0, ""preceding_context"": ""inches in a foot: 30 feet * 12 inches/foot ="", ""is_final_answer"": true}]","[{""step_text"": ""5 feet + 5 feet = 10 feet"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""hours is 5 feet"", ""is_final_answer"": false}, {""step_text"": ""10 feet * 12 inches/foot = 120 inches"", ""derived_number_str"": ""120"", ""derived_value"": 120.0, ""preceding_context"": ""per foot: 10 feet"", ""is_final_answer"": true}]","[{""step_text"": ""5 feet * 6 hours = 30 feet"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""after 6 hours is"", ""is_final_answer"": false}, {""step_text"": ""30 feet * 12 inches/foot = 360 inches"", ""derived_number_str"": ""360"", ""derived_value"": 360.0, ""preceding_context"": ""12 inches per foot:"", ""is_final_answer"": true}]"
19,"[{""step_text"": ""120 / 60 hours = 2 hours"", ""derived_number_str"": ""2"", ""derived_value"": 2.0, ""preceding_context"": ""minutes = 120 /"", ""is_final_answer"": false}, {""step_text"": ""50 kilometers/hour * 2 hours"", ""derived_number_str"": ""100"", ""derived_value"": 100.0, ""preceding_context"": ""Distance = 50 kilometers/hour *"", ""is_final_answer"": true}]","[{""step_text"": ""120 / 60 hours = 2 hours"", ""derived_number_str"": ""2"", ""derived_value"": 2.0, ""preceding_context"": ""minutes = 120 /"", ""is_final_answer"": false}, {""step_text"": ""50 kilometers per hour * 2 hours"", ""derived_number_str"": ""100"", ""derived_value"": 100.0, ""preceding_context"": ""Distance = 50"", ""is_final_answer"": true}]","[{""step_text"": ""120 / 60 hours = 2 hours"", ""derived_number_str"": ""2"", ""derived_value"": 2.0, ""preceding_context"": ""minutes ="", ""is_final_answer"": false}, {""step_text"": ""100 kilometers"", ""derived_number_str"": ""100"", ""derived_value"": 100.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]","[{""step_text"": ""120 / 60"", ""derived_number_str"": ""2"", ""derived_value"": 2.0, ""preceding_context"": ""minutes = 120"", ""is_final_answer"": false}, {""step_text"": ""50 kilometers per hour * 2 hours"", ""derived_number_str"": ""100"", ""derived_value"": 100.0, ""preceding_context"": ""Time\nDistance ="", ""is_final_answer"": true}]"
20,"[{""step_text"": ""(1/4) * 40"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""kids who went tubing ="", ""is_final_answer"": false}, {""step_text"": ""(1/2) * 10"", ""derived_number_str"": ""5"", ""derived_value"": 5.0, ""preceding_context"": ""kids who went rafting ="", ""is_final_answer"": false}, {""step_text"": ""5"", ""derived_number_str"": ""5"", ""derived_value"": 5.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]","[{""step_text"": ""(1/4) * 40\n= 10"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""Number of kids tubing ="", ""is_final_answer"": false}, {""step_text"": ""10 * 2\n= 20"", ""derived_number_str"": ""20"", ""derived_value"": 20.0, ""preceding_context"": ""Number of kids rafting ="", ""is_final_answer"": false}]","[{""step_text"": ""Number of kids tubing = 40 * (1/4)"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""we calculate:"", ""is_final_answer"": false}, {""step_text"": ""Number of kids rafting among tubers = 10 * (1/2)"", ""derived_number_str"": ""5"", ""derived_value"": 5.0, ""preceding_context"": ""kids tubing * (1/2)"", ""is_final_answer"": true}]","[{""step_text"": ""40 / 4"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""Number of tubers ="", ""is_final_answer"": false}, {""step_text"": ""10 / 2"", ""derived_number_str"": ""5"", ""derived_value"": 5.0, ""preceding_context"": ""who do both ="", ""is_final_answer"": true}]"
23,"[{""step_text"": ""4 * 2 = 8"", ""derived_number_str"": ""8"", ""derived_value"": 8.0, ""preceding_context"": ""Chad has "", ""is_final_answer"": false}, {""step_text"": ""4 + 2 = 6"", ""derived_number_str"": ""6"", ""derived_value"": 6.0, ""preceding_context"": ""Jeff now has "", ""is_final_answer"": false}, {""step_text"": ""4 + 8+ 6 = 18"", ""derived_number_str"": ""18"", ""derived_value"": 18.0, ""preceding_context"": ""stars Jeff has:"", ""is_final_answer"": true}]","[{""step_text"": ""2 * 4 = 8"", ""derived_number_str"": ""8"", ""derived_value"": 8.0, ""preceding_context"": ""Eric's number ="", ""is_final_answer"": false}, {""step_text"": ""8 - 2 = 6"", ""derived_number_str"": ""6"", ""derived_value"": 6.0, ""preceding_context"": ""so Chad had"", ""is_final_answer"": false}, {""step_text"": ""4 + 8 + 6 = 18"", ""derived_number_str"": ""18"", ""derived_value"": 18.0, ""preceding_context"": ""a total of"", ""is_final_answer"": true}]","[{""step_text"": ""4 * 2 = 8"", ""derived_number_str"": ""8"", ""derived_value"": 8.0, ""preceding_context"": ""so Chad has"", ""is_final_answer"": false}, {""step_text"": ""8 - 6 = 2"", ""derived_number_str"": ""2"", ""derived_value"": 2.0, ""preceding_context"": ""stars Jeff has:"", ""is_final_answer"": false}, {""step_text"": ""4 (Eric) + 8 (Chad) + 6 (Jeff) = 18"", ""derived_number_str"": ""18"", ""derived_value"": 18.0, ""preceding_context"": ""stars each has:"", ""is_final_answer"": true}]","[{""step_text"": ""4 * 2 = 8"", ""derived_number_str"": ""8"", ""derived_value"": 8.0, ""preceding_context"": ""Chad has 4 * 2 ="", ""is_final_answer"": false}, {""step_text"": ""4 (Eric) + 8 (Chad) + 6 (Jeff) = 18"", ""derived_number_str"": ""18"", ""derived_value"": 18.0, ""preceding_context"": ""6 (Jeff) ="", ""is_final_answer"": true}]"
25,"[{""step_text"": ""E = 6 * 8 E = 48"", ""derived_number_str"": ""48"", ""derived_value"": 48.0, ""preceding_context"": ""into the second equation:"", ""is_final_answer"": false}, {""step_text"": ""A = 2 * 48 A = 96"", ""derived_number_str"": ""96"", ""derived_value"": 96.0, ""preceding_context"": ""into the first equation:"", ""is_final_answer"": true}]","[{""step_text"": ""a = 12m"", ""derived_number_str"": ""12"", ""derived_value"": 12.0, ""preceding_context"": ""equation: a ="", ""is_final_answer"": false}, {""step_text"": ""a = 12 * 8 = 96"", ""derived_number_str"": ""96"", ""derived_value"": 96.0, ""preceding_context"": ""12 * 8 ="", ""is_final_answer"": true}]","[{""step_text"": ""2 * 6 * M = 12M"", ""derived_number_str"": ""12"", ""derived_value"": 12.0, ""preceding_context"": ""2 * 6 * M ="", ""is_final_answer"": false}, {""step_text"": ""12 * 8 = 96"", ""derived_number_str"": ""96"", ""derived_value"": 96.0, ""preceding_context"": ""12 * 8 ="", ""is_final_answer"": true}]","[{""step_text"": ""12"", ""derived_number_str"": ""12"", ""derived_value"": 12.0, ""preceding_context"": ""Anne's age = "", ""is_final_answer"": false}, {""step_text"": ""96"", ""derived_number_str"": ""96"", ""derived_value"": 96.0, ""preceding_context"": ""12 * 8 = "", ""is_final_answer"": true}]"
