id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
506,A young girl with a pink headband hits a dish and pan with chopsticks.,"[""hits a dish and pan""]","[""hits a dish""]","[""A young girl"", ""hits"", ""a dish""]","[""A young girl"", ""hits a dish""]"
507,Two dogs playing with the same red toy.,"[""playing""]","[""playing""]","[""playing with the same red toy""]","[""Two dogs"", ""playing"", ""red toy""]"
508,Road crew dressed in safety green shirts are standing near a white 4 x 4 truck.,"[""Road crew"", ""white 4 x 4 truck""]","[""Road crew"", ""white 4 x 4 truck""]","[""Road crew"", ""near a white 4 x 4 truck""]","[""Road crew""]"
509,A man wearing a green jacket is holding onto a baby in an orange bonnet.,"[""A man"", ""holding onto a baby""]","[""A man"", ""holding onto a baby"", ""in an orange bonnet""]","[""A man"", ""is holding onto"", ""a baby""]","[""A man"", ""is holding onto a baby""]"
510,A woman with a white tank top and red sunglasses holding a volleyball.,"[""holding a volleyball""]","[""holding a volleyball""]","[""holding a volleyball""]","[""holding a volleyball""]"
511,"A crowded marketplace is filled with people, including women with their heads covered with veils.","[""marketplace"", ""women"", ""heads covered with veils""]","[""marketplace"", ""women with their heads covered with veils""]","[""marketplace"", ""women with their heads covered with veils""]","[""marketplace"", ""women with their heads covered with veils""]"
512,Black dog with blue string in its mouth.,"[""dog"", ""blue string"", ""in its mouth""]","[""dog"", ""blue string"", ""in its mouth""]","[""blue string"", ""in its mouth""]","[""blue string"", ""in its mouth""]"
513,Some plants are growing near the window.,"[""near the window""]","[""near the window""]","[""Some plants"", ""are growing"", ""near the window""]","[""Some plants"", ""growing near the window""]"
514,A woman with a large purse and boots walking in a marble-looking hall.,"[""A woman with a large purse and boots walking"", ""in a marble-looking hall""]","[""woman"", ""large purse"", ""boots"", ""walking"", ""marble-looking hall""]","[""A woman"", ""a large purse"", ""boots"", ""a marble-looking hall""]","[""A woman with a large purse and boots walking"", ""marble-looking hall""]"
516,Three motorcycles with people on them going either shopping or to work.,"[""motorcycles with people on them"", ""going either shopping or to work""]","[""motorcycles with people on them"", ""going either shopping or to work""]","[""motorcycles with people on them"", ""going either shopping or to work""]","[""motorcycles"", ""people on them""]"
517,A woman in a black bikini jumps into the water.,"[""woman"", ""black bikini"", ""jumps into the water""]","[""A woman in a black bikini jumps into the water""]","[""woman"", ""jumps into the water""]","[""A woman"", ""in a black bikini"", ""jumps into the water""]"
519,Two people are sitting on a wooden bench by trees in front of a white building.,"[""Two people"", ""white building""]","[""Two people"", ""sitting on a wooden bench"", ""by trees in front of"", ""a white building""]","[""Two people"", ""in front of a white building""]","[""Two people"", ""are sitting""]"
524,Two basketball players corner an opponent.,"[""basketball players""]","[""basketball players"", ""corner an opponent""]","[""basketball players""]","[""basketball players""]"
526,"Two dogs, one light brown and one gray, play outdoors on the grass.","[""Two dogs"", ""on the grass""]","[""Two dogs"", ""play outdoors"", ""on the grass""]","[""dogs"", ""outdoors"", ""on the grass""]","[""Two dogs"", ""on the grass""]"
529,The woman is placing an orange rose as a boutonniere on the man's suit jacket collar.,"[""boutonniere"", ""man"", ""jacket""]","[""woman"", ""placing an orange rose as a boutonniere""]","[""placing"", ""boutonniere"", ""man"", ""suit jacket""]","[""placing"", ""boutonniere"", ""man's suit jacket""]"
530,The mountaintop is filled with snow.,"[""mountaintop"", ""snow""]","[""mountaintop"", ""snow""]","[""mountaintop"", ""snow""]","[""mountaintop"", ""snow""]"
531,An older Asian man is baking bread sticks in an oven.,"[""man"", ""baking""]","[""man"", ""baking bread sticks""]","[""man"", ""baking""]","[""man"", ""baking"", ""bread sticks""]"
532,A bride and groom are holding hands at a wedding ceremony.,"[""bride and groom"", ""wedding ceremony""]","[""bride and groom"", ""holding hands"", ""wedding ceremony""]","[""bride and groom"", ""wedding ceremony""]","[""bride and groom"", ""holding hands"", ""wedding ceremony""]"
535,Two men in dress shirts and holding microphones sing together.,"[""sing together""]","[""sing together""]","[""sing""]","[""sing""]"
538,Two guys are welding a large black pipe,"[""guys"", ""welding"", ""pipe""]","[""guys"", ""pipe""]","[""guys"", ""pipe""]","[""guys"", ""pipe""]"
539,A large group of what appear to be Indian women and children stand for a photo outside of a building.,"[""A large group of what appear to be Indian women and children"", ""stand for a photo"", ""outside of a building""]","[""women""]","[""Indian women and children""]","[""women and children""]"
540,Three young people drink beers at a bar.,"[""Three young people"", ""drink beers"", ""at a bar""]","[""Three young people"", ""drink beers"", ""at a bar""]","[""Three young people drink beers""]","[""Three young people"", ""drink beers"", ""at a bar""]"
541,"A group of women and a quilt that says ""Peace Knits"".","[""quilt"", ""Peace Knits""]","[""women"", ""quilt"", ""Peace Knits""]","[""women"", ""quilt that says \""Peace Knits\""""]","[""A group of women"", ""a quilt that says \""Peace Knits\""""]"
542,Two men sit at a table on the sidewalk under a francisco street sign,"[""men sit""]","[""sit""]","[""sit""]","[""sit""]"
543,A man is sitting on a silver scooter.,"[""A man"", ""sitting on"", ""silver""]","[""man"", ""silver scooter""]","[""A man"", ""silver scooter""]","[""man"", ""silver scooter""]"
544,A girl in a bikini in climbing rocks.,"[""climbing rocks""]","[""bikini"", ""rocks""]","[""bikini"", ""climbing rocks""]","[""girl"", ""climbing rocks""]"
545,A tattoo artist concentrating as he works on creating a tattoo for a customer.,"[""tattoo artist"", ""creating a tattoo""]","[""A tattoo artist"", ""concentrating"", ""works on creating a tattoo""]","[""creating a tattoo""]","[""tattoo artist"", ""creating a tattoo""]"
546,A man with a dog.,"[""A man"", ""with"", ""a dog""]","[""A man"", ""a dog"", ""with a""]","[""man"", ""dog""]","[""A man"", ""a dog""]"
547,A man in an orange jacket and pants standing in the street looking at a orange truck.,"[""man"", ""standing"", ""in the street""]","[""standing in the street""]","[""A man"", ""standing"", ""in the street""]","[""man"", ""standing"", ""in the street""]"
548,Fisherman on boat grabbing a net filled with what appears to be clams.,"[""Fisherman"", ""boat"", ""grabbing a net"", ""clams""]","[""Fisherman"", ""grabbing a net filled with what appears to be clams""]","[""Fisherman"", ""grabbing a net"", ""clams""]","[""Fisherman"", ""grabbing a net"", ""clams""]"
549,A shirtless man wearing light blue shorts and a baseball cap stands at the front of a boat.,"[""man"", ""stands"", ""boat""]","[""man"", ""stands"", ""at the front of a boat""]","[""man"", ""stands"", ""boat""]","[""A shirtless man"", ""stands"", ""a boat""]"
550,A young oriental man naps on a bench with his bookbag behind his head.,"[""naps on a bench""]","[""naps"", ""on a bench""]","[""young oriental man"", ""naps on a bench""]","[""man"", ""naps"", ""on a bench""]"
551,A male soccer player kicks the soccer ball with his right foot.,"[""male soccer player"", ""kicks the soccer ball with his right foot""]","[""male soccer player"", ""kicks""]","[""male soccer player"", ""kicks the soccer ball"", ""with his right foot""]","[""kicks the soccer ball with his right foot""]"
553,A tan dog jumps up to catch a tennis ball.,"[""jumps""]","[""jumps up""]","[""A tan dog"", ""jumps up""]","[""jumps up""]"
555,A man is riding a motorcycle through the streets of an Indian bazaar.,"[""A man"", ""riding"", ""motorcycle""]","[""man"", ""motorcycle""]","[""A man is riding a motorcycle""]","[""man"", ""motorcycle""]"
556,A couple sitting on a couch both make humorous faces.,"[""make humorous faces""]","[""make humorous faces""]","[""both"", ""humorous faces""]","[""couple"", ""both"", ""humorous faces""]"
557,"A man in a green shirt, wearing glasses, cooking meat on a grill outside.","[""cooking meat on a grill outside""]","[""cooking meat on a grill""]","[""cooking meat on a grill""]","[""cooking meat"", ""on a grill""]"
558,A group of people gather on a basketball court as one person jumps for the ball.,"[""basketball court"", ""group of people gather"", ""jumps for the ball""]","[""basketball court"", ""one person jumps for the ball"", ""A group of people""]","[""basketball court"", ""one person jumps for the ball""]","[""basketball court"", ""person jumps for the ball""]"
559,Two young men playing electric guitars in a grunge-type setting.,"[""playing electric guitars""]","[""electric guitars"", ""grunge-type setting""]","[""playing electric guitars""]","[""playing electric guitars""]"
560,A woman and a man sitting on a bench in front of a restaurant.,"[""sitting on a bench"", ""in front of a restaurant""]","[""sitting on a bench"", ""in front of a restaurant""]","[""A woman and a man"", ""sitting on a bench"", ""in front of a restaurant""]","[""A woman and a man"", ""on a bench""]"
561,A black and a black dog are running.,"[""A black"", ""and"", ""a black dog"", ""running""]","[""A black"", ""a black dog"", ""running""]","[""A black and a black dog"", ""running""]","[""A black and a black dog"", ""running""]"
562,A black and white dog is playing with a ball on a lawn.,"[""black and white"", ""dog"", ""playing with a ball""]","[""black and white"", ""dog"", ""playing with a ball""]","[""black and white dog"", ""playing with a ball""]","[""black and white dog"", ""playing with a ball""]"
563,The journey is temporarily delayed by mechanical malfunctions.,"[""delayed"", ""mechanical malfunctions""]","[""delayed"", ""mechanical malfunctions""]","[""delayed"", ""mechanical malfunctions""]","[""delayed"", ""mechanical malfunctions""]"
564,"Three people in shorts, two shirtless are in front of an Asian storefront, one resting in a chair and the other two cleaning and watering.","[""in front of an Asian storefront"", ""resting in a chair"", ""cleaning and watering""]","[""in front of an Asian storefront"", ""one resting in a chair"", ""the other two cleaning and watering""]","[""in front of an Asian storefront""]","[""in front of an Asian storefront"", ""one resting in a chair"", ""cleaning and watering""]"
565,The Beijing Olympics is being set up.,"[""Beijing Olympics"", ""being set up""]","[""Beijing Olympics"", ""is being set up""]","[""Beijing Olympics"", ""being set up""]","[""Beijing Olympics"", ""being set up""]"
567,Men working on a building.,"[""Men working""]","[""Men"", ""working""]","[""Men working""]","[""Men"", ""working""]"
568,"A cook grills up hamburger patties in the window, exposing the kitchen to the view of people on the street.","[""cook grills up hamburger patties""]","[""cook"", ""grills up hamburger patties""]","[""grills up hamburger patties""]","[""cook"", ""grills up hamburger patties""]"
569,Reflections from the firemen's uniforms.,"[""Reflections"", ""firemen's uniforms""]","[""Reflections"", ""firemen's uniforms""]","[""firemen's"", ""Reflections from the uniforms""]","[""Reflections"", ""firemen's"", ""uniforms""]"
570,Two guys dressed in vests and dress pants.,"[""vests and dress pants""]","[""vests"", ""dress pants""]","[""vests and dress pants""]","[""vests"", ""dress pants""]"
573,Group of people dancing,"[""Group of people"", ""dancing""]","[""Group of people dancing""]","[""people"", ""dancing""]","[""dancing""]"
574,Two people are in a sky carriage.,"[""Two people""]","[""Two people""]","[""Two people"", ""in a sky carriage""]","[""Two people"", ""sky carriage""]"
575,"Two men sit on a park bench, watching the river roll by, as a dog stands off to the side.","[""Two men"", ""the river"", ""a dog""]","[""Two men"", ""the river"", ""a dog""]","[""a dog stands off to the side""]","[""Two men"", ""the river"", ""a dog""]"
577,A little girl is riding on the front of a shopping cart in a store.,"[""riding on the front of a shopping cart""]","[""little girl""]","[""A little girl"", ""riding on the front of a shopping cart""]","[""A little girl"", ""riding on the front of a shopping cart""]"
578,A man on a half pipe doing a skateboard trick.,"[""half pipe"", ""skateboard trick""]","[""half pipe"", ""doing a skateboard trick""]","[""man"", ""half pipe"", ""skateboard trick""]","[""man"", ""half pipe"", ""skateboard trick""]"
579,A old male with a bear sitting down with a circular piece of metal.,"[""male"", ""bear"", ""sitting down"", ""a circular piece of metal""]","[""male"", ""a bear"", ""sitting down"", ""a circular piece of metal""]","[""A old male"", ""bear"", ""sitting down"", ""a circular piece of metal""]","[""male"", ""sitting down"", ""with a circular piece of metal""]"
580,A white man on a phone sits at a very messy desk.,"[""man on a phone"", ""sits at a very messy desk""]","[""man on a phone"", ""sits at a very messy desk""]","[""A white man"", ""sits at a very messy desk""]","[""A white man"", ""on a phone"", ""sits at a very messy desk""]"
581,A man is carrying a bag in his left hand.,"[""carrying a bag"", ""in his left hand""]","[""carrying"", ""bag"", ""left hand""]","[""carrying a bag"", ""left hand""]","[""carrying a bag"", ""in his left hand""]"
583,There are three ladies walking down a busy street.,"[""ladies"", ""down a busy street""]","[""three ladies"", ""walking down a busy street""]","[""ladies"", ""street""]","[""ladies"", ""are"", ""street""]"
584,Riders waiting to get on the train.,"[""waiting to get on the train""]","[""Riders waiting to get on the train""]","[""Riders"", ""waiting to get on"", ""the train""]","[""waiting to get on the train""]"
586,A boy in a red shirt riding a bike.,"[""boy"", ""riding a bike""]","[""boy in a red shirt"", ""riding a bike""]","[""boy"", ""riding"", ""bike""]","[""A boy"", ""riding a bike""]"
587,A small child stands in front of short white table.,"[""child"", ""table""]","[""child"", ""stands in front of"", ""short"", ""table""]","[""child"", ""stands"", ""in front of"", ""table""]","[""child"", ""table""]"
588,A dog with golden fur is chest deep in water.,"[""dog"", ""chest deep in water""]","[""dog"", ""chest deep in water""]","[""dog"", ""chest deep in water""]","[""A dog"", ""chest deep in water""]"
589,"A woman with a white shirt is standing near a couple in front of a store called ""Concepts.""","[""A woman"", ""is standing"", ""near a couple in front of a store called \""Concepts.\""""]","[""standing"", ""near a couple in front of a store called \""Concepts.\""""]","[""A woman"", ""white shirt"", ""standing near a couple in front of a store called \""Concepts.\""""]","[""A woman"", ""is standing"", ""near a couple in front of a store called \""Concepts.\""""]"
590,A woman is wearing a sun cap by a red stand.,"[""A woman is wearing a sun cap"", ""by a red stand""]","[""A woman"", ""a sun cap"", ""a red stand""]","[""A woman"", ""is wearing a sun cap"", ""by a red stand""]","[""A woman"", ""wearing a sun cap"", ""by a red stand""]"
591,Two men are playing baseball.,"[""playing baseball""]","[""playing baseball""]","[""men"", ""baseball""]","[""playing baseball""]"
592,These girls are in uniforms and are playing field hockey.,"[""girls"", ""playing field hockey""]","[""girls"", ""playing field hockey""]","[""girls"", ""playing field hockey""]","[""girls"", ""uniforms"", ""playing field hockey""]"
593,"Six children, boys and girls, jumping into a swimming pool.","[""jumping into a swimming pool""]","[""children"", ""jumping"", ""swimming pool""]",[],"[""jumping into a swimming pool""]"
594,"A man walking across a crosswalk with long hair, a green hoodie, and a backpack.","[""long hair"", ""green hoodie"", ""backpack""]","[""A man"", ""walking across"", ""a crosswalk""]","[""long hair"", ""green hoodie"", ""backpack"", ""walking across a crosswalk""]","[""man"", ""walking across a crosswalk"", ""long hair"", ""green hoodie"", ""backpack""]"
596,Boy in Red uniform holding up trophy.,"[""Boy"", ""holding up trophy""]","[""Boy"", ""holding up trophy""]","[""Boy"", ""trophy""]","[""Boy in Red uniform"", ""holding up trophy""]"
597,Smiling young girl wearing pink headband and lavender shirt,"[""pink headband"", ""lavender shirt""]","[""pink headband"", ""lavender shirt""]","[""young girl"", ""pink headband"", ""lavender shirt""]","[""pink headband"", ""lavender shirt""]"
598,A man is kneeling on the sidewalk to talk to a little girl.,"[""kneeling on the sidewalk"", ""to talk to a little girl""]","[""man"", ""kneeling"", ""to talk"", ""little girl""]","[""kneeling on the sidewalk"", ""talk to a little girl""]","[""kneeling"", ""on the sidewalk""]"
599,Two African-American people are sitting on a couch and chair looking at something.,"[""Two African-American people"", ""looking at something""]","[""Two African-American people"", ""looking at something""]","[""Two African-American people"", ""looking at something""]","[""Two African-American people"", ""looking at something""]"
600,A baseball player in a blue uniform beats a runner to the base.,"[""baseball player""]","[""baseball player""]","[""baseball player""]","[""baseball player"", ""beats"", ""runner"", ""base""]"
602,Two girls wearing identical outfits are performing what appears to be a tap dance routine.,"[""Two girls"", ""performing"", ""tap dance routine""]","[""performing"", ""tap dance routine""]","[""Two girls"", ""performing"", ""tap dance routine""]","[""Two girls"", ""performing"", ""tap dance routine""]"
603,A player either fielding a high pass or going up for a shot while being defended on the basketball court.,"[""fielding a high pass"", ""going up for a shot while being defended"", ""basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""being defended"", ""basketball court""]","[""basketball court""]","[""player"", ""fielding a high pass"", ""going up for a shot"", ""being defended"", ""basketball court""]"
604,"A man dressed in black is attaching a tow-bar to a dark blue, wrecked SUV.","[""dark blue""]","[""dark blue""]","[""dark blue""]","[""dark blue""]"
605,"The mother is in the kitchen cleaning, she has her cleaning clothes on.","[""in the kitchen"", ""cleaning""]","[""cleaning"", ""cleaning clothes""]","[""in the kitchen"", ""cleaning""]","[""mother"", ""in the kitchen"", ""cleaning"", ""cleaning clothes""]"
606,One man in a white robe with a microphone is reading off a sheet of paper to a crowd of people.,"[""man"", ""robe"", ""reading"", ""crowd""]","[""man in a white robe"", ""reading off a sheet of paper""]","[""man in a white robe"", ""reading off a sheet of paper""]","[""One man in a white robe"", ""reading off a sheet of paper""]"
607,A blond girl and two American flags,"[""girl"", ""two American flags""]","[""blond girl"", ""two American flags""]","[""A blond girl"", ""two American flags""]","[""A blond girl"", ""two American flags""]"
609,A group of people on a large boulder all wearing life vests.,"[""A group of people on a large boulder"", ""all wearing life vests""]","[""A group of people"", ""on a large boulder"", ""all wearing life vests""]","[""people on a large boulder"", ""wearing life vests""]","[""people"", ""large boulder"", ""wearing life vests""]"
610,Three women are out having a drink together.,"[""Three women"", ""together""]","[""Three women""]","[""Three women"", ""together""]","[""Three women"", ""together""]"
611,A brown dog is laying on its back on the grass with a ball in its mouth.,"[""A brown dog"", ""a ball in its mouth""]","[""A brown dog"", ""with a ball in its mouth""]","[""A brown dog"", ""a ball in its mouth""]","[""A brown dog"", ""a ball"", ""in its mouth""]"
612,Person walking across a snow covered mountain.,"[""walking across a snow covered mountain""]","[""Person"", ""walking across"", ""a snow covered mountain""]","[""Person"", ""walking"", ""snow covered mountain""]","[""mountain"", ""walking across""]"
613,A small white dog stands on its hind legs.,"[""dog"", ""stands on its hind legs""]","[""dog"", ""stands on its hind legs""]","[""stands on its hind legs""]","[""dog"", ""stands on its hind legs""]"
614,A man in glasses is eating food.,"[""A man"", ""is eating food""]","[""eating food""]","[""A man in glasses is eating food""]","[""glasses"", ""eating food""]"
615,Asian people standing on the street waiting for a bus.,"[""standing on the street""]","[""Asian people"", ""standing on the street""]","[""street""]","[""Asian people"", ""standing on the street""]"
616,"Two lacrosse teams- one in black and orange, and the other in blue and white- play on a grass field.","[""lacrosse teams"", ""play"", ""grass field""]","[""Two lacrosse teams"", ""play"", ""grass field""]","[""Two lacrosse teams"", ""a grass field""]","[""lacrosse teams"", ""play"", ""grass field""]"
617,A man sits outside in the partial shade in a hammock reading something.,"[""A man"", ""sits outside"", ""in the partial shade"", ""in a hammock"", ""reading something""]","[""reading something""]","[""reading""]","[""sits outside in the partial shade in a hammock"", ""reading something""]"
618,A man carving a pumpkin in his boxers.,"[""carving a pumpkin"", ""in his boxers""]","[""carving a pumpkin"", ""in his boxers""]","[""carving a pumpkin"", ""in his boxers""]","[""boxers""]"
619,"A baby shower was held for the new mother, there was a lovely cake in pink and white, and strawberries and punch for refreshments.","[""a lovely cake"", ""strawberries"", ""punch"", ""refreshments""]","[""strawberries"", ""punch""]","[""cake"", ""strawberries and punch""]","[""cake"", ""strawberries"", ""punch""]"
620,Two guys in jackets with the hoods on making a pose for the camera on the beach.,"[""Two guys"", ""in jackets"", ""with the hoods on"", ""making a pose"", ""for the camera"", ""on the beach""]","[""Two guys"", ""in jackets with the hoods on"", ""making a pose"", ""for the camera"", ""on the beach""]","[""Two guys"", ""in jackets"", ""with the hoods on"", ""making a pose"", ""for the camera"", ""on the beach""]","[""Two guys in jackets with the hoods on"", ""making a pose for the camera"", ""on the beach""]"
622,"A sleeping man lays on a bench, resting on the lap of an older, sleeping man.","[""lays on a bench""]","[""A sleeping man"", ""lays on a bench""]","[""resting"", ""on a bench""]","[""lays on a bench"", ""resting""]"
623,A horse and jockey jumping over a barrier.,"[""A horse"", ""jumping over a barrier""]","[""A horse"", ""jumping over a barrier""]","[""horse"", ""jumping"", ""barrier""]","[""horse"", ""jumping over a barrier""]"
624,Two people standing in a road with a crashed motorcycle.,"[""Two people standing"", ""crashed motorcycle""]","[""Two people"", ""crashed motorcycle""]","[""crashed motorcycle""]","[""Two people"", ""in a road"", ""crashed motorcycle""]"
625,A man in blue shirt is staring on something.,"[""staring""]","[""staring""]","[""staring""]","[""staring""]"
626,A boy wearing a flowered shirt raises his arm and jumps.,"[""raises his arm"", ""jumps""]","[""raises his arm"", ""jumps""]","[""raises his arm"", ""jumps""]","[""raises his arm"", ""jumps""]"
627,A child riding a bike in a fenced in circular area in front of some water,"[""child"", ""riding a bike"", ""circular area"", ""in front of some water""]","[""riding a bike""]","[""child"", ""riding a bike"", ""circular area"", ""in front of some water""]","[""A child"", ""riding a bike""]"
628,A football player holding a ball is being chased by the Knights team.,"[""A football player"", ""is being chased""]","[""A football player"", ""is being chased"", ""by the Knights team""]","[""A football player"", ""being chased"", ""by the Knights team""]","[""A football player"", ""is being chased"", ""by the Knights team""]"
629,Two people crossing paths in the ocean while parasailing during a clear blue day.,"[""Two people"", ""parasailing""]","[""Two people"", ""parasailing""]","[""Two people"", ""parasailing""]","[""Two people"", ""parasailing""]"
631,A group of children are watching another child do a backflip into the water.,"[""watching"", ""backflip into the water""]","[""children"", ""do a backflip into the water""]","[""children"", ""backflip into the water""]","[""A group of children"", ""another child"", ""backflip into the water""]"
632,A small dog runs through an obstacle course.,"[""dog"", ""runs""]","[""small dog"", ""runs""]","[""dog"", ""runs"", ""obstacle course""]","[""dog"", ""runs"", ""obstacle course""]"
633,a man& 2 woman sitting down in the park.,"[""a man"", ""2 woman"", ""sitting down"", ""in the park""]","[""a man"", ""2 woman"", ""sitting down"", ""in the park""]","[""a man"", ""2 woman"", ""sitting down"", ""in the park""]","[""a man& 2 woman"", ""sitting down"", ""in the park""]"
634,A man holding a bottle wearing tan pants talking to security officers in front of a large poster.,"[""A man"", ""talking to"", ""security officers""]","[""man"", ""talking to security officers""]","[""A man"", ""talking to security officers""]","[""talking"", ""security officers""]"
635,People are standing around in a semi-circle facing toward two men.,"[""People are standing around in a semi-circle"", ""two men"", ""facing toward two men""]","[""People"", ""standing around in a semi-circle"", ""two men""]","[""People"", ""around"", ""in a semi-circle"", ""two men""]","[""People are standing around"", ""in a semi-circle"", ""facing toward two men""]"
636,An African American woman is picking tomatoes in a garden.,"[""woman is picking tomatoes"", ""garden""]","[""woman"", ""picking tomatoes"", ""garden""]","[""An African American woman"", ""picking tomatoes"", ""in a garden""]","[""African American"", ""woman"", ""picking tomatoes"", ""garden""]"
637,A dog stands on his hind feet and catches a stream of water.,"[""A dog"", ""stands on his hind feet"", ""catches a stream of water""]","[""A dog"", ""stands on his hind feet and catches a stream of water""]","[""A dog"", ""stands on his hind feet and catches a stream of water""]","[""A dog"", ""stands on his hind feet and catches a stream of water""]"
639,Two groups are canoeing on a river overlooking a mountain.,"[""canoeing""]","[""canoeing""]","[""groups"", ""canoeing""]","[""Two groups"", ""canoeing""]"
640,Two girls are sitting on an ATV on the sand in front of a bridge.,"[""Two girls"", ""sitting"", ""on an ATV""]","[""Two girls"", ""sitting on an ATV""]","[""Two girls"", ""sitting on an ATV""]","[""Two girls"", ""sitting"", ""ATV""]"
641,A man in a domino mask carries an amplifier up a hill.,"[""man in a domino mask"", ""carries an amplifier"", ""up a hill""]","[""man in a domino mask"", ""carries an amplifier"", ""up a hill""]","[""A man in a domino mask"", ""carries"", ""an amplifier"", ""up a hill""]","[""A man in a domino mask"", ""carries an amplifier"", ""up a hill""]"
642,Blond mother holding her child in her arms at the aquarium.,"[""Blond mother"", ""holding her child""]","[""Blond mother"", ""holding her child""]","[""Blond mother"", ""holding her child""]","[""Blond mother"", ""holding her child""]"
643,A scientist really deep into his experiment.,"[""scientist"", ""experiment""]","[""really deep into his experiment""]","[""scientist"", ""really deep into his experiment""]","[""A scientist"", ""experiment""]"
644,"A woman is holding a toy snake, she is on stage with a guy speaking through a microphone, and a man in clown makeup holding a guitar.","[""woman"", ""on stage"", ""guy"", ""man""]","[""on stage""]","[""woman"", ""on stage"", ""guy"", ""man""]","[""on stage""]"
646,Man cutting into a piece of meat with a fork and knife.,"[""cutting into a piece of meat"", ""fork and knife""]","[""cutting into a piece of meat"", ""fork and knife""]","[""Man"", ""cutting into a piece of meat"", ""fork and knife""]","[""cutting into a piece of meat"", ""fork and knife""]"
647,Three ladies are conducting scientific research.,"[""Three ladies"", ""conducting scientific research""]","[""ladies"", ""conducting scientific research""]","[""Three"", ""ladies"", ""conducting scientific research""]","[""Three ladies"", ""conducting scientific research""]"
648,A woman standing in a red bikini on a outdoor sand volleyball court.,"[""A woman"", ""red bikini"", ""court""]","[""woman"", ""red bikini"", ""sand volleyball court""]","[""red bikini""]","[""red bikini""]"
649,An official man walking two twin girls across a street.,"[""An official man"", ""two twin girls""]","[""An official man"", ""two twin girls""]","[""man"", ""two twin girls"", ""street""]","[""official man"", ""two twin girls""]"
650,A group of people walk up a sloping trail lined with trees.,"[""A group of people"", ""walk"", ""trail""]","[""A group of people"", ""walk up a sloping trail""]","[""A group of people"", ""walk up"", ""a sloping trail""]","[""A group of people"", ""walk up"", ""a sloping trail""]"
652,A female gymnast wearing a red leotard on a balance beam with arms raised over her head.,"[""on a balance beam with arms raised over her head""]","[""gymnast"", ""balance beam"", ""arms raised over her head""]","[""gymnast"", ""balance beam"", ""arms raised over her head""]","[""gymnast"", ""balance beam"", ""arms raised over her head""]"
654,Two woman are reviewing a paper.,"[""Two woman""]","[""woman""]","[""Two woman""]","[""Two woman""]"
655,Blond-haired toddler boy explores a traffic cone.,"[""Blond-haired toddler boy"", ""traffic cone""]","[""Blond-haired toddler boy"", ""explores a traffic cone""]","[""toddler boy"", ""explores"", ""a traffic cone""]","[""toddler boy"", ""explores a traffic cone""]"
656,Two men that are in a match with one another.,"[""Two men"", ""in a match with one another""]","[""Two men"", ""in a match""]","[""match""]","[""in a match with one another""]"
657,The back of a woman's head on a train.,"[""woman's"", ""on a train""]","[""woman's head"", ""on a train""]","[""woman's"", ""on a train""]","[""woman's"", ""on a train""]"
659,A boy kicks a soccer ball outside of a hotel.,"[""a soccer ball""]","[""kicks a soccer ball""]","[""boy"", ""kicks"", ""soccer ball""]","[""kicks"", ""soccer ball""]"
660,A child gets her face painted by a older woman.,"[""gets her face painted""]","[""face painted""]","[""gets her face painted""]","[""child"", ""face painted"", ""older woman""]"
661,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,"[""spinning wheel""]","[""spinning wheel"", ""second spinning wheel""]","[""spinning wheel""]","[""spinning wheel""]"
662,A drummer playing a red drum set.,"[""red drum set""]","[""red"", ""drum set""]","[""red""]","[""red""]"
664,a group of people inside a building that overlooks a large mountain,"[""a group of people"", ""inside a building"", ""a large mountain""]","[""a group of people"", ""a large mountain""]","[""a group of people"", ""inside a building"", ""a large mountain""]","[""people"", ""inside a building"", ""overlooks a large mountain""]"
665,A man casually sits on a chair and talks on the cellphone as there is a bus in the background.,"[""sits on a chair"", ""talks on the cellphone""]","[""A man"", ""sits on a chair"", ""talks on the cellphone"", ""a bus""]","[""man"", ""chair"", ""cellphone"", ""bus""]","[""bus"", ""talks on the cellphone""]"
666,Street performers being watched by an interested crowd.,"[""being watched"", ""interested crowd""]","[""watched"", ""crowd"", ""performers""]","[""Street performers"", ""being watched"", ""interested crowd""]","[""being watched"", ""interested crowd""]"
667,A group of four friends are drinking alcohol at a party.,"[""four"", ""drinking alcohol""]","[""A group of four friends"", ""drinking alcohol""]","[""A group of four friends"", ""drinking alcohol""]","[""drinking alcohol""]"
668,"The Whatcom Warrior's Goalie is focused on the puck, in front of the goal post.","[""Goalie"", ""focused on the puck"", ""in front of the goal post""]","[""Goalie"", ""in front of the goal post""]","[""Goalie"", ""focused on the puck"", ""in front of the goal post""]","[""Goalie"", ""focused on the puck"", ""in front of the goal post""]"
670,A black dog leaps through the snow near a fence.,"[""black dog"", ""through the snow"", ""near a fence""]","[""A black dog"", ""leaps through the snow""]","[""leaps"", ""through the snow"", ""near a fence""]","[""black dog"", ""leaps through the snow"", ""near a fence""]"
671,A woman is walking her baby with a stroller at the local park.,"[""woman"", ""baby""]","[""woman"", ""baby""]","[""woman"", ""baby""]","[""A woman"", ""her baby""]"
672,Two toddles play in a colorful padded play area.,"[""Two toddles"", ""play area""]","[""Two toddles"", ""play area""]","[""Two toddles"", ""play area""]","[""Two toddles"", ""play area""]"
