id,gold_label,bucket_original,coverage_original,pred_original_raw,pred_original_nec,pred_original_suff,pred_original_gho,score_original_nec_flip,score_original_gho_flip,score_original_suff_stay,truth_original_correct,bucket_lexical,coverage_lexical,pred_lexical_raw,pred_lexical_nec,pred_lexical_suff,pred_lexical_gho,score_lexical_nec_flip,score_lexical_gho_flip,score_lexical_suff_stay,truth_lexical_correct,bucket_syntactic,coverage_syntactic,pred_syntactic_raw,pred_syntactic_nec,pred_syntactic_suff,pred_syntactic_gho,score_syntactic_nec_flip,score_syntactic_gho_flip,score_syntactic_suff_stay,truth_syntactic_correct,bucket_pragmatic,coverage_pragmatic,pred_pragmatic_raw,pred_pragmatic_nec,pred_pragmatic_suff,pred_pragmatic_gho,score_pragmatic_nec_flip,score_pragmatic_gho_flip,score_pragmatic_suff_stay,truth_pragmatic_correct
370,neutral,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1
371,entailment,Mixed,0.7000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.8000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.8000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7000,entailment,neutral,entailment,entailment,1,0,1,1
372,entailment,Global,0.9000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.8000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.8000,entailment,neutral,unknown,neutral,1,1,0,1,Mixed,0.8000,entailment,neutral,entailment,entailment,1,0,1,1
373,contradiction,Local,0.1000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1000,contradiction,contradiction,contradiction,contradiction,0,0,1,1,Local,0.1000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1000,contradiction,unknown,contradiction,contradiction,0,0,1,1
374,entailment,Local,0.1579,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6316,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4737,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2105,entailment,neutral,neutral,neutral,1,1,0,1
375,contradiction,Local,0.3684,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4737,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6316,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3684,neutral,neutral,neutral,neutral,0,0,1,0
376,entailment,Mixed,0.5217,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.5217,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5217,entailment,neutral,unknown,neutral,1,1,0,1,Mixed,0.4783,entailment,neutral,neutral,neutral,1,1,0,1
377,neutral,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1429,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1
378,entailment,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1
379,entailment,Local,0.1000,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1000,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1000,entailment,neutral,neutral,neutral,1,1,0,1
381,entailment,Local,0.2381,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2381,entailment,entailment,neutral,entailment,0,0,0,1,Mixed,0.5476,entailment,entailment,entailment,entailment,0,0,1,1,Local,0.1905,entailment,neutral,entailment,entailment,1,0,1,1
382,entailment,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3125,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,unknown,entailment,entailment,0,0,1,1
383,neutral,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1
384,entailment,Global,0.8750,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1
385,entailment,Mixed,0.4167,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.4167,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4167,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.4167,entailment,neutral,neutral,entailment,1,0,0,1
386,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6154,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
387,contradiction,Mixed,0.4615,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.2308,contradiction,contradiction,neutral,neutral,0,1,0,1,Mixed,0.4615,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.4615,contradiction,neutral,neutral,neutral,1,1,0,1
388,entailment,Global,0.8750,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,neutral,entailment,1,0,0,1
389,entailment,Local,0.0769,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.0769,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1538,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.0769,entailment,neutral,neutral,entailment,1,0,0,1
390,neutral,Mixed,0.7778,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7778,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7778,neutral,neutral,neutral,neutral,0,0,1,1
393,neutral,Local,0.0909,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0909,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7273,neutral,neutral,neutral,neutral,0,0,1,1
394,neutral,Local,0.2143,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2143,neutral,neutral,neutral,neutral,0,0,1,1
395,entailment,Mixed,0.5714,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7143,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7143,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7143,entailment,neutral,entailment,entailment,1,0,1,1
397,contradiction,Local,0.1250,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1250,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1250,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1250,contradiction,neutral,neutral,contradiction,1,0,0,1
399,neutral,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,contradiction,neutral,0,0,0,1
400,neutral,Mixed,0.4375,entailment,neutral,unknown,neutral,1,1,0,0,Local,0.0625,entailment,neutral,neutral,entailment,1,0,0,0,Mixed,0.5000,entailment,neutral,neutral,neutral,1,1,0,0,Mixed,0.5625,entailment,neutral,neutral,neutral,1,1,0,0
401,entailment,Local,0.3333,entailment,neutral,neutral,neutral,1,1,0,1,Global,0.8333,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.8333,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3333,entailment,neutral,neutral,neutral,1,1,0,1
402,entailment,Local,0.2143,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.3571,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3571,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2143,entailment,neutral,neutral,entailment,1,0,0,1
403,entailment,Local,0.1613,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2258,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2258,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2258,neutral,neutral,neutral,unknown,0,0,1,0
404,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1
405,entailment,Local,0.2727,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4545,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.9091,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8182,neutral,neutral,neutral,neutral,0,0,1,0
407,contradiction,Mixed,0.6842,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.7895,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2632,contradiction,contradiction,neutral,unknown,0,0,0,1,Mixed,0.6842,contradiction,neutral,contradiction,contradiction,1,0,1,1
409,contradiction,Local,0.0714,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.0714,contradiction,contradiction,contradiction,contradiction,0,0,1,1,Local,0.2143,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0714,contradiction,contradiction,contradiction,contradiction,0,0,1,1
410,entailment,Mixed,0.6667,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.1667,entailment,entailment,neutral,entailment,0,0,0,1
411,entailment,Local,0.2727,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1818,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1818,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1818,entailment,neutral,neutral,entailment,1,0,0,1
412,entailment,Local,0.3333,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3333,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3333,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3333,entailment,neutral,neutral,entailment,1,0,0,1
413,entailment,Local,0.1667,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.4167,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1
414,contradiction,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.9000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0
415,entailment,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7500,entailment,neutral,entailment,neutral,1,1,1,1
416,contradiction,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,0
417,entailment,Mixed,0.4286,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4286,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1429,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1429,entailment,neutral,neutral,entailment,1,0,0,1
420,neutral,Local,0.1333,neutral,neutral,neutral,entailment,0,1,1,1,Mixed,0.5333,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,entailment,neutral,neutral,entailment,1,0,0,0,Local,0.1333,neutral,neutral,neutral,entailment,0,1,1,1
421,neutral,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2963,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1
422,neutral,Mixed,0.5625,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6875,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5625,neutral,neutral,neutral,neutral,0,0,1,1
424,contradiction,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0
425,contradiction,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1111,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,0
429,neutral,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5833,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1
430,contradiction,Mixed,0.7778,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0
431,contradiction,Local,0.1111,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.1111,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.2222,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2222,contradiction,neutral,neutral,contradiction,1,0,0,1
432,neutral,Mixed,0.6154,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6154,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.9231,neutral,neutral,neutral,neutral,0,0,1,1
433,contradiction,Local,0.0500,neutral,contradiction,neutral,neutral,1,0,1,0,Local,0.1000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1000,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.9500,neutral,neutral,neutral,neutral,0,0,1,0
434,contradiction,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,contradiction,0,1,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0
435,contradiction,Local,0.3750,contradiction,neutral,neutral,unknown,1,0,0,1,Local,0.3750,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3750,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3750,contradiction,neutral,contradiction,contradiction,1,0,1,1
437,contradiction,Mixed,0.4375,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.4375,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.4375,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.4375,contradiction,neutral,contradiction,contradiction,1,0,1,1
442,neutral,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,1
443,entailment,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6000,entailment,neutral,entailment,neutral,1,1,1,1
444,neutral,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2778,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1
445,entailment,Global,0.8571,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4286,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.7143,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2857,entailment,neutral,neutral,entailment,1,0,0,1
446,entailment,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7222,neutral,neutral,neutral,entailment,0,1,1,0,Local,0.2778,neutral,neutral,neutral,neutral,0,0,1,0
447,entailment,Local,0.1429,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2381,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4286,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1429,entailment,neutral,entailment,entailment,1,0,1,1
448,neutral,Local,0.3333,contradiction,neutral,neutral,contradiction,1,0,0,0,Local,0.3333,contradiction,neutral,neutral,contradiction,1,0,0,0,Local,0.1111,neutral,neutral,neutral,contradiction,0,1,1,1,Local,0.3333,contradiction,neutral,neutral,contradiction,1,0,0,0
449,neutral,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1
450,contradiction,Local,0.1250,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.2083,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.3750,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2500,contradiction,contradiction,contradiction,contradiction,0,0,1,1
452,contradiction,Mixed,0.5000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3750,contradiction,contradiction,contradiction,contradiction,0,0,1,1,Local,0.3750,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3750,contradiction,neutral,contradiction,contradiction,1,0,1,1
453,neutral,Global,0.8889,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1
454,neutral,Local,0.1333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1333,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.9333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1
456,contradiction,Mixed,0.5714,contradiction,contradiction,contradiction,contradiction,0,0,1,1,Mixed,0.5714,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.6667,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.6667,contradiction,neutral,contradiction,contradiction,1,0,1,1
457,contradiction,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0
458,contradiction,Local,0.1538,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1538,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1538,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1538,contradiction,neutral,neutral,contradiction,1,0,0,1
459,neutral,Global,0.9167,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
460,contradiction,Local,0.0556,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0556,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0556,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0556,contradiction,neutral,neutral,contradiction,1,0,0,1
461,neutral,Local,0.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5333,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0000,neutral,neutral,neutral,neutral,0,0,1,1
462,contradiction,Local,0.1765,contradiction,unknown,neutral,contradiction,0,0,0,1,Local,0.1765,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.0000,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.1765,contradiction,contradiction,contradiction,contradiction,0,0,1,1
463,neutral,Local,0.2500,entailment,neutral,neutral,neutral,1,1,0,0,Local,0.2500,entailment,neutral,neutral,entailment,1,0,0,0,Local,0.0000,entailment,entailment,neutral,entailment,0,0,0,0,Local,0.0000,entailment,entailment,neutral,entailment,0,0,0,0
467,neutral,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,1
468,neutral,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0909,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0909,neutral,neutral,neutral,neutral,0,0,1,1
470,contradiction,Mixed,0.4444,contradiction,neutral,contradiction,neutral,1,1,1,1,Local,0.0000,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.3333,contradiction,contradiction,neutral,contradiction,0,0,0,1,Mixed,0.5556,contradiction,neutral,contradiction,neutral,1,1,1,1
472,entailment,Local,0.0000,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.0000,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.0000,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1
473,neutral,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1429,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1
474,entailment,Mixed,0.5000,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.4000,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.5000,entailment,neutral,entailment,neutral,1,1,1,1
475,entailment,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,entailment,neutral,entailment,0,0,0,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,entailment,neutral,entailment,0,0,0,1
476,neutral,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
479,neutral,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,1
481,entailment,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2000,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1
483,entailment,Mixed,0.7778,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7778,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5556,entailment,neutral,entailment,neutral,1,1,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1
484,contradiction,Local,0.2308,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1538,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2308,contradiction,neutral,unknown,contradiction,1,0,0,1,Local,0.2308,contradiction,neutral,neutral,contradiction,1,0,0,1
485,neutral,Local,0.2143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3214,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1
486,contradiction,Local,0.0909,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.0909,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.0909,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.0909,contradiction,neutral,contradiction,contradiction,1,0,1,1
487,contradiction,Local,0.3636,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1818,contradiction,neutral,neutral,contradiction,1,0,0,1,Mixed,0.5455,neutral,neutral,contradiction,contradiction,0,1,0,0,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,0
489,neutral,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2727,neutral,neutral,neutral,neutral,0,0,1,1
490,contradiction,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8571,neutral,neutral,neutral,neutral,0,0,1,0
491,entailment,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.8750,entailment,neutral,entailment,entailment,1,0,1,1
492,entailment,Mixed,0.6111,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3333,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.5556,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6111,entailment,neutral,entailment,entailment,1,0,1,1
493,contradiction,Mixed,0.5385,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.3846,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.3846,contradiction,contradiction,contradiction,contradiction,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0
495,neutral,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1
496,contradiction,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4375,neutral,neutral,neutral,neutral,0,0,1,0
497,neutral,Local,0.0952,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0952,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0952,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1905,neutral,neutral,neutral,neutral,0,0,1,1
